gene,protein,r1,r2,p1,p2,Class.pr
PTC5,YHB1,0.2928053,-0.0914137915871294,0.436402,0.569848250411154,No effect
ATG5,ENO2,0.15292324,-0.0238946764531391,0.928287,0.604596571180708,No effect
ATG5,FAS1,-0.12040087,-0.0386552215179776,0.675287,0.421274199167938,No effect
ATG5,FAS2,-0.04588411,-0.00162407150393307,0.955565,0.961903156985221,No effect
ATG5,RNR2,0.021266505,0.0065888848445681,0.985331,0.941569651858774,No effect
ATG5,SSA1,0.16959154,0.506406843633116,0.891612,0.0879487582831684,No effect
ATG5,TDH1,0.14812714,0.0927962362161381,0.952324,0.55179468257144,No effect
ATG5,TDH2,0.26283001,0.056638312303356,0.794886,0.807939221822314,No effect
ATG5,TDH3,0.28904357,0.0913561979681958,0.780095,0.491681618256998,No effect
ATG5,YHB1,-0.19569858,-0.0475420236598723,0.65203,0.642445862818358,No effect
YPL109C,ENO2,0.0047674348,-0.00171400354232532,0.999938,0.955324261636875,No effect
YPL109C,FAS1,0.018733863,-0.0347572300041747,0.999938,0.302555886126361,No effect
YPL109C,FAS2,0.022559568,-0.0612359649377936,0.999938,0.143068727565309,No effect
YPL109C,RNR2,-0.030607446,-0.0214314607133375,0.999938,0.832663665601941,No effect
YPL109C,SSA1,-0.090832129,0.198975376578552,0.999938,0.0850666018428934,No effect
YPL109C,TDH1,-0.04174974,0.286158479207735,0.999938,0.297896040641645,No effect
YPL109C,TDH2,-0.029925317,0.0122653445982763,0.999938,0.943271132029093,No effect
YPL109C,TDH3,0.096990439,0.00410362088926775,0.999938,0.979544866714156,No effect
YPL109C,YHB1,-0.079635043,-0.0810684285090986,0.999938,0.580604842057921,No effect
PUF2,ENO2,-0.24362056,-7.40941453052812e-4,0.656348,0.99171285911452,No effect
PUF2,FAS1,-0.035593974,0.0774543697004475,0.967373,0.0216106022540194,No effect
PUF2,FAS2,0.046211644,0.0671982698312803,0.947252,0.105738651502484,No effect
PUF2,RNR2,-0.01158652,0.0859765507778185,0.98446,0.649592860306374,No effect
PUF2,SSA1,-0.067804244,-0.192222309620455,0.97334,0.255534863451639,No effect
PUF2,TDH1,-0.1928347,0.203424517474971,0.813816,0.293105902458879,No effect
PUF2,TDH2,-0.087787033,0.0050059843283492,0.966552,0.985514928102856,No effect
PUF2,TDH3,-0.14381424,0.0998029872951705,0.926454,0.331915543364155,No effect
PUF2,YHB1,-0.068195936,0.00599449161828147,0.967373,0.957384502621578,No effect
YLH47,ENO2,0.095033217,-0.0631959737926522,0.75438,0.237224609976759,No effect
YLH47,FAS1,0.073820233,0.0610076890349092,0.516774,0.308688362669268,No effect
YLH47,FAS2,-0.085447722,-0.0175998825125063,0.373683,0.70180707664623,No effect
YLH47,RNR2,-0.24030555,-0.0996166588478857,2.07247e-4,0.564391782927076,No effect
YLH47,SSA1,0.06053166,-0.0660235243324792,0.858829,0.779934933023949,No effect
YLH47,TDH1,-0.06208467,-0.758378190709497,0.863449,0.0678527642708461,No effect
YLH47,TDH2,-0.080632456,-0.0202130157518141,0.82571,0.897146803707717,No effect
YLH47,TDH3,-0.089582003,0.00201774750652106,0.805206,0.963131686701207,No effect
YLH47,YHB1,0.50299247,0.121684982505123,1.08817e-4,0.630541214878076,Study 1 only
PIL1,ENO2,-0.14005907,0.0123715816645955,0.999586,0.897238678970434,No effect
PIL1,FAS1,-0.063691104,-0.0159871108364484,0.999586,0.617113010090043,No effect
PIL1,FAS2,-0.14624861,-0.00934840440927331,0.999586,0.86985863867296,No effect
PIL1,RNR2,-0.083352153,-0.032489924484068,0.999586,0.670307556051342,No effect
PIL1,SSA1,-0.14226737,0.331954260986322,0.999586,0.167096456032482,No effect
PIL1,TDH1,-0.076458293,-0.431584395330564,0.999586,0.362879598858035,No effect
PIL1,TDH2,-0.23070557,0.0542192284179741,0.999586,0.746132113231008,No effect
PIL1,TDH3,0.059701372,-0.011035723901891,0.999586,0.872570159237551,No effect
PIL1,YHB1,-0.071980704,-0.0232894623287727,0.999586,0.762690449720107,No effect
PTC7,ENO2,0.18975499,0.0187976328933814,0.651444,0.709150388368805,No effect
PTC7,FAS1,-0.24365131,-0.014089611209144,0.0185856,0.623164052833957,No effect
PTC7,FAS2,-0.16419555,-0.00703894363399371,0.121856,0.8829844950057,No effect
PTC7,RNR2,0.0382676,0.070013113897275,0.791357,0.275361332945101,No effect
PTC7,SSA1,-0.12917527,0.334784323463779,0.784699,0.0520427109505741,No effect
PTC7,TDH1,0.0096481503,0.657243626042021,0.99138,0.00121290185334383,Study 2 only
PTC7,TDH2,0.24277931,0.0477517537008652,0.573004,0.791614218762412,No effect
PTC7,TDH3,0.098998891,0.021167507545691,0.887642,0.891493871196473,No effect
PTC7,YHB1,0.19956242,-0.0577366369195857,0.306832,0.722564422716227,No effect
