ORF,Name,YEPD_mean,YEPD_error,YEPD_cv,YEPD_dm,YEPD_note,SD_mean,SD_error,SD_cv,SD_dm,SD_note
YER008C,SEC3,153.5,22.9913741,21.35,0.041458166,,59.4684295,22.01059043,,,
YER011W,TIR1,139,22.76394394,39.835,17.69029277,,,,,,Abundance Low
YER013W,PRP22,,,,,Abundance Low,,,,,Abundance Low
YER014W,HEM14,,,,,Abundance Low,49.5,21.78230591,,,
YER016W,BIM1,66.5,21.61881546,24.965,-1.532429281,,63,22.92239292,17.135,-1.114297623,
YER017C,AFG3,123.5,22.28037681,22.125,-0.666397753,,171.050283,24.19208236,14.33,-1.173724224,
YER018C,SPC25,92.5,21.9947609,,,,,,,,Abundance Low
YER019C-A,SBH2,378,27.74250841,15.955,-1.504034125,,219.6591858,25.42145832,14.53,-0.537058578,
YER020W,GPA2,164.5,23.18480653,23.115,2.71670344,,168,24.01514578,16.115,-0.58907146,
YER021W,RPN3,,,,,Abundance Low,,,,,Abundance Low
YER022W,SRB4,130,22.58766665,21.175,-0.71544321,,112,23.69138812,16.915,-0.084637037,
YER023W,PRO3,612.5,33.90656563,15.285,-0.793548007,,563.5,36.88068102,12.95,-0.814523399,
YER024W,YAT2,,,,,Abundance Low,80.5,23.08899714,20.7,2.799849852,
YER025W,GCD11,,,,,Abundance Low,,,,,Abundance Low
YER027C,GAL83,159.5,23.09641771,21.36,0.677080473,,143,24.61472322,16.81,0.805799927,
YER028C,MIG3,,,,,Abundance Low,,,,,Abundance Low
YER029C,SMB1,115,22.34348448,21.24,-1.372658166,,58.47872,21.86024906,19.95,1.787777778,
YER030W,,200,23.84516012,18.91,-1.000224103,,158.2884343,23.77287977,16.355,0.731587296,
YER031C,YPT31,467,29.65229803,14.49,-2.389143709,,290.5,27.0412511,15.65,0.445945927,
YER032W,FIR1,,,,,Abundance Low,,,,,Abundance Low
YER033C,ZRG8,,,,,Abundance Low,,,,,Abundance Low
YER034W,,160.5,23.11420497,20.69,-0.035809972,,106.4753683,22.76700078,18.835,2.109790854,
YER035W,EDC2,220.5,24.25649768,20.475,1.07436191,,172.825774,24.29295073,16.87,1.278779257,
YER036C,,2589,97.78402259,12.84,-0.805702483,,1723,78.34855822,12.995,0.295867562,
YER037W,PHM8,,,,,Abundance Low,,,,,Abundance Low
YER038C,KRE29,,,,,Abundance Low,,,,,Abundance Low
YER040W,GLN3,,,,,Abundance Low,,,,,Abundance Low
YER042W,MXR1,174.5,23.37862574,22.565,1.839190028,,82.186235,22.59018048,17.23,0.608099709,
YER043C,SAH1,5778.5,206.7772324,12.05,-0.829194197,,3935,165.0063285,11.65,-0.571193618,
YER044C,ERG28,58.5,21.51087605,26.475,-1.09682337,,,,,,Abundance Low
YER047C,SAP1,,,,,Abundance Low,,,,,Abundance Low
YER048W-A,,566.5,32.63908904,16.745,0.425035149,,624.3980428,37.39158972,11.8,-1.760173244,
YER049W,,105,22.19595413,23.71,0.647846231,,,,,,Abundance Low
YER052C,HOM3,690.5,36.14922392,15.96,0.147984118,,1806.5,82.38264483,14.79,2.147785439,
YER053C,PIC2,,,,,Abundance Low,194,24.57666476,17.81,1.644752544,
YER053C-A,,404,28.37895568,33.49,16.11687872,,755.656775,41.8883856,21.87,8.484910075,
YER054C,GIP2,,,,,Abundance Low,,,,,Abundance Low
YER056C,FCY2,1542.5,62.43960173,18.585,4.240316566,,2590.5,111.2621795,16.12,3.65358878,
YER056C-A,RPL34A,3253,120.3120374,10.555,-2.833450891,,2967.5,126.8496022,9.225,-3.12073328,
YER059W,PCL6,56,21.47555689,24.585,-2.626871235,,95,23.53866784,15.66,-1.44069101,
YER061C,CEM1,,,,,Abundance Low,82.5,23.29426012,17.83,0.328614411,
YER062C,HOR2,238.5,24.62337738,32.545,13.20744222,,372.5,30.81024272,23.215,8.871615951,
YER063W,THO1,,,,,Abundance Low,,,,,Abundance Low
YER064C,,,,,,Abundance Low,,,,,Abundance Low
YER067W,,376.5,27.71038186,47.43,29.50354753,,511.5746863,33.78798635,31.865,17.85815986,
YER068W,MOT2,254.5,24.94512236,17.015,-1.665353116,,354,29.77771939,13.89,-0.582277489,
YER069W,"ARG5,6",,,,,Abundance Low,1006.5,51.73722036,16.11,2.960967848,
YER070W,RNR1,27855.5,969.3272667,35.545,23.44326435,,22099,876.2255409,34.26,22.62003658,
YER071C,,,,,,Abundance Low,,,,,Abundance Low
YER072W,VTC1,1651,66.4085142,17.43,3.196011409,,184,24.39348653,17.435,0.920261392,
YER073W,ALD5,477,30.23386635,24.71,7.830856291,,784,44.18512311,19.32,5.888971461,
YER074W,RPS24A,2685,101.0335922,14.455,0.844743105,,2193.5,96.97328,11.49,-1.039962901,
YER075C,PTP3,,,,,Abundance Low,,,,,Abundance Low
YER077C,,,,,,Abundance Low,,,,,Abundance Low
YER078C,,,,,,Abundance Low,70,22.8149433,18.54,-0.042125411,
YER079W,,,,,,Abundance Low,58,22.79800769,18.56,0.197092097,
YER080W,FMP29,205,23.94295144,20.295,0.554921347,,189.5,25.42142992,15.685,0.006308786,
YER081W,SER3,54.5,21.46935724,,,,2307.5,102.237831,18.23,5.717378283,
YER083C,RMD7,191,23.67610379,19.525,-0.508381905,,127,24.31340382,15.195,-1.218733395,
YER084W,,73,21.71633328,26.885,0.447839066,,49.49906575,21.76114735,18.91,0.593195545,
YER086W,ILV1,261.5,24.83754977,26.91,7.953105195,,523,34.92581432,18.095,4.190026079,
YER087C-A,,,,,,No Measurement,,,,,No Measurement
YER088C,DOT6,200,23.84498527,21.385,1.624205955,,93,23.28747564,17.675,0.109393391,
YER089C,PTC2,210.5,24.05038953,19.58,0.142638995,,291.5,28.62878357,13.71,-1.012675875,
YER090W,TRP2,592.5,33.35912712,16.25,0.081911711,,953.5,49.79472614,15.675,2.500366657,
YER091C,MET6,9004.5,317.7879856,27.195,14.58118549,,11653,463.6657266,20.125,8.325923854,
YER092W,IES5,102.5,22.15562507,23.475,0.152,,60.20658075,21.92107717,19.085,1.087616239,
YER095W,RAD51,574.5,32.85219603,21.595,5.240270575,,318.5,29.26776481,,,
YER098W,UBP9,,,,,Abundance Low,,,,,Abundance Low
YER099C,PRS2,125,22.31047132,21.295,-1.393229905,,83.5,23.30535242,16.67,-0.8,
YER100W,UBC6,50.5,21.24643656,,,,,,,,Abundance Low
YER101C,AST2,,,,,Abundance Low,,,,,Abundance Low
YER102W,RPS8B,6009.5,214.7348126,10.365,-2.4812533,,3715.267972,153.341729,10.425,-1.785127283,
YER103W,SSA4,156.5,23.04654034,50.095,28.76916667,,,,,,Failed QC
YER104W,RTT105,,,,,Abundance Low,,,,,Abundance Low
YER105C,NUP157,184.5,23.55133514,18.805,-1.262902419,,117.9923623,23.06115898,17.205,0.583099709,
YER107C,GLE2,119.5,22.41960885,24.125,1.254352874,,128,23.16617936,17.175,-0.862487281,
YER110C,KAP123,2687,101.0943427,15.54,1.939861067,,1454.5,69.40205803,14.775,1.941748618,
YER111C,SWI4,,,,,Abundance Low,,,,,Abundance Low
YER112W,LSM4,159,23.10352137,20.38,-0.4333933,,160.3700525,23.83867983,16.39,0.648019003,
YER113C,,122,22.2558892,22.4,-0.775963757,,120.6828833,23.03770377,16.01,-0.325272909,
YER114C,BOI2,147.5,22.88558809,20.59,-0.701339851,,131.5,24.12154762,16.115,-0.169906537,
YER116C,SLX8,,,,,Abundance Low,,,,,Abundance Low
YER117W,RPL23B,,,,,Failed QC,708,41.89318484,,,
YER118C,SHO1,168.5,23.03342058,20.435,-0.438162936,,60.5,21.93021756,,,
YER120W,SCS2,458,29.60441231,16.525,-0.60382134,,259.5,26.17679185,16.385,0.866218433,
YER122C,GLO3,499.5,30.82554494,13.71,-2.912905836,,369.5,30.36266138,13.36,-1.053042254,
YER123W,YCK3,101,21.93988202,22.065,-2.589444444,,138.5,23.4851541,17.14,-0.238601403,
YER124C,DSE1,,,,,Abundance Low,,,,,Abundance Low
YER126C,NSA2,4564,165.2011492,11.665,-1.413767898,,3927.5,163.8124576,8.75,-3.456094687,
YER128W,,233,24.49776825,19.945,0.686410711,,243.1661245,25.78509806,17.75,2.864168265,
YER129W,PAK1,,,,,Abundance Low,,,,,Abundance Low
YER131W,RPS26B,5087,183.2867099,13.255,0.284018183,,3150.133725,133.2204325,,,
YER132C,PMD1,108,22.24080341,24.56,1.084344164,,87,23.64240443,18.02,0.062018229,
YER133W,GLC7,1964.5,76.78765297,11.69,-2.329145385,,1597,73.94125862,10.56,-2.195684986,
YER134C,,181,23.50276536,20.16,-0.136514716,,232.863349,25.59447601,16.08,1.146425091,
YER136W,GDI1,738.5,37.16781223,14.235,-1.437462793,,634.5,38.9522796,13.175,-0.585388223,
YER139C,,,,,,Abundance Low,67.5,22.98657436,16.93,-1.364085923,
YER140W,,,,,,Abundance Low,,,,,Abundance Low
YER141W,COX15,359,27.295755,19.54,1.884404466,,483.5,33.94581932,14.29,0.237007717,
YER142C,MAG1,,,,,Abundance Low,,,,,Abundance Low
YER143W,DDI1,63,21.57103026,32.325,5.827570719,,56,21.86959668,,,
YER145C,FTR1,857.5,40.69790396,19.085,3.74064323,,319,27.98456952,22.79,7.856425091,
YER147C,SCC4,,,,,Abundance Low,,,,,Abundance Low
YER148W,SPT15,330.5,26.6382992,17.43,-0.491483441,,217,26.50251513,,,
YER149C,PEA2,68.5,21.64623903,24.595,-1.902429281,,59,22.80322855,17.83,-0.803649731,
YER150W,SPI1,,,,,Abundance Low,54.5,22.09242625,,,
YER151C,UBP3,448.5,29.49883855,13.985,-2.870622823,,498.5,34.416125,12.525,-1.450984712,
YER152C,,85.5,21.89096111,26.555,1.690203758,,,,,,Abundance Low
YER153C,PET122,,,,,Failed QC/Abundance Low,,,,,Abundance Low
YER154W,OXA1,397,27.89906391,17.765,0.349377823,,393,30.01981505,13.945,-0.569415304,
YER155C,BEM2,211,24.05849891,19.635,0.160409552,,186.5,26.06831102,15.785,-0.010827202,
YER156C,,219.5,24.23075015,20.13,0.827829813,,193,25.80004043,13.92,-1.501302224,
YER157W,COG3,125.5,22.32292202,21.435,-1.304463709,,78.09432625,22.30858768,16.105,-1.24401761,
YER159C,BUR6,252.5,24.91439716,17.955,-0.911214253,,341.5438148,28.50254224,12.68,-1.678901066,
YER161C,SPT2,100.5,22.1161247,22.505,-0.64220074,,284.5,28.3236617,13.515,-1.210399908,
YER162C,RAD4,,,,,Abundance Low,,,,,Abundance Low
YER163C,,,,,,Abundance Low,,,,,Abundance Low
YER164W,CHD1,177.5,23.43262614,20.88,0.38973868,,167,25.64095046,15.99,-0.042307692,
YER165W,PAB1,8073.5,285.7632057,10.595,-2.036859724,,5768,233.4416983,10.52,-1.509683847,
YER166W,DNF1,160,23.10550639,20.42,-0.46828295,,76.254211,22.22718539,19.43,1.764245636,
YER167W,BCK2,,,,,Abundance Low,,,,,Abundance Low
YER168C,CCA1,281,25.52557294,20.605,2.234398363,,191.5,25.50538766,16.17,0.573463164,
YER169W,RPH1,,,,,Abundance Low,,,,,Abundance Low
YER170W,ADK2,,,,,Abundance Low,,,,,Abundance Low
YER171W,RAD3,,,,,Abundance Low,,,,,Abundance Low
YER172C,BRR2,99.5,21.91262208,,,,,,,,Abundance Low
YER173W,RAD24,,,,,Abundance Low,,,,,Abundance Low
YER174C,GRX4,45.5,21.33839946,,,,,,,,Abundance Low
YER175C,TMT1,,,,,Abundance Low,122,24.11853755,27.31,10.73761226,
YER176W,ECM32,144,22.82508843,21.31,-0.175616812,,69,22.85472459,17.565,-0.917227894,
YER177W,BMH1,3942,143.4735883,10.645,-2.556356188,,3386,143.9559559,8.78,-3.498766243,
YER178W,PDA1,648,34.91517946,32.91,16.88606636,,751,43.24804275,27.015,13.56266213,
YER182W,FMP10,,,,,Abundance Low,,,,,Abundance Low
YER183C,FAU1,,,,,Abundance Low,,,,,Abundance Low
YFL001W,DEG1,102.5,22.1467517,24.1,0.655342059,,,,,,Abundance Low
YFL002C,SPB4,109.5,22.25867232,22.375,-0.495647126,,61,22.53224133,,,
YFL004W,VTC2,281.5,25.25408029,20.205,1.612558476,,55.98207175,21.86651783,18.275,0.155115926,
YFL006W,,83.5,21.86046618,29.36,4.538071683,,,,,,Abundance Low
YFL007W,BLM3,74,21.72351808,27.875,2.363607118,,,,,,Abundance Low
YFL008W,SMC1,126,22.52162018,20.97,-1.152813173,,104,23.41831001,16.39,-0.973755912,
YFL010C,WWM1,,,,,Failed QC,,,,,No Measurement
YFL013C,IES1,100,22.11115525,21.1,-1.906466263,,89,23.19958834,17.9,0.147053666,
YFL014W,HSP12,83,21.69335063,,,,668.3712288,38.89165345,,,
YFL016C,MDJ1,201.5,23.88044156,27.38,7.670709766,,294,27.15613795,15.06,-0.014299944,
YFL017C,GNA1,,,,,Abundance Low,,,,,Abundance Low
YFL017W-A,SMX2,231,24.45776439,18.52,-0.530934104,,223.5605735,25.45749039,15.085,0.077880636,
YFL018C,LPD1,757.5,38.08170644,18.88,3.225826626,,775,43.49524634,20.35,6.959805749,
YFL021W,GAT1,,,,,Abundance Low,77.5,23.02104757,20.875,2.241350269,
YFL023W,BUD27,97.5,22.07018547,22.115,-1.423372821,,,,,,Abundance Low
YFL024C,EPL1,,,,,Abundance Low,,,,,Failed QC/Abundance Low
YFL025C,BST1,,,,,Abundance Low,,,18.52,-0.166274236,Abundance Low
YFL026W,STE2,812.5,39.34235124,22.23,6.66129113,,361,29.19412893,,,
YFL027C,GYP8,,,,,Abundance Low,,,,,Abundance Low
YFL028C,CAF16,,,,,Abundance Low,210.5,26.31784544,16.225,0.955148004,
YFL029C,CAK1,,,,,Abundance Low,,,,,Abundance Low
YFL030W,AGX1,,,,,Abundance Low,,,,,Abundance Low
YFL031W,HAC1,,,,,Abundance Low,,,,,Abundance Low
YFL033C,RIM15,,,,,Abundance Low,,,,,Failed QC/Abundance Low
YFL034C-A,RPL22B,1744,69.48679763,19.6,5.466069085,,2342,102.7237044,14.305,1.836444495,
YFL034C-B,MOB2,66,21.61158207,25.715,-0.722160934,,63.5,22.88471783,17.09,-0.829261092,
YFL034W,,,,,,Abundance Low,,,,,Abundance Low
YFL036W,RPO41,2420,92.06537846,14.41,0.701882925,,1307.5,62.7999044,,,
YFL041W,FET5,325,26.20765918,18.04,-0.08948032,,208,25.02901599,15.685,-0.354412674,
YFL044C,YOD1,,,,,Abundance Low,,,,,Abundance Low
YFL045C,SEC53,,,,,Failed QC,1144.5,56.36571907,,,
YFL046W,FMP32,,,,,Abundance Low,,,,,Abundance Low
YFL047W,RGD2,97,22.06420688,21.79,-1.876780284,,109.5,23.60851986,17.755,0.588382383,
YFL048C,EMP47,421.5,28.50115879,18.47,1.272425402,,198.5,24.81419973,16,0.009669534,
YFL049W,,,,,,Abundance Low,,,,,Abundance Low
YFL062W,COS4,,,,,Abundance Low,,,,,Abundance Low
YFR001W,LOC1,147.5,22.88449497,20.845,-0.328368909,,147.2271618,23.56837919,15.505,-0.145792187,
YFR002W,NIC96,266.5,24.93491271,17.425,-1.508917694,,276.5675123,26.71076298,13.6,-1.08783484,
YFR004W,RPN11,1203,51.84336485,13.095,-1.615482079,,919,49.13795751,10.73,-2.524925998,
YFR005C,SAD1,,,,,Abundance Low,,,,,Abundance Low
YFR006W,,90.5,21.96403043,28.575,4.424634153,,53,22.52423026,,,
YFR008W,FAR7,,,,,Abundance Low,,,,,Abundance Low
YFR009W,GCN20,1274.5,54.12509651,13.46,-1.16024491,,725,41.73245184,13.79,0.301210242,
YFR010W,UBP6,49.5,21.39058919,,,,93,23.31303764,18.24,0.469185467,
YFR011C,,215.5,24.15146863,19.325,-0.093936952,,219.8327128,25.27380129,15.205,0.159421808,
YFR013W,IOC3,87,21.91414421,22.395,-2.218539757,,54.5,22.40272077,,,
YFR014C,CMK1,,,,,Abundance Low,,,,,Abundance Low
YFR015C,GSY1,91,21.98705522,29.22,4.3119243,,179,25.26082591,21.58,6.009850668,
YFR016C,,164,23.17657134,20.88,0.021885476,,180.5,25.25817122,15.795,0.029324202,
YFR017C,,52.5,21.42898101,,,,94.910744,22.51599534,17.4,0.59882984,
YFR019W,FAB1,,,,,Abundance Low,,,,,Abundance Low
YFR021W,ATG18,86,21.89851021,22.695,-1.918539757,,59.5,22.60304963,,,
YFR024C,,356,27.21500658,16.93,-0.708124973,,,,,,Failed QC
YFR024C-A,LSB3,333,26.67678593,17.445,-0.369932889,,318,28.88469277,14.425,-0.218812612,
YFR025C,HIS2,,,,,Abundance Low,93.5,23.52110093,16.275,-0.878254314,
YFR027W,ECO1,,,,,Abundance Low,,,,,Abundance Low
YFR028C,CDC14,91.5,21.97926554,24.8,0.346388248,,54,22.50300987,,,
YFR030W,MET10,44.5,21.32840418,,,,62.82553875,22.18113836,,,
YFR031C,SMC2,,,,,Abundance Low,,,,,Abundance Low
YFR031C-A,RPL2A,3738,136.9147591,11.27,-1.965745317,,2801,121.3926225,10.32,-2.056395958,
YFR032C-A,RPL29,8110,287.0120196,,,,4986.423035,203.8728002,11.72,-0.359404648,
YFR033C,QCR6,305.5,25.77401844,25.1,6.818434479,,409,30.49946542,19.15,4.692841834,
YFR034C,PHO4,,,,,Abundance Low,,,,,Abundance Low
YFR036W,CDC26,,,,,Abundance Low,,,17.055,-1.284743913,Abundance Low
YFR037C,RSC8,369,27.53621187,18.94,1.66389256,,224,26.12586785,,,
YFR039C,,,,,,Abundance Low,,,,,Abundance Low
YFR040W,SAP155,180,23.47137012,18.915,-1.28308849,,194.5,25.59927704,14.61,-0.965388474,
YFR041C,ERJ5,158,23.07044692,23.475,2.646769739,,124.5,24.22137714,16.4,-0.221900291,
YFR044C,,394.5,28.1833113,21.955,4.642136126,,,,,,Failed QC
YFR046C,CNN1,,,,,Abundance Low,,,,,Abundance Low
YFR047C,BNA6,54.5,21.45781306,,,,143,24.59197211,18.065,1.85291871,
YFR048W,RMD8,142.5,22.79844281,21.955,0.377232188,,129.5,23.90127402,15.94,-0.828231054,
YFR049W,YMR31,120.5,22.23279455,27.1,3.865873909,,150.618259,23.77626677,24.82,8.923479372,
YFR050C,PRE4,1469,60.62123434,,,,1018,52.87244574,,,
YFR051C,RET2,953.5,43.62520933,12.32,-2.850761767,,706.5,40.05374853,12.065,-1.574706337,
YFR052W,RPN12,966,44.43323169,13.665,-1.444618502,,622,38.93050237,13.04,-0.625943303,
YFR053C,HXK1,111,22.27941439,22.59,0.218754354,,,,,,Abundance Low
YGL001C,ERG26,393.5,28.18394531,20.83,3.505975362,,320,29.32306191,,,
YGL004C,RPN14,51.5,21.41813812,,,,49,22.64061634,,,
YGL005C,COG7,,,,,Abundance Low,,,,,Abundance Low
YGL006W,PMC1,,,,,Abundance Low,,,,,Abundance Low
YGL008C,PMA1,6439,229.4794455,17.805,5.050676665,,3998.614791,166.5275183,17.045,4.832570967,
YGL009C,LEU1,4135,150.4215021,22.02,8.836243329,,2584.5,112.6715548,26.215,13.77213142,
YGL010W,,54.5,21.29325789,,,,,,,,Abundance Low
YGL011C,SCL1,1597.5,64.66091243,,,,1295,62.80231979,10.335,-2.591867075,
YGL012W,ERG4,433.5,29.13312596,16.185,-0.797574325,,286,27.19756939,13.86,-1.254875677,
YGL013C,PDR1,,,,,Abundance Low,,,,,Abundance Low
YGL014W,PUF4,226.5,24.36953208,18.235,-1.058396443,,221,26.26863659,15.55,0.170442271,
YGL016W,KAP122,114,22.3280444,22.86,0.247341834,,92.46507775,22.63194061,18.87,2.001145765,
YGL017W,ATE1,,,,,Abundance Low,,,,,Abundance Low
YGL018C,JAC1,,,,,Abundance Low,87.5909745,22.41897847,16.815,-0.076970777,
YGL019W,CKB1,197.5,23.79859163,20.21,0.364784857,,204.5,26.11449151,13.545,-1.737557815,
YGL020C,MDM39,472,29.82462521,15.715,-1.158235288,,378,29.40754661,15.19,0.578736546,
YGL021W,ALK1,,,,,Abundance Low,,,,,Abundance Low
YGL022W,STT3,586,32.82542465,13.555,-2.716233965,,364.281966,29.11550944,13.57,-0.691993888,
YGL023C,PIB2,,,,,Abundance Low,,,,,Abundance Low
YGL025C,PGD1,,,,,Abundance Low,,,,,Abundance Low
YGL026C,TRP5,1118.5,49.20541927,15.075,0.213633084,,1700,77.51099479,12.825,0.135966856,
YGL028C,SCW11,127.5,22.54914764,22.51,-0.178229905,,,,,,Failed QC
YGL029W,CGR1,449,29.21560655,16.055,-0.786073542,,310.074451,27.48031813,14.565,0.133274313,
YGL031C,RPL24A,5714.5,204.5830818,11.875,-1.006803812,,3647.257682,150.6063801,11.935,-0.288636528,
YGL032C,AGA2,,,,,Abundance Low,,,,,Abundance Low
YGL035C,MIG1,96,22.0477878,26.95,3.250479206,,54.5,22.52272732,,,
YGL036W,,,,,,Abundance Low,,,,,Abundance Low
YGL037C,PNC1,634.5,34.56451613,26.675,10.5796915,,779.5,44.39305841,16.815,3.444384956,
YGL038C,OCH1,152.5,22.97494357,23.425,2.349477991,,88.5,22.45539371,,,
YGL039W,,66,21.61133403,30.47,4.43550259,,,,,,Abundance Low
YGL040C,HEM2,467,29.97410201,17.22,0.40482755,,348,30.27485053,14.075,-0.323735388,
YGL043W,DST1,226.5,24.37011867,18.09,-1.075176388,,151.5,23.68539248,16.945,-0.104504955,
YGL046W,,86.5,21.90537695,24.51,0.432214713,,58.5,22.83222641,17.8,-0.657884202,
YGL047W,,,,,,Failed QC,85.686235,22.34855439,17.45,0.450362963,
YGL048C,RPT6,1121,49.24193207,11.95,-2.896260167,,645.5,39.60209448,13.185,-0.460961401,
YGL049C,TIF4632,480,30.31612242,15.765,-0.928609579,,494.5,34.33619569,13.595,-0.369188795,
YGL053W,PRM8,,,,,Abundance Low,48,21.70084861,,,
YGL054C,ERV14,1084,48.07044735,12.455,-2.516212121,,683.5,39.27750889,12.9,-0.716893254,
YGL055W,OLE1,498,30.4715744,15.535,-1.226672439,,343.5,28.65070029,14.545,-0.230552124,
YGL056C,SDS23,270,25.27204585,17.9,-0.544351225,,267.5,27.47136883,15.945,0.981862882,
YGL057C,,,,,,Abundance Low,,,,,Abundance Low
YGL058W,RAD6,465.5,29.97570161,18.48,1.732147804,,312.1560693,27.56032883,15.495,1.052750955,
YGL059W,,,,,,Abundance Low,,,,,Abundance Low
YGL060W,YBP2,,,,,Failed QC,76.5,22.92969769,18.56,0.265914077,
YGL061C,DUO1,100,22.11115525,,,,116,24.03672977,,,
YGL062W,PYC1,864.5,41.32201667,19.75,4.260626452,,1161,57.67374947,18.355,5.318797763,
YGL064C,MRH4,,,,,Abundance Low,,,,,Failed QC/Abundance Low
YGL065C,ALG2,65.5,21.60442897,25.245,-0.680243126,,,,,,Abundance Low
YGL066W,SGF73,,,,,Abundance Low,,,,,Abundance Low
YGL067W,NPY1,65,21.60149262,24.19,-3.307873904,,85,23.34118369,16.64,-0.909366257,
YGL068W,MNP1,457.5,29.73906713,18.745,1.784193748,,540.1565398,34.29439849,14.565,0.830004206,
YGL070C,RPB9,480,29.98658851,14.64,-2.265967807,,448.3298315,31.44170707,12.12,-1.841588136,
YGL071W,RCS1,,,,,Abundance Low,,,,,Abundance Low
YGL073W,HSF1,,,,,Abundance Low,,,,,Abundance Low
YGL075C,MPS2,119.5,22.2168754,23.82,0.615061993,,99,22.65075477,,,
YGL076C,RPL7A,4944,178.9035076,,,,4178,172.7072815,10.995,-1.171195679,
YGL077C,HNM1,496.5,30.44768855,18.445,1.775272813,,810,43.31504356,16.12,2.638499693,
YGL078C,DBP3,880.5,41.78728206,16.63,1.355327408,,443.5,32.94291338,15.21,1.099367529,
YGL079W,,,,,,Abundance Low,,,,,Abundance Low
YGL080W,FMP37,107.5,22.22541259,22.775,-0.429938007,,148.8564103,23.61237589,15.565,-0.292983243,
YGL082W,,157,23.05107558,21.69,0.740509481,,189,25.72401616,13.04,-2.434080359,
YGL083W,SCY1,52.5,21.42914778,,,,57.5,22.57188879,,,
YGL084C,GUP1,200,23.6072113,21.015,0.981618095,,97.5,22.61378493,,,
YGL085W,,,,,,Abundance Low,,,,,Abundance Low
YGL086W,MAD1,,,,,Abundance Low,,,,,Abundance Low
YGL087C,MMS2,145.5,22.85011299,21.465,0.086747234,,122.842768,23.05755833,18.28,1.995093463,
YGL090W,LIF1,,,,,Abundance Low,,,,,Abundance Low
YGL091C,NBP35,,,,,Abundance Low,,,,,Abundance Low
YGL092W,NUP145,290.5,25.71910966,16.755,-1.676898365,,259.7034643,26.47411637,14.525,-0.305912302,
YGL093W,SPC105,,,,,Abundance Low,,,,,Abundance Low
YGL094C,PAN2,,,,,Abundance Low,,,,,Abundance Low
YGL095C,VPS45,68,21.46896883,,,,85,22.43892644,,,
YGL097W,SRM1,552,32.26382635,15.315,-1.039729425,,374,30.41364017,15.43,1.014897997,
YGL098W,USE1,85.5,21.71633328,23.195,-2.36620461,,99,22.58143085,,,
YGL099W,LSG1,435.5,29.22221125,16.27,-0.747298187,,294.5,28.19578908,15.235,0.404087698,
YGL101W,,194.5,23.74406894,19.37,-0.475215143,,132.5,24.40344613,16.235,0.062038761,
YGL105W,ARC1,2485.5,94.28130056,12.015,-1.663396748,,1793.5,82.53525783,10.04,-2.624767837,
YGL107C,RMD9,207.5,24.01306349,20.865,1.216284436,,216,26.08607345,16.015,0.719615423,
YGL108C,,,,,,Failed QC,100.6386048,22.6868465,17.22,0.567721855,
YGL110C,CUE3,97,22.07629733,22.8,-1.101597198,,93.5,23.27522122,17.155,-0.315,
YGL111W,NSA1,149.5,22.92261935,20.675,-0.599226614,,135,24.4164178,15.4,-0.81208129,
YGL112C,TAF6,125.5,22.5156821,,,,103.5,23.45275079,17.515,0.440070394,
YGL113W,SLD3,,,,,Abundance Low,,,,,Abundance Low
YGL115W,SNF4,256.5,25.02703048,22.07,3.291302842,,235,26.95374582,13.225,-1.878681982,
YGL116W,CDC20,55.5,21.46919078,,,,,,,,Abundance Low
YGL119W,ABC1,68,21.63934511,25.61,-0.650579877,,84,23.07607663,17.17,-0.730150148,
YGL120C,PRP43,595.5,33.44525506,15.475,-0.654370035,,303.5,28.44801739,15.28,0.521405058,
YGL122C,NAB2,1009,64.65732361,,,,689,41.11726095,12.49,-1.060579103,
YGL124C,MON1,,,,,Abundance Low,,,,,Abundance Low
YGL125W,MET13,,,,,Abundance Low,,,,,Abundance Low
YGL126W,SCS3,167,23.23093886,22.32,1.77591315,,99.5,23.71072126,16.785,-0.239409784,
YGL127C,SOH1,106.5,22.20943451,21.475,-1.759126091,,145.5026528,23.55709046,15.27,-0.519748711,
YGL128C,CWC23,,,,,Abundance Low,,,,,Abundance Low
YGL129C,RSM23,196,23.5326634,20.795,0.584785442,,153.5,23.68493455,18.03,0.795179705,
YGL130W,CEG1,81,21.82535798,26.27,0.70879539,,118,24.12845809,,,
YGL131C,SNT2,,,,,Abundance Low,,,,,Failed QC/Abundance Low
YGL133W,ITC1,70.5,21.67423248,26.125,-0.19375,,,,,,Abundance Low
YGL134W,PCL10,,,,,Abundance Low,,,,,Abundance Low
YGL135W,RPL1B,8127,287.1413651,10.435,-2.191970327,,6744.5,272.2270861,,,
