Protein	Gene	ProteinName	EntrezID	ProteinCopy	Comparison	log2FC	pvalue	adj.pvalue	imputed	iLog2FC	iPvalue	SIT4	IRA2	POP1	RAS22	SAP155	SSY5	WT	RAS21	CMA	Species
YDL115C	YDL115C	NA	NA	YDL115C	POP1-WT	-0.356131637532428	0.601228064827896	0.74800109916307	no	-0.356131637532428	0.74800109916307	2	2	2	2	2	3	2	2	WT	yeast
YDL115C	YDL115C	NA	NA	YDL115C	SAP155-WT	-0.181364258850246	0.788909492871264	0.85969082248415	no	-0.181364258850246	0.85969082248415	2	2	2	2	2	3	2	2	WT	yeast
YDL115C	YDL115C	NA	NA	YDL115C	RAS21-WT	-0.0819804411822446	0.90351755374401	0.950433875630215	no	-0.0819804411822446	0.950433875630215	2	2	2	2	2	3	2	2	WT	yeast
YDL115C	YDL115C	NA	NA	YDL115C	SIT4-WT	0.472018865097762	0.491051264944652	0.677608998438502	no	0.472018865097762	0.677608998438502	2	2	2	2	2	3	2	2	SIT4	yeast
YDL115C	YDL115C	NA	NA	YDL115C	SSY5-WT	-0.114497194208892	0.852952837848784	0.914113474998096	no	-0.114497194208892	0.914113474998096	2	2	2	2	2	3	2	2	WT	yeast
YDL115C	YDL115C	NA	NA	YDL115C	IRA2-WT	0.369519077354118	0.587848880446461	0.747057952234044	no	0.369519077354118	0.747057952234044	2	2	2	2	2	3	2	2	IRA2	yeast
YDL116W	YDL116W	NA	NA	YDL116W	POP1-WT	-0.334788194404233	0.48848876479499	0.656332554319363	no	-0.334788194404233	0.656332554319363	3	3	2	3	1	2	2	0	WT	yeast
YDL116W	YDL116W	NA	NA	YDL116W	RAS22-WT	0.693204003866507	0.135808513937245	0.270004100155521	no	0.693204003866507	0.270004100155521	3	3	2	3	1	2	2	0	RAS22	yeast
YDL116W	YDL116W	NA	NA	YDL116W	SIT4-WT	0.0027627001536677	0.994933226172135	0.998638037489366	no	0.0027627001536677	0.998638037489366	3	3	2	3	1	2	2	0	SIT4	yeast
YDL116W	YDL116W	NA	NA	YDL116W	SAP155-WT	-0.347725237160008	0.555369839826148	0.670829036911445	no	-0.347725237160008	0.670829036911445	3	3	2	3	1	2	2	0	WT	yeast
YDL116W	YDL116W	NA	NA	YDL116W	SSY5-WT	0.268063353387619	0.577248685784593	0.720766743230787	no	0.268063353387619	0.720766743230787	3	3	2	3	1	2	2	0	SSY5	yeast
YDL116W	YDL116W	NA	NA	YDL116W	IRA2-WT	-0.22212338859458	0.612321172257836	0.762277377708734	no	-0.22212338859458	0.762277377708734	3	3	2	3	1	2	2	0	WT	yeast
YDL116W	YDL116W	NA	NA	YDL116W	RAS21-WT	-Inf	NA	0	yes	-7.71000122464004	0.0401364	3	3	2	3	1	2	2	0	WT	yeast
YDL120W	YDL120W	NA	NA	YDL120W	SSY5-WT	-0.79672644643981	0.252097527134464	0.428848430509972	no	-0.79672644643981	0.428848430509972	3	3	3	3	3	3	2	3	WT	yeast
YDL120W	YDL120W	NA	NA	YDL120W	SIT4-WT	0.464370225963028	0.498127497334321	0.682303753494596	no	0.464370225963028	0.682303753494596	3	3	3	3	3	3	2	3	SIT4	yeast
YDL120W	YDL120W	NA	NA	YDL120W	RAS21-WT	-0.0934235637611585	0.890774996246744	0.944139742830752	no	-0.0934235637611585	0.944139742830752	3	3	3	3	3	3	2	3	WT	yeast
YDL120W	YDL120W	NA	NA	YDL120W	POP1-WT	-0.106225102242802	0.875933791034461	0.936563773990844	no	-0.106225102242802	0.936563773990844	3	3	3	3	3	3	2	3	WT	yeast
YDL120W	YDL120W	NA	NA	YDL120W	RAS22-WT	-0.942859790770026	0.179041061849423	0.328154822119636	no	-0.942859790770026	0.328154822119636	3	3	3	3	3	3	2	3	WT	yeast
YDL120W	YDL120W	NA	NA	YDL120W	SAP155-WT	0.0284141326871854	0.966675448370512	0.979234936593264	no	0.0284141326871854	0.979234936593264	3	3	3	3	3	3	2	3	SAP155	yeast
YDL120W	YDL120W	NA	NA	YDL120W	IRA2-WT	-1.52508355211151	0.037642286017384	0.126685762596437	no	-1.52508355211151	0.126685762596437	3	3	3	3	3	3	2	3	WT	yeast
YDL121C	YDL121C	NA	NA	YDL121C	SSY5-WT	1.93287761913054	0.0044483723401334	0.0241898417450391	no	1.93287761913054	0.0241898417450391	3	3	2	2	3	3	2	3	SSY5	yeast
YDL121C	YDL121C	NA	NA	YDL121C	IRA2-WT	0.247825247876506	0.667019309810717	0.801769936941123	no	0.247825247876506	0.801769936941123	3	3	2	2	3	3	2	3	IRA2	yeast
YDL121C	YDL121C	NA	NA	YDL121C	POP1-WT	0.720298811384203	0.263794138266159	0.444181463688515	no	0.720298811384203	0.444181463688515	3	3	2	2	3	3	2	3	POP1	yeast
YDL121C	YDL121C	NA	NA	YDL121C	SAP155-WT	-0.122441878486819	0.831202973990022	0.887767383178914	no	-0.122441878486819	0.887767383178914	3	3	2	2	3	3	2	3	WT	yeast
YDL121C	YDL121C	NA	NA	YDL121C	RAS22-WT	0.016432064145432	0.979147809601111	0.988744740950315	no	0.016432064145432	0.988744740950315	3	3	2	2	3	3	2	3	RAS22	yeast
YDL121C	YDL121C	NA	NA	YDL121C	RAS21-WT	0.882704204259365	0.140910051939881	0.312347053118852	no	0.882704204259365	0.312347053118852	3	3	2	2	3	3	2	3	RAS21	yeast
YDL121C	YDL121C	NA	NA	YDL121C	SIT4-WT	1.36996721726794	0.030136173325823	0.102243364943754	no	1.36996721726794	0.102243364943754	3	3	2	2	3	3	2	3	SIT4	yeast
YDL122W	YDL122W	NA	NA	YDL122W	SIT4-WT	0.437978471911166	0.0702920135909948	0.185516625300623	no	0.437978471911166	0.185516625300623	3	3	3	3	3	3	3	3	SIT4	yeast
YDL122W	YDL122W	NA	NA	YDL122W	SAP155-WT	-0.37770798659804	0.113857169869039	0.199559666115639	no	-0.37770798659804	0.199559666115639	3	3	3	3	3	3	3	3	WT	yeast
YDL122W	YDL122W	NA	NA	YDL122W	RAS21-WT	-0.121608947126146	0.597646918625	0.757140106107636	no	-0.121608947126146	0.757140106107636	3	3	3	3	3	3	3	3	WT	yeast
YDL122W	YDL122W	NA	NA	YDL122W	IRA2-WT	-0.257875153860832	0.270298570070073	0.466427518367028	no	-0.257875153860832	0.466427518367028	3	3	3	3	3	3	3	3	WT	yeast
YDL122W	YDL122W	NA	NA	YDL122W	POP1-WT	-0.605618100106028	0.0163726455250777	0.0652135732671863	no	-0.605618100106028	0.0652135732671863	3	3	3	3	3	3	3	3	WT	yeast
YDL122W	YDL122W	NA	NA	YDL122W	RAS22-WT	-0.126224492966469	0.583945274663646	0.719826502052241	no	-0.126224492966469	0.719826502052241	3	3	3	3	3	3	3	3	WT	yeast
YDL122W	YDL122W	NA	NA	YDL122W	SSY5-WT	-0.318519102757494	0.177556680194571	0.345695377352301	no	-0.318519102757494	0.345695377352301	3	3	3	3	3	3	3	3	WT	yeast
YDL123W	YDL123W	NA	NA	YDL123W	RAS22-WT	1.17587253629865	0.189079688314199	0.339856189947712	no	1.17587253629865	0.339856189947712	1	0	2	1	0	0	2	0	RAS22	yeast
YDL123W	YDL123W	NA	NA	YDL123W	SAP155-WT	-Inf	NA	0	yes	-10.7332844480996	0.0372935	1	0	2	1	0	0	2	0	WT	yeast
YDL123W	YDL123W	NA	NA	YDL123W	POP1-WT	0.851776741649652	0.2242125998305	0.398297668413181	no	0.851776741649652	0.398297668413181	1	0	2	1	0	0	2	0	POP1	yeast
YDL123W	YDL123W	NA	NA	YDL123W	IRA2-WT	-Inf	NA	0	yes	-8.60334111476627	0.0289215	1	0	2	1	0	0	2	0	WT	yeast
YDL123W	YDL123W	NA	NA	YDL123W	SSY5-WT	-Inf	NA	0	yes	-7.56086778143294	0.0486135	1	0	2	1	0	0	2	0	WT	yeast
YDL123W	YDL123W	NA	NA	YDL123W	SIT4-WT	0.00343961901154821	0.995946290757589	0.998638037489366	no	0.00343961901154821	0.998638037489366	1	0	2	1	0	0	2	0	SIT4	yeast
YDL123W	YDL123W	NA	NA	YDL123W	RAS21-WT	-Inf	NA	0	yes	-8.19961111476627	0.0247714	1	0	2	1	0	0	2	0	WT	yeast
YDL124W	YDL124W	NA	NA	YDL124W	SIT4-WT	0.497182775750279	0.00259374577683236	0.016797899706817	no	0.497182775750279	0.016797899706817	3	3	3	3	3	3	3	3	SIT4	yeast
YDL124W	YDL124W	NA	NA	YDL124W	IRA2-WT	-1.33764668984136	4.92823324371727e-08	5.01037046444589e-06	no	-1.33764668984136	5.01037046444589e-06	3	3	3	3	3	3	3	3	WT	yeast
YDL124W	YDL124W	NA	NA	YDL124W	RAS22-WT	1.31140439221515	6.46754054756116e-08	4.63999837569316e-06	no	1.31140439221515	4.63999837569316e-06	3	3	3	3	3	3	3	3	RAS22	yeast
YDL124W	YDL124W	NA	NA	YDL124W	SAP155-WT	0.69001537331377	0.000146231953008114	0.00105191259053753	no	0.69001537331377	0.00105191259053753	3	3	3	3	3	3	3	3	SAP155	yeast
YDL124W	YDL124W	NA	NA	YDL124W	SSY5-WT	-0.9933362998498	2.43478463346491e-06	8.70791379745534e-05	no	-0.9933362998498	8.70791379745534e-05	3	3	3	3	3	3	3	3	WT	yeast
YDL124W	YDL124W	NA	NA	YDL124W	POP1-WT	0.0120320147593305	0.932354786934377	0.967591063269178	no	0.0120320147593305	0.967591063269178	3	3	3	3	3	3	3	3	POP1	yeast
YDL124W	YDL124W	NA	NA	YDL124W	RAS21-WT	0.127969803074227	0.372705209362084	0.57276883428682	no	0.127969803074227	0.57276883428682	3	3	3	3	3	3	3	3	RAS21	yeast
YDL125C	YDL125C	NA	NA	YDL125C	POP1-WT	0.406903339317836	0.0299526052363301	0.100258585764136	no	0.406903339317836	0.100258585764136	3	3	3	3	3	3	3	3	POP1	yeast
YDL125C	YDL125C	NA	NA	YDL125C	IRA2-WT	-0.112393542929282	0.519867168396174	0.691267515469571	no	-0.112393542929282	0.691267515469571	3	3	3	3	3	3	3	3	WT	yeast
YDL125C	YDL125C	NA	NA	YDL125C	RAS22-WT	-0.00759121217107391	0.965099583802857	0.98115679330285	no	-0.00759121217107391	0.98115679330285	3	3	3	3	3	3	3	3	WT	yeast
YDL125C	YDL125C	NA	NA	YDL125C	SIT4-WT	0.22768005400928	0.20119540407049	0.379276669728325	no	0.22768005400928	0.379276669728325	3	3	3	3	3	3	3	3	SIT4	yeast
YDL125C	YDL125C	NA	NA	YDL125C	SSY5-WT	0.338807703180702	0.0647256693630107	0.170596906789942	no	0.338807703180702	0.170596906789942	3	3	3	3	3	3	3	3	SSY5	yeast
YDL125C	YDL125C	NA	NA	YDL125C	RAS21-WT	0.336874303745686	0.0661106888502703	0.188721050136961	no	0.336874303745686	0.188721050136961	3	3	3	3	3	3	3	3	RAS21	yeast
YDL125C	YDL125C	NA	NA	YDL125C	SAP155-WT	0.137502709060657	0.43259077371152	0.559506344846093	no	0.137502709060657	0.559506344846093	3	3	3	3	3	3	3	3	SAP155	yeast
YDL126C	YDL126C	NA	NA	YDL126C	IRA2-WT	-0.345051644728844	0.00144477526603293	0.0119500055902384	no	-0.345051644728844	0.0119500055902384	3	3	3	3	3	3	3	3	WT	yeast
YDL126C	YDL126C	NA	NA	YDL126C	POP1-WT	-0.429342982366112	0.000205192455277725	0.00332459734283563	no	-0.429342982366112	0.00332459734283563	3	3	3	3	3	3	3	3	WT	yeast
YDL126C	YDL126C	NA	NA	YDL126C	SIT4-WT	0.370920694029748	0.000788632471253159	0.00664745824491988	no	0.370920694029748	0.00664745824491988	3	3	3	3	3	3	3	3	SIT4	yeast
YDL126C	YDL126C	NA	NA	YDL126C	RAS21-WT	-0.208324615397269	0.0339826875121867	0.121428891935438	no	-0.208324615397269	0.121428891935438	3	3	3	3	3	3	3	3	WT	yeast
YDL126C	YDL126C	NA	NA	YDL126C	RAS22-WT	-0.00224784296443992	0.980350574214492	0.988744740950315	no	-0.00224784296443992	0.988744740950315	3	3	3	3	3	3	3	3	WT	yeast
YDL126C	YDL126C	NA	NA	YDL126C	SAP155-WT	-0.326526194367222	0.00223266953296686	0.00870381009867886	no	-0.326526194367222	0.00870381009867886	3	3	3	3	3	3	3	3	WT	yeast
YDL126C	YDL126C	NA	NA	YDL126C	SSY5-WT	-0.375351330311703	0.000711263982469568	0.00610794803827642	no	-0.375351330311703	0.00610794803827642	3	3	3	3	3	3	3	3	WT	yeast
YDL128W	YDL128W	NA	NA	YDL128W	POP1-WT	-0.602753253580488	0.259367135975648	0.439704203934177	no	-0.602753253580488	0.439704203934177	1	2	2	2	0	3	3	0	WT	yeast
YDL128W	YDL128W	NA	NA	YDL128W	IRA2-WT	-0.0989106989055155	0.846110796522278	0.918929253690632	no	-0.0989106989055155	0.918929253690632	1	2	2	2	0	3	3	0	WT	yeast
YDL128W	YDL128W	NA	NA	YDL128W	RAS22-WT	-1.12082727198634	0.0564493054330277	0.144636944839115	no	-1.12082727198634	0.144636944839115	1	2	2	2	0	3	3	0	WT	yeast
YDL128W	YDL128W	NA	NA	YDL128W	SIT4-WT	-0.902659781108657	0.189515006191983	0.364231386472871	no	-0.902659781108657	0.364231386472871	1	2	2	2	0	3	3	0	WT	yeast
YDL128W	YDL128W	NA	NA	YDL128W	RAS21-WT	-Inf	NA	0	yes	-12.245974467827	0.0437535	1	2	2	2	0	3	3	0	WT	yeast
YDL128W	YDL128W	NA	NA	YDL128W	SSY5-WT	-0.0436540149763815	0.923622153391736	0.951056474779609	no	-0.0436540149763815	0.951056474779609	1	2	2	2	0	3	3	0	WT	yeast
YDL128W	YDL128W	NA	NA	YDL128W	SAP155-WT	-Inf	NA	0	yes	-14.7796478011603	0.0430013	1	2	2	2	0	3	3	0	WT	yeast
YDL130W	YDL130W	NA	NA	YDL130W	RAS21-WT	-1.88261354466348	0.000300996329220649	0.00517878615754979	no	-1.88261354466348	0.00517878615754979	3	3	3	3	3	3	3	3	WT	yeast
YDL130W	YDL130W	NA	NA	YDL130W	POP1-WT	-2.36860573505791	2.83388333861545e-05	0.000804722163260122	no	-2.36860573505791	0.000804722163260122	3	3	3	3	3	3	3	3	WT	yeast
YDL130W	YDL130W	NA	NA	YDL130W	SIT4-WT	-1.70739799452643	0.000731339265606756	0.00626827746792326	no	-1.70739799452643	0.00626827746792326	3	3	3	3	3	3	3	3	WT	yeast
YDL130W	YDL130W	NA	NA	YDL130W	IRA2-WT	-2.14331830664639	8.29904340009513e-05	0.00139652868249877	no	-2.14331830664639	0.00139652868249877	3	3	3	3	3	3	3	3	WT	yeast
YDL130W	YDL130W	NA	NA	YDL130W	SAP155-WT	-1.89773909057833	0.000278993604551525	0.00164872259706855	no	-1.89773909057833	0.00164872259706855	3	3	3	3	3	3	3	3	WT	yeast
YDL130W	YDL130W	NA	NA	YDL130W	SSY5-WT	-1.29420966649441	0.00611214070239963	0.0305118063863789	no	-1.29420966649441	0.0305118063863789	3	3	3	3	3	3	3	3	WT	yeast
YDL130W	YDL130W	NA	NA	YDL130W	RAS22-WT	-2.25021166691607	4.96049280336308e-05	0.000728409206388579	no	-2.25021166691607	0.000728409206388579	3	3	3	3	3	3	3	3	WT	yeast
YDL130W-A	YDL130W-A	NA	NA	YDL130W-A	SSY5-WT	0.482188800966722	0.592589765894048	0.735506740761583	no	0.482188800966722	0.735506740761583	3	3	3	3	3	3	3	3	SSY5	yeast
YDL130W-A	YDL130W-A	NA	NA	YDL130W-A	IRA2-WT	-0.155502529944525	0.862436393794998	0.927367934713135	no	-0.155502529944525	0.927367934713135	3	3	3	3	3	3	3	3	WT	yeast
YDL130W-A	YDL130W-A	NA	NA	YDL130W-A	RAS21-WT	-0.973033407677774	0.286836294277653	0.485057802123513	no	-0.973033407677774	0.485057802123513	3	3	3	3	3	3	3	3	WT	yeast
YDL130W-A	YDL130W-A	NA	NA	YDL130W-A	SAP155-WT	1.36748485841559	0.141055686044607	0.236429676262008	no	1.36748485841559	0.236429676262008	3	3	3	3	3	3	3	3	SAP155	yeast
YDL130W-A	YDL130W-A	NA	NA	YDL130W-A	POP1-WT	-1.18914498106737	0.196893976692832	0.368731415689061	no	-1.18914498106737	0.368731415689061	3	3	3	3	3	3	3	3	WT	yeast
YDL130W-A	YDL130W-A	NA	NA	YDL130W-A	SIT4-WT	1.90257343182442	0.0467937966093941	0.139153042361961	no	1.90257343182442	0.139153042361961	3	3	3	3	3	3	3	3	SIT4	yeast
YDL130W-A	YDL130W-A	NA	NA	YDL130W-A	RAS22-WT	1.5404064573634	0.100283202743445	0.218018287522763	no	1.5404064573634	0.218018287522763	3	3	3	3	3	3	3	3	RAS22	yeast
YDL131W	YDL131W	NA	NA	YDL131W	POP1-WT	0.276143955240672	0.342548470105853	0.521050792142665	no	0.276143955240672	0.521050792142665	3	3	3	3	3	3	3	3	POP1	yeast
YDL131W	YDL131W	NA	NA	YDL131W	SSY5-WT	0.61306638329704	0.0452638857159138	0.134019761265624	no	0.61306638329704	0.134019761265624	3	3	3	3	3	3	3	3	SSY5	yeast
YDL131W	YDL131W	NA	NA	YDL131W	IRA2-WT	0.317138467836013	0.277847642474232	0.472767257766475	no	0.317138467836013	0.472767257766475	3	3	3	3	3	3	3	3	IRA2	yeast
YDL131W	YDL131W	NA	NA	YDL131W	RAS21-WT	0.130482700348962	0.650158595341939	0.798239683039566	no	0.130482700348962	0.798239683039566	3	3	3	3	3	3	3	3	RAS21	yeast
YDL131W	YDL131W	NA	NA	YDL131W	RAS22-WT	-1.18685522369003	0.000672641273876451	0.00519692996524236	no	-1.18685522369003	0.00519692996524236	3	3	3	3	3	3	3	3	WT	yeast
YDL131W	YDL131W	NA	NA	YDL131W	SIT4-WT	0.39744577105499	0.178306540058827	0.35000913418955	no	0.39744577105499	0.35000913418955	3	3	3	3	3	3	3	3	SIT4	yeast
YDL131W	YDL131W	NA	NA	YDL131W	SAP155-WT	-0.824664940198029	0.00999185540964098	0.0280522632930072	no	-0.824664940198029	0.0280522632930072	3	3	3	3	3	3	3	3	WT	yeast
YDL132W	YDL132W	NA	NA	YDL132W	POP1-WT	-0.856690446844113	0.445666480665808	0.616447462411494	no	-0.856690446844113	0.616447462411494	3	1	1	1	0	1	3	1	WT	yeast
YDL132W	YDL132W	NA	NA	YDL132W	RAS21-WT	0.338128780273933	0.755482455305905	0.86656252407691	no	0.338128780273933	0.86656252407691	3	1	1	1	0	1	3	1	RAS21	yeast
YDL132W	YDL132W	NA	NA	YDL132W	IRA2-WT	-0.481368200965789	0.659673308818104	0.798018281366472	no	-0.481368200965789	0.798018281366472	3	1	1	1	0	1	3	1	WT	yeast
YDL132W	YDL132W	NA	NA	YDL132W	SSY5-WT	-1.12384425884264	0.32977772895398	0.512519171277348	no	-1.12384425884264	0.512519171277348	3	1	1	1	0	1	3	1	WT	yeast
YDL132W	YDL132W	NA	NA	YDL132W	RAS22-WT	-0.325992775451434	0.763885849113604	0.854395263752454	no	-0.325992775451434	0.854395263752454	3	1	1	1	0	1	3	1	WT	yeast
YDL132W	YDL132W	NA	NA	YDL132W	SAP155-WT	-Inf	NA	0	yes	-13.4283351599087	0.0296473	3	1	1	1	0	1	3	1	WT	yeast
YDL132W	YDL132W	NA	NA	YDL132W	SIT4-WT	0.167299587867534	0.826921414972185	0.909114189485688	no	0.167299587867534	0.909114189485688	3	1	1	1	0	1	3	1	SIT4	yeast
YDL134C	YDL134C	NA	NA	YDL134C	POP1-WT	-1.24754705869263	0.00538693123873069	0.0303793605231819	no	-1.24754705869263	0.0303793605231819	3	0	2	2	3	1	3	2	WT	yeast
YDL134C	YDL134C	NA	NA	YDL134C	SIT4-WT	-0.954305468146262	0.0124287907662111	0.0538602668968282	no	-0.954305468146262	0.0538602668968282	3	0	2	2	3	1	3	2	WT	yeast
YDL134C	YDL134C	NA	NA	YDL134C	SAP155-WT	-1.35074361503975	0.00169978887951494	0.00703491390717057	no	-1.35074361503975	0.00703491390717057	3	0	2	2	3	1	3	2	WT	yeast
YDL134C	YDL134C	NA	NA	YDL134C	IRA2-WT	-Inf	NA	0	yes	-13.7568195164253	0.0225737	3	0	2	2	3	1	3	2	WT	yeast
YDL134C	YDL134C	NA	NA	YDL134C	RAS21-WT	-0.738108820022515	0.0595905908617085	0.177570064347108	no	-0.738108820022515	0.177570064347108	3	0	2	2	3	1	3	2	WT	yeast
YDL134C	YDL134C	NA	NA	YDL134C	SSY5-WT	-1.33969278286542	0.0128954172673876	0.0532015892552058	no	-1.33969278286542	0.0532015892552058	3	0	2	2	3	1	3	2	WT	yeast
YDL134C	YDL134C	NA	NA	YDL134C	RAS22-WT	-0.824798186881807	0.0394015821549472	0.112301217697017	no	-0.824798186881807	0.112301217697017	3	0	2	2	3	1	3	2	WT	yeast
YDL135C	YDL135C	NA	NA	YDL135C	RAS21-WT	-0.44399112753983	0.127386684368922	0.292273169580056	no	-0.44399112753983	0.292273169580056	3	3	3	3	3	3	3	3	WT	yeast
YDL135C	YDL135C	NA	NA	YDL135C	SIT4-WT	-0.353424408380815	0.218794959064569	0.40241537442683	no	-0.353424408380815	0.40241537442683	3	3	3	3	3	3	3	3	WT	yeast
YDL135C	YDL135C	NA	NA	YDL135C	IRA2-WT	-0.683231221994697	0.0249210756443556	0.0941291402046869	no	-0.683231221994697	0.0941291402046869	3	3	3	3	3	3	3	3	WT	yeast
YDL135C	YDL135C	NA	NA	YDL135C	SSY5-WT	-0.407972152782031	0.158941746393007	0.31941916183329	no	-0.407972152782031	0.31941916183329	3	3	3	3	3	3	3	3	WT	yeast
YDL135C	YDL135C	NA	NA	YDL135C	SAP155-WT	-1.25668758894983	0.000326964499067772	0.0018638518732236	no	-1.25668758894983	0.0018638518732236	3	3	3	3	3	3	3	3	WT	yeast
YDL135C	YDL135C	NA	NA	YDL135C	POP1-WT	-0.471716733683133	0.106883339049125	0.243201156647003	no	-0.471716733683133	0.243201156647003	3	3	3	3	3	3	3	3	WT	yeast
YDL135C	YDL135C	NA	NA	YDL135C	RAS22-WT	-0.791737636035651	0.0111704580632965	0.0435543791877913	no	-0.791737636035651	0.0435543791877913	3	3	3	3	3	3	3	3	WT	yeast
YDL137W	YDL137W	NA	NA	YDL137W	RAS21-WT	0.11740022716736	0.852733089097109	0.92429317745624	no	0.11740022716736	0.92429317745624	3	3	3	3	3	3	3	3	RAS21	yeast
YDL137W	YDL137W	NA	NA	YDL137W	POP1-WT	-1.01727961998425	0.121623654250716	0.262567732744384	no	-1.01727961998425	0.262567732744384	3	3	3	3	3	3	3	3	WT	yeast
YDL137W	YDL137W	NA	NA	YDL137W	SAP155-WT	0.0599153105416346	0.924492473696144	0.953691126301143	no	0.0599153105416346	0.953691126301143	3	3	3	3	3	3	3	3	SAP155	yeast
YDL137W	YDL137W	NA	NA	YDL137W	RAS22-WT	-0.395597042416833	0.533953198820001	0.684758162531676	no	-0.395597042416833	0.684758162531676	3	3	3	3	3	3	3	3	WT	yeast
YDL137W	YDL137W	NA	NA	YDL137W	SIT4-WT	0.796894265145007	0.218594227001043	0.402331118016803	no	0.796894265145007	0.402331118016803	3	3	3	3	3	3	3	3	SIT4	yeast
YDL137W	YDL137W	NA	NA	YDL137W	IRA2-WT	-1.38384821290271	0.0409110288256529	0.133631740742427	no	-1.38384821290271	0.133631740742427	3	3	3	3	3	3	3	3	WT	yeast
YDL137W	YDL137W	NA	NA	YDL137W	SSY5-WT	-0.457736016634808	0.472641177794419	0.632892907604544	no	-0.457736016634808	0.632892907604544	3	3	3	3	3	3	3	3	WT	yeast
YDL140C	YDL140C	NA	NA	YDL140C	SSY5-WT	-0.636510925709689	0.0059087170918275	0.0296920887626038	no	-0.636510925709689	0.0296920887626038	3	3	3	3	3	3	3	3	WT	yeast
YDL140C	YDL140C	NA	NA	YDL140C	POP1-WT	-1.38565477485675	3.53166142952333e-06	0.000200615941714429	no	-1.38565477485675	0.000200615941714429	3	3	3	3	3	3	3	3	WT	yeast
YDL140C	YDL140C	NA	NA	YDL140C	IRA2-WT	-0.636040545052327	0.00593787650660516	0.0327142877715994	no	-0.636040545052327	0.0327142877715994	3	3	3	3	3	3	3	3	WT	yeast
YDL140C	YDL140C	NA	NA	YDL140C	SAP155-WT	-1.34511820314082	5.06013065182387e-06	9.20328652431228e-05	no	-1.34511820314082	9.20328652431228e-05	3	3	3	3	3	3	3	3	WT	yeast
YDL140C	YDL140C	NA	NA	YDL140C	RAS22-WT	-0.742169527413862	0.00194569586373627	0.0118872075762574	no	-0.742169527413862	0.0118872075762574	3	3	3	3	3	3	3	3	WT	yeast
YDL140C	YDL140C	NA	NA	YDL140C	RAS21-WT	-0.482898611716903	0.0285243093124286	0.107425884546957	no	-0.482898611716903	0.107425884546957	3	3	3	3	3	3	3	3	WT	yeast
YDL140C	YDL140C	NA	NA	YDL140C	SIT4-WT	-0.393861183717623	0.0672579994159048	0.179331647313249	no	-0.393861183717623	0.179331647313249	3	3	3	3	3	3	3	3	WT	yeast
YDL141W	YDL141W	NA	NA	YDL141W	SIT4-WT	-Inf	NA	0	yes	-8.24549831916544	0.012903	0	1	2	1	1	0	2	1	WT	yeast
YDL141W	YDL141W	NA	NA	YDL141W	POP1-WT	-0.0801280560130043	0.773982089564971	0.873363637363014	no	-0.0801280560130043	0.873363637363014	0	1	2	1	1	0	2	1	WT	yeast
YDL141W	YDL141W	NA	NA	YDL141W	IRA2-WT	-0.184013364711493	0.601060774319824	0.754806119063494	no	-0.184013364711493	0.754806119063494	0	1	2	1	1	0	2	1	WT	yeast
YDL141W	YDL141W	NA	NA	YDL141W	RAS21-WT	-0.303333757602147	0.417213177600069	0.610745630612689	no	-0.303333757602147	0.610745630612689	0	1	2	1	1	0	2	1	WT	yeast
YDL141W	YDL141W	NA	NA	YDL141W	SSY5-WT	-Inf	NA	0	yes	-8.94505498583211	0.0209955	0	1	2	1	1	0	2	1	WT	yeast
YDL141W	YDL141W	NA	NA	YDL141W	SAP155-WT	-0.0299358311989053	0.929399946536088	0.956711955186425	no	-0.0299358311989053	0.956711955186425	0	1	2	1	1	0	2	1	WT	yeast
YDL141W	YDL141W	NA	NA	YDL141W	RAS22-WT	-0.185564734528395	0.598238400842101	0.730986191977867	no	-0.185564734528395	0.730986191977867	0	1	2	1	1	0	2	1	WT	yeast
YDL143W	YDL143W	NA	NA	YDL143W	SSY5-WT	-0.48682211111558	0.00146731774732078	0.0104640717066077	no	-0.48682211111558	0.0104640717066077	3	3	3	3	3	3	3	3	WT	yeast
YDL143W	YDL143W	NA	NA	YDL143W	RAS21-WT	-0.323315369462505	0.0215964298269604	0.0905679995414434	no	-0.323315369462505	0.0905679995414434	3	3	3	3	3	3	3	3	WT	yeast
YDL143W	YDL143W	NA	NA	YDL143W	RAS22-WT	-0.649920585350503	0.000103438081915597	0.00126083992082555	no	-0.649920585350503	0.00126083992082555	3	3	3	3	3	3	3	3	WT	yeast
YDL143W	YDL143W	NA	NA	YDL143W	POP1-WT	-0.655393802256547	9.48933719628897e-05	0.0019556300887927	no	-0.655393802256547	0.0019556300887927	3	3	3	3	3	3	3	3	WT	yeast
YDL143W	YDL143W	NA	NA	YDL143W	IRA2-WT	0.0198931608063238	0.877500005530782	0.936142954873054	no	0.0198931608063238	0.936142954873054	3	3	3	3	3	3	3	3	IRA2	yeast
YDL143W	YDL143W	NA	NA	YDL143W	SAP155-WT	-1.10724883106042	1.78797350036675e-07	7.45091715583866e-06	no	-1.10724883106042	7.45091715583866e-06	3	3	3	3	3	3	3	3	WT	yeast
YDL143W	YDL143W	NA	NA	YDL143W	SIT4-WT	-0.465238704009665	0.00210042933001375	0.0139153443113411	no	-0.465238704009665	0.0139153443113411	3	3	3	3	3	3	3	3	WT	yeast
