Protein	Gene	ProteinName	EntrezID	ProteinCopy	IRA2.WT_log2FC	IRA2.WT_adj.pvalue	RAS21.WT_log2FC	RAS21.WT_adj.pvalue	RAS22.WT_log2FC	RAS22.WT_adj.pvalue	POP1.WT_log2FC	POP1.WT_adj.pvalue	SIT4.WT_log2FC	SIT4.WT_adj.pvalue	SAP155.WT_log2FC	SAP155.WT_adj.pvalue	SSY5.WT_log2FC	SSY5.WT_adj.pvalue	NumBR_SIT4	NumBR_IRA2	NumBR_POP1	NumBR_RAS22	NumBR_SAP155	NumBR_SSY5	NumBR_WT	NumBR_RAS21
YGR279C	YGR279C	NA	NA	YGR279C	-0.479525747564525	0.317458238694963	-0.487468409919393	0.320100616797752	-0.0148784394332951	0.980523275017576	-0.416699460423536	0.383698840834759	-0.334004781801656	0.509859277346989	-0.504888363138032	0.224768870963946	-0.240931476131787	0.62081890651244	3	3	3	3	3	3	3	3
YGR280C	YGR280C	NA	NA	YGR280C	-0.171938404180356	0.858235750161757	-0.851279519581019	0.296548915188315	-0.585548582264547	0.459617506877292	-1.01216810965822	0.247262441878679	-0.441957042822069	0.615524514082634	-1.04292257814404	0.133448034197187	-0.214495723900311	0.809087184625241	3	3	2	3	3	3	3	3
YGR281W	YGR281W	NA	NA	YGR281W	-0.323487807142844	0.731579463047467	0.120126871762014	0.876213741988573	-Inf	0	0.276781533936142	0.70400630111173	0.0224050562737437	0.981707833549642	-0.468175064334869	0.439408940526477	1.44917107824632	0.0329543691031051	2	1	2	0	2	3	2	3
YGR282C	YGR282C	NA	NA	YGR282C	-0.710374053774236	0.00250917615850539	0.536313707105397	0.0194547590247567	0.424310759233154	0.0419399087209599	0.30875554179954	0.144295315763767	0.512741889452014	0.0187594719428486	-0.141397797293146	0.474571610374169	-0.44363921320419	0.037736670582039	3	3	3	3	3	3	3	3
YGR283C	YGR283C	NA	NA	YGR283C	-Inf	0	-Inf	0	-Inf	0	-Inf	0	-Inf	0	-Inf	0	0.0126457407848168	0.990424822937579	0	0	0	0	0	2	1	0
YGR284C	YGR284C	NA	NA	YGR284C	-0.292218349765345	0.7743427353206	-0.218357785002537	0.859755065683746	-1.99812860940184	0.0441691714725338	-1.27421959648484	0.194926166810903	-1.4871299203979	0.0974444828689503	-2.60916312455283	0.0269884159816604	-0.384671480086337	0.676529283268037	3	3	2	2	1	3	3	2
YGR285C	YGR285C	NA	NA	YGR285C	-0.344659827082844	0.19893392633117	-0.670240420693678	0.0175929329525837	-0.426153109730251	0.0922561562550828	-0.642338700221377	0.0184104331612913	-0.27281616744949	0.310823111577664	-0.964941300255141	0.000533514452239246	-0.0425701392223297	0.88785131850948	3	3	3	3	3	3	3	3
YGR286C	YGR286C	NA	NA	YGR286C	0.18858420485271	0.842121075870495	-0.535489480248941	0.525830058411997	0.707934253558345	0.352374051035289	0.0412104374295174	0.970165310460278	-0.514930555076385	0.543851535832699	-0.419510049009418	0.609871460590896	-0.770097607349174	0.326425085382809	3	3	3	3	2	3	3	3
YHL001W	YHL001W	NA	NA	YHL001W	0.331067419983851	0.354940327834889	-0.52782613661871	0.134188308978065	-0.647810667033642	0.0531653404688558	-0.355365200248549	0.307936583952816	-0.397738763113146	0.256141561075221	-0.673259863979039	0.0317371590678037	0.228355907275515	0.529859564330021	3	3	3	3	3	3	3	3
YHL002W	YHL002W	NA	NA	YHL002W	-0.377616722535829	0.632449256950295	0.33648098121445	0.714094416723947	-0.291491282057558	0.726307246189075	0.321184789387119	0.712598369152385	-0.0127391558273064	0.99188697807157	0.0760715304573101	0.923767702144795	-0.469703728348014	0.566500894412765	2	3	2	2	3	2	2	2
YHL003C	YHL003C	NA	NA	YHL003C	-0.977570020184299	0.642412638951388	-Inf	0	-Inf	0	-Inf	0	-1.63413962966947	0.467359671125125	-Inf	0	-Inf	0	2	1	0	0	0	0	1	0
YHL004W	YHL004W	NA	NA	YHL004W	-0.691420739196455	0.488316847909708	-1.00083099296585	0.30969876733517	1.04340926407693	0.254505591929971	-0.37330612062251	0.754570656480198	0.844116152287475	0.386607124797467	-0.00370752693084653	0.997280532824409	-1.02890250701913	0.335159766387408	3	3	2	3	3	2	3	3
YHL007C	YHL007C	NA	NA	YHL007C	-0.601174699627068	0.335773685312448	-0.724503995303164	0.248447679956266	-0.279776306954864	0.666072484843699	-0.790927911922438	0.186312957493717	-0.492677284770881	0.439577249520281	-0.513595526463681	0.349506704755729	-0.342452672630754	0.589184879989449	3	3	3	3	3	3	3	3
YHL009C	YHL009C	NA	NA	YHL009C	0.641173509804249	0.536353307683742	-1.3720687974372	0.322363307144991	-0.896038341523375	0.350204075030874	-1.73064391476176	0.199046393298371	-1.39263644039399	0.304744240225864	-1.10844307335442	0.250012607953414	-1.56471258202009	0.250145990440604	1	3	1	3	2	1	2	1
YHL011C	YHL011C	NA	NA	YHL011C	0.0449956046088211	0.908016905217088	-0.103384865042764	0.782616473107988	-0.867075685021398	0.00594801844140001	-1.19377219649566	0.000899698906355643	0.0781237803243116	0.838322275849022	-0.902198827371439	0.00288476041142613	-0.0314799390072503	0.928479628912529	3	3	3	3	3	3	3	3
YHL013C	YHL013C	NA	NA	YHL013C	-1.10850347127103	0.201839183991502	-0.844048879790999	0.342027340486912	-0.90971564083655	0.119762367767521	-0.758757012898576	0.202484119403492	-0.960228297855875	0.113660510645427	-1.08531395276465	0.0742241191488921	-0.0251009602150265	0.965861306447089	3	1	3	3	2	3	3	1
YHL015W	YHL015W	NA	NA	YHL015W	0.183966953350853	0.342650556962719	-0.194860109044002	0.32220513183364	0.222456063096062	0.221243981454598	0.201266764593161	0.284308966930367	-0.0920871940066673	0.671774346950768	-0.101506215121615	0.565840369463978	0.0335239370594789	0.877311630404952	3	3	3	3	3	3	3	3
YHL020C	YHL020C	NA	NA	YHL020C	-2.20758004550843	0.00436968469695251	-2.04520303828883	0.00891287299694917	-2.57678694023361	0.0012294049713138	-1.84063054288463	0.0133409101368834	-2.07244818480889	0.0180218119511715	-2.53328911788641	0.000880062496063256	-1.6244563432646	0.0213702644921861	1	3	3	3	3	3	1	3
YHL021C	YHL021C	NA	NA	YHL021C	-1.15680518528968	0.00125649530785192	0.182748668107477	0.6068478894738	2.21078823373556	1.78187748556269e-06	1.08166939196637	0.00253619015129617	1.8002618265173	1.65737688258005e-05	1.5842732706967	4.44651209185798e-05	0.0326653880692855	0.928285728995191	3	3	3	3	3	3	3	3
YHL025W	YHL025W	NA	NA	YHL025W	NA	NA	NA	NA	NA	NA	NA	NA	Inf	0	NA	NA	NA	NA	2	0	0	0	0	0	0	0
YHL030W	YHL030W	NA	NA	YHL030W	-1.79758392930581	0.0929146246653513	-0.790062257137606	0.506506607126681	-1.65270663170039	0.213561796043147	-1.99329452189905	0.0615293932777434	-0.772257442275209	0.51713307667035	-2.36679818385104	0.0616095151287429	-0.114836172143616	0.921239421198591	2	3	3	1	1	3	2	2
YHL031C	YHL031C	NA	NA	YHL031C	0.230454963683829	0.879791272919074	-0.618596900747596	0.510324789520726	0.0182836168771335	0.986416654738668	0.478020733125447	0.602134510264857	0.236381389573907	0.828412999387123	-0.269731025949201	0.829522709543267	0.292340586141312	0.834611486963086	3	1	3	3	1	1	3	3
YHL033C	YHL033C	NA	NA	YHL033C	0.233573022409577	0.665560993386685	0.189745421908765	0.736962415907803	-0.144326406500299	0.782681099912734	-0.346128946811086	0.488254196994984	-0.380551166527846	0.456371338707082	-0.32374457941988	0.462881659908973	0.270448729949787	0.590445447887429	3	3	3	3	3	3	3	3
YHL034C	YHL034C	NA	NA	YHL034C	-0.713124686671397	0.115148764774246	-1.13059431209213	0.0184862200255527	-0.385970093700609	0.386026775208427	-0.471384050681521	0.29478852884579	-0.941572089287199	0.0354820969298749	-0.682914243382854	0.0868914972019961	-0.0350345298751524	0.944276473487163	3	3	3	3	3	3	3	3
YHL039W	YHL039W	NA	NA	YHL039W	0.407849897881759	0.592101997547384	-0.32314247886508	0.721360496169809	-0.672890858477495	0.509655248462686	-0.518764873449172	0.522775658869465	-0.258327291911257	0.786805914967346	-0.774560624764321	0.391999170655414	0.54014794592611	0.454229380168115	2	3	2	1	1	3	3	2
YHR001W	YHR001W	NA	NA	YHR001W	0.176810464304554	0.816886809594712	-0.322091385104304	0.655701531372232	0.729054519660774	0.238684024834319	0.514029891851871	0.431867615540716	-0.832357455632757	0.1904643944954	0.0805075416865803	0.905469056220297	0.0664727654268329	0.9274600233649	3	3	3	3	3	3	3	3
YHR001W-A	YHR001W-A	NA	NA	YHR001W-A	-Inf	0	-Inf	0	-Inf	0	0.0557643529795578	0.981707306015812	2.18625809853864	0.175622193099935	-Inf	0	-1.25602900053959	0.555412197985729	3	0	2	0	0	1	3	0
YHR003C	YHR003C	NA	NA	YHR003C	-1.69634464382952	0.169986879012125	-2.30875556164664	0.053301851986513	-1.59149348133636	0.119762367767521	-1.67998581386563	0.0965451189598772	-1.43234614833081	0.171205581049759	-1.09424515637858	0.228034134129839	-1.28993069446874	0.214373948607645	2	1	3	2	2	2	1	2
YHR005C	YHR005C	NA	NA	YHR005C	0.29031574879679	0.837326327907047	0.31981986292306	0.796175148024722	0.0268959363785406	0.982948012825126	-Inf	0	0.0620134249941522	0.961244189773324	-0.236239094804552	0.841634242943466	0.612267633261926	0.570087762312524	2	1	0	2	1	2	1	2
YHR005C-A	YHR005C-A	NA	NA	YHR005C-A	-0.821521172674003	0.234150872706495	-0.987794044885379	0.151226978007792	-0.444338221007821	0.521991624245104	-0.77196002548351	0.2515719384611	1.05019970847441	0.117636420679581	-0.584499603139771	0.337704386998333	-0.927928716369921	0.163705322090286	3	3	3	3	3	3	3	3
YHR007C	YHR007C	NA	NA	YHR007C	0.792288571302046	0.289287420499748	-0.697832186965054	0.365200934892002	-2.12342999282779	0.00481234212905848	-1.88874092111188	0.0135918859234658	-0.695009932757292	0.355324593554237	-2.27104732193209	0.0018597517116399	-0.249800529496007	0.760610219960671	3	3	3	3	3	3	3	3
YHR008C	YHR008C	NA	NA	YHR008C	-0.662748390568608	0.0131668369842379	-0.381583196157027	0.147358675199751	1.17829094907939	0.000138219955981858	-0.0582544356276814	0.854427940197312	1.5371887819495	8.96544432007826e-06	0.701777106680325	0.00478638429284968	-1.0072339873132	0.000698723849815075	3	3	3	3	3	3	3	3
YHR009C	YHR009C	NA	NA	YHR009C	-1.60388572342556	0.00783662015958249	-1.21933226490171	0.0242356897489309	-0.441713087541806	0.376310714917599	-0.636192201119616	0.202507200649465	-0.459803011975921	0.378976914585868	-0.675494286001114	0.13258900656748	-0.569592189623022	0.262530173886891	3	2	3	3	3	3	3	3
YHR010W	YHR010W	NA	NA	YHR010W	1.01412914514797	0.0156373285621317	-0.449908619187009	0.289767258023871	0.438925757845705	0.267112084505781	0.715327901819244	0.0754654863347135	0.248408754119758	0.580049253536166	0.821231048979952	0.0265139628450804	0.491016137948254	0.23099170373535	3	3	3	3	3	3	3	3
YHR012W	YHR012W	NA	NA	YHR012W	-1.09373118870621	0.153083956192723	-0.929659330135524	0.231055035414958	-0.808243841406993	0.326402443046092	-1.2932382640885	0.0829720347776845	0.422236953571701	0.617791454704039	-0.666022439644535	0.325843206787916	0.0896476185175152	0.919913169469459	3	3	3	2	3	3	3	3
YHR013C	YHR013C	NA	NA	YHR013C	-0.902952803550243	0.126685762596437	-1.23162122224761	0.0441334238828316	-1.20436526925445	0.0343381067443285	-1.05651601474564	0.0677353866995466	-1.25505435536801	0.0317021800321603	-2.23391214064712	0.000379009080278022	-1.47141580095307	0.0130848330932466	3	3	3	3	3	3	3	3
YHR016C	YHR016C	NA	NA	YHR016C	-Inf	0	-1.35827762161192	0.355288808793742	0.644505185388322	0.516586312168949	-0.553640877578461	0.631139873195101	-0.271356273262639	0.83729202176873	-0.747713262583468	0.448702184966632	-Inf	0	2	0	2	3	2	0	3	1
YHR018C	YHR018C	NA	NA	YHR018C	-0.631973102599155	0.119611306775093	0.252403019196978	0.570866283735268	-0.291284287535466	0.477267438702446	2.60065609914693	6.69420979182433e-06	-0.717132041653811	0.0722859464926841	0.717133142834623	0.0468760766110857	1.77181256090257	0.000239976832093421	3	3	3	3	3	3	3	3
YHR019C	YHR019C	NA	NA	YHR019C	-0.356455123859131	0.155675276347152	-0.344643582559937	0.173703895195953	-1.02142472928345	0.000317597745760249	-0.13765321258571	0.600732951841966	-0.636281581824273	0.0118444406579274	-0.917635615499646	0.000472491660591074	0.0317946780855773	0.914113474998096	3	3	3	3	3	3	3	3
YHR020W	YHR020W	NA	NA	YHR020W	0.178132290891403	0.389751540067797	-0.162094033893624	0.446645127207646	-0.853496079837733	0.000229170537240174	-0.0934794522751809	0.667091974052076	-0.226785183269863	0.260250733210877	-0.81409862758393	0.000231053206109452	0.451724822586208	0.0234212035009213	3	3	3	3	3	3	3	3
YHR023W	YHR023W	NA	NA	YHR023W	0.268458355567649	0.763164801313343	-0.242689674329825	0.775046157616242	1.13332624934072	0.127809488473619	0.229688430337009	0.775313737509623	0.771395619197671	0.283583696541348	0.364994764399695	0.581747152415859	0.119553456427356	0.881493861128998	3	2	3	2	3	3	2	3
YHR024C	YHR024C	NA	NA	YHR024C	-2.19561112320944	0.000269293121950416	-1.59448203262043	0.00430721332220759	-1.32622105765684	0.0078468371460557	-0.914987707284869	0.0601137278481961	-0.875002710578961	0.0720680812123323	-1.04303716941616	0.0208316311502897	-2.36380912584055	0.00011644789087503	3	3	3	3	3	3	2	3
YHR025W	YHR025W	NA	NA	YHR025W	-0.0150327097074936	0.955315905051746	-0.469723829714459	0.0190762338479088	-1.06957079501238	1.60134449011585e-05	0.235095982685233	0.204592832937074	-0.118926542412815	0.564439591320757	-0.765692770117494	0.000233104603057898	0.553369411328911	0.0050250905270283	3	3	3	3	3	3	3	3
YHR027C	YHR027C	NA	NA	YHR027C	-0.294336887832459	0.300999046362616	-0.486147244629898	0.08883021256167	-0.947986426676676	0.0014779211648263	-0.977499929736264	0.0019556300887927	-0.034915850991022	0.925619480662595	-1.34136139376416	5.53202581925405e-05	-0.519866730355408	0.0572429413102848	3	3	3	3	3	3	3	3
YHR028C	YHR028C	NA	NA	YHR028C	-1.18800718072042	0.0285608972473063	-0.42368375111603	0.457456618261268	0.237150262599334	0.676795149515252	-0.84154027595036	0.11068513901732	-0.247327647347854	0.688729391084033	-1.12541473866176	0.0213690533363339	-0.281270400591974	0.61218777745782	3	3	3	3	3	3	3	3
YHR029C	YHR029C	NA	NA	YHR029C	-0.466067720425405	0.385710879497347	0.368965599748452	0.510565021406198	-0.437320525283018	0.393974757046202	2.36791360127359	0.000262818943957384	-0.362309688054605	0.518918605554531	0.884808119343764	0.055351141076595	1.58931917512243	0.003780404193398	3	3	3	3	3	3	3	3
YHR030C	YHR030C	NA	NA	YHR030C	-0.382050843552436	0.672370021776384	1.45646004980493	0.0848329110890038	-0.0982628758182924	0.918525549199165	-1.01662600267322	0.356785768473136	0.849274619784452	0.303487767705061	0.29569188667447	0.706561044357075	0.20464784378303	0.824380549092792	3	3	1	3	3	3	2	3
YHR034C	YHR034C	NA	NA	YHR034C	-1.33946761336004	0.287267147652482	-1.65406813390307	0.292614152108646	-1.26609421546749	0.287514995912467	-1.27080167266447	0.302017666106729	-1.64712607535516	0.154185673117708	-1.95077525604832	0.0883911330376054	-2.25264805902582	0.145424578802707	3	2	2	2	2	1	2	1
YHR037W	YHR037W	NA	NA	YHR037W	-1.22851457734371	0.00456266925252378	-1.11775924098899	0.0109797184260975	0.436755541887384	0.267601563379513	-0.815567171270783	0.0446691490776267	0.605197567356346	0.134109539129268	-0.263441664532107	0.479896658777008	0.114814635692035	0.802067986548193	3	3	3	3	3	3	3	3
YHR038W	YHR038W	NA	NA	YHR038W	-0.243321496455438	0.735166126808526	0.243934018021439	0.706869198621045	0.873043329367864	0.114993792254517	-Inf	0	0.660448886458464	0.247811711516086	0.748951882686369	0.183141563525484	-0.0430339608309324	0.957625563629298	3	2	0	3	2	1	3	3
YHR039C	YHR039C	NA	NA	YHR039C	-0.0694649284403566	0.908016905217088	0.225628903567874	0.718002045511676	-0.781941094742647	0.0910732040536983	-0.496576551818338	0.363312284370889	-0.0513142528464669	0.935265608528705	-0.198783652086758	0.665686191369805	0.973311311264621	0.0426021930334523	3	3	2	3	3	3	3	2
YHR039C-A	YHR039C-A	NA	NA	YHR039C-A	-0.444989337296425	0.0571574667310269	-0.240010783993586	0.323168343867048	0.386431579664039	0.0828211594193378	0.112601662659057	0.655926264608069	-0.662778960878703	0.00614935429469243	-0.763853961434688	0.00126830458361052	-0.68001902569633	0.00531571189930153	3	3	3	3	3	3	3	3
YHR041C	YHR041C	NA	NA	YHR041C	-2.21397605431814	0.0116633014729862	-1.36419709553249	0.0434900562428865	-1.25905588872965	0.0413022614480182	-1.59642938488312	0.0112395298645934	-1.0815750444944	0.0832372930242943	-2.00277683298036	0.00144905272067533	-1.41193919069859	0.0281986739956175	2	1	3	2	3	2	3	2
YHR042W	YHR042W	NA	NA	YHR042W	-0.694138296959919	0.0132528627714161	-0.369550889477583	0.183261231966456	-0.633314983120365	0.0188605421829895	-1.11582509182933	0.000598036213043159	-0.372592506750538	0.168217129872366	-0.946339457243411	0.000805586623975981	-0.392440820006212	0.144021637541713	3	3	3	3	3	3	3	3
YHR043C	YHR043C	NA	NA	YHR043C	NA	NA	Inf	0	Inf	0	Inf	0	Inf	0	Inf	0	NA	NA	2	0	1	2	1	0	0	2
YHR045W	YHR045W	NA	NA	YHR045W	-Inf	0	-Inf	0	-Inf	0	-Inf	0	-Inf	0	-Inf	0	0.192647361829623	NA	0	0	0	0	0	1	1	0
YHR046C	YHR046C	NA	NA	YHR046C	-0.0246933550707968	0.97902364743209	-0.0661296632723545	0.944139742830752	-0.531727757259895	0.548307540680586	-0.327005123030716	0.634728835204695	0.567181824212607	0.39762458260699	0.331932599714892	0.583461228567144	1.24989187472397	0.0572429413102848	3	2	3	1	3	3	2	2
YHR047C	YHR047C	NA	NA	YHR047C	0.439777709604236	0.44878526471404	0.276097106467626	0.654893661154013	-1.42431242581471	0.0196356918594358	0.034896342170061	0.965061950742297	0.373784717937931	0.529625923691128	-0.646234565055933	0.183046804910822	0.860538655783277	0.109787765847756	3	3	3	2	3	3	3	3
YHR049W	YHR049W	NA	NA	YHR049W	-0.327948881243797	0.281509007680113	-0.87654979557068	0.00744587364401361	-1.18867739217807	0.000416446177474821	-1.16722775071376	0.000806975974350161	-1.24441469000325	0.000313937904090833	-0.95462704843775	0.00149287124018089	-1.20453900085454	0.000509121498414262	3	3	3	3	3	3	3	3
YHR051W	YHR051W	NA	NA	YHR051W	-1.10785598473115	0.00543839969438603	-1.2378513274512	0.00363740390355028	0.752105402914217	0.0388638558954935	0.463248451769792	0.212371131359939	2.47016094334754	2.84836002316143e-06	1.28840283783212	0.000912562884041804	-0.835924985460143	0.0257400582889122	3	3	3	3	3	3	3	3
YHR052W	YHR052W	NA	NA	YHR052W	-0.311891962949991	0.466500910068294	-0.489093258891484	0.237422887853597	-0.990050374701853	0.0134731222408616	-1.1225098665797	0.00846046103028678	-0.873865893965371	0.0293413406979736	-1.19725064928577	0.00246525174449991	-0.0353017347992216	0.936728895158445	3	3	3	3	3	3	3	3
YHR056C	YHR056C	NA	NA	YHR056C	-Inf	0	-Inf	0	-Inf	0	1.71656102279574	0.215290706994182	-0.816850964838962	0.472488769704543	-Inf	0	0.730968618808995	0.425846148666252	1	0	1	0	0	3	1	0
YHR057C	YHR057C	NA	NA	YHR057C	-0.967270250921054	0.311018348645726	-1.38282111446302	0.0788433922824161	-0.43485432458742	0.530778969790024	-1.9913948179021	0.0270645847512337	-0.449225676059447	0.580168702758689	-1.67382373877087	0.0602057667842381	-1.79330872515111	0.0711447433369175	2	1	2	3	1	1	2	3
YHR058C	YHR058C	NA	NA	YHR058C	-0.32912959173501	NA	-Inf	0	-Inf	0	0.442758568484592	NA	-0.431389745284441	NA	-1.58416454985878	NA	-1.4698792317062	NA	1	1	1	0	1	1	1	0
YHR059W	YHR059W	NA	NA	YHR059W	NA	NA	NA	NA	Inf	0	NA	NA	Inf	0	Inf	0	NA	NA	1	0	0	1	1	0	0	0
YHR060W	YHR060W	NA	NA	YHR060W	-1.0943840302792	0.074858229765085	-1.20088521650762	0.0597690581862813	-0.745233790538824	0.206510153099611	-0.403110034134539	0.525189163769233	-1.54001707456499	0.0133588708637517	-1.15107852376538	0.036882333035158	-0.806432608557704	0.184563535551963	3	3	3	3	3	3	3	3
YHR063C	YHR063C	NA	NA	YHR063C	-0.987686342209314	0.0409413687075735	-0.344910133681343	0.506506607126681	-0.613163304145833	0.184176745380685	-0.174534865723742	0.74800109916307	-0.61702042335331	0.196790970008086	-0.940686367800652	0.0303473098136075	-0.541290980852528	0.262177364074153	3	3	3	3	3	3	3	3
YHR064C	YHR064C	NA	NA	YHR064C	-0.178091200289169	0.241017026520893	-0.329626723632168	0.0361823277387877	-0.276469928024025	0.0541012755563654	-0.334675179860562	0.0268913484347862	-0.134989837585252	0.379276669728325	-0.588319114728172	0.000289025783402321	-0.423830147685512	0.00610794803827642	3	3	3	3	3	3	3	3
YHR065C	YHR065C	NA	NA	YHR065C	0.103216168221583	0.860159026318305	-0.148549232694824	0.800460306936335	-0.824703575092632	0.071003505142505	-0.367911693934419	0.452038504949612	-0.576222726834932	0.226883337345835	-1.01417421540878	0.0203364523819384	0.573696788939265	0.230100851874852	3	3	3	3	3	3	3	3
YHR066W	YHR066W	NA	NA	YHR066W	-0.572428322019698	0.646699388675247	-0.551052259864874	0.576155657581999	-0.285462165052483	0.818352359088863	-0.867157360910928	0.348992417287532	-0.789817835775907	0.402532081689936	-1.19890498054264	0.147563235889803	0.649941219924192	0.431044183776429	2	1	2	1	2	3	3	2
YHR068W	YHR068W	NA	NA	YHR068W	-0.125274567994042	0.54909072485046	-0.22806019003505	0.252225045808932	-0.872805364526025	0.000144575598052019	-0.538526080503544	0.00855091109336888	-0.292523633924758	0.127106849378909	-0.576394945511782	0.00244702735059102	-0.0357311864849438	0.872672660536375	3	3	3	3	3	3	3	3
YHR069C	YHR069C	NA	NA	YHR069C	-0.590115041998445	0.354631792223976	-0.847681240654111	0.179771569676465	-1.20723216822342	0.0434120396391138	-1.56090894624172	0.0150949520670693	-0.417596130618525	0.534758577349614	-0.999152975684616	0.0691522328937666	-0.0898536318062495	0.900678998016638	3	3	3	3	3	3	3	3
YHR070W	YHR070W	NA	NA	YHR070W	-0.206469547801545	0.802750393762721	-0.145439434509109	0.872426853050009	-1.19252885601378	0.0755174134686441	-0.647247581346401	0.365005344545697	-0.148029331361589	0.865739505235812	-1.13132262126644	0.0696184902605912	0.459918725372218	0.530788184277635	3	3	3	3	3	3	3	3
YHR072W-A	YHR072W-A	NA	NA	YHR072W-A	-0.0228380836282166	0.972725985070075	-0.330765336980571	0.52783454211615	-0.0848965082716095	0.875653785530597	-0.190760032555907	0.722212504037335	-0.37456460248462	0.461258964984822	-0.188807870173315	0.683708487267495	-0.303302131696042	0.545757109607582	3	3	3	3	3	3	3	3
YHR073W	YHR073W	NA	NA	YHR073W	-0.00957834766874977	0.993209164890078	0.829170734924554	0.269979042406885	-0.418553322051573	0.57642159754212	-0.551044963459143	0.460845310095816	-0.249991307132941	0.804322194749042	0.598850458576882	0.361805190991915	-0.368913350773539	0.626284373131814	2	3	3	3	3	3	3	3
YHR074W	YHR074W	NA	NA	YHR074W	-0.0718358885749851	0.914604081198159	0.334868369475643	0.558135061009794	-1.67872112561277	0.00209515296472583	-1.08820467281043	0.0365126123616519	-0.119015581862006	0.855077722409941	-1.99215664954754	0.000350789398801184	0.514292715764449	0.324893698463285	3	3	3	3	3	3	3	3
YHR076W	YHR076W	NA	NA	YHR076W	-1.38869279978983	0.0335797526660409	-1.08859359062409	0.0992935302986148	-0.574792412268102	0.367965111185709	-0.945997712334927	0.136653338293628	0.679886136396818	0.303487767705061	-1.17698618930833	0.0429656773737846	-1.47648812914798	0.0227184959141124	3	3	3	3	3	3	3	3
YHR081W	YHR081W	NA	NA	YHR081W	-0.881675728330299	0.284216813154862	-1.69178607657995	0.0696358193486809	-1.63763812235961	0.0394978803266631	-1.47355612770696	0.0684536871509898	-1.68059283433126	0.0585527526032056	-1.42235977179923	0.0512974582944545	-0.686320504698242	0.403193702105737	2	3	3	3	3	3	2	2
YHR082C	YHR082C	NA	NA	YHR082C	-Inf	0	-1.17591562219958	0.531865364549912	-Inf	0	-Inf	0	0.376212981789453	0.858775015589161	0.757848488462582	0.706561044357075	-0.994672844715137	0.542966460375155	2	0	0	0	1	3	2	2
YHR084W	YHR084W	NA	NA	YHR084W	0.498839208729617	0.474356125009151	0.262175910181049	0.728224325815255	0.308994514487252	0.612072653843233	-0.252137295629782	0.791033303309605	0.403571407609804	0.575581123480566	0.0922228156653542	0.877944981741955	0.180685375254845	0.844857023152024	2	2	1	3	3	1	3	2
YHR085W	YHR085W	NA	NA	YHR085W	-Inf	0	-0.0278198832599284	0.969640680816667	-Inf	0	0.159710548782156	0.754570656480198	-Inf	0	1.09828330076049	0.07810744464757	0.456023334916365	0.316460036977564	0	0	2	0	1	3	2	1
YHR086W	YHR086W	NA	NA	YHR086W	-Inf	0	-0.54853587047421	0.700274057774393	-0.274787505470375	0.837762511810989	-0.478574545311527	0.778973052111542	0.112145139389702	0.944233859000607	0.0464804791918156	0.970957468581623	-Inf	0	2	0	1	2	2	0	2	2
YHR087W	YHR087W	NA	NA	YHR087W	-3.81186417449664	3.24638666566241e-08	-0.768528602857574	0.0552007127248885	2.66336487565039	1.78187748556269e-06	-0.527252446642307	0.16315234846179	1.01696829285987	0.00998502321238497	2.15394128884702	1.43551024052476e-05	-2.49340534518693	5.87005376619642e-06	3	3	3	3	3	3	3	3
YHR088W	YHR088W	NA	NA	YHR088W	-0.870739285123147	0.115266384910657	0.332863178605111	0.579883557157129	-1.11933078354064	0.0362430635575714	-0.843250749170347	0.161779693204901	-1.30596175589321	0.0191611676675358	-1.38601815525866	0.00800240040496792	0.0725494660262199	0.910907746171836	3	3	2	3	3	3	3	3
YHR089C	YHR089C	NA	NA	YHR089C	-0.00391342968645939	0.995555419589534	-0.475688969303499	0.284666906148094	-0.395440209152309	0.345623423818538	-0.890424898822094	0.0385218303711174	-0.365492272135918	0.409850938608819	-1.1488701399521	0.00504524810651581	0.0772487997607693	0.875797984318643	3	3	3	3	3	3	3	3
YHR094C	YHR094C	NA	NA	YHR094C	-0.0237981211537365	0.985279882877198	-0.716830630558375	0.498375225901828	-1.64444066508072	0.11922680496509	-0.468118280197794	0.659157075543239	-0.60160457372727	0.577611996883482	-1.64287909090797	0.0606773090809773	1.11057008385301	0.260377057299395	3	3	3	2	3	3	3	3
YHR097C	YHR097C	NA	NA	YHR097C	-Inf	0	-1.77785322551874	0.164303290370737	-0.181273881043675	0.879766789374061	-2.4824052832762	0.0391089457262195	-Inf	0	-1.6253741738404	0.13900895680632	-1.31821646635258	0.397739270772118	0	0	3	3	2	1	3	2
YHR098C	YHR098C	NA	NA	YHR098C	-0.179951603855092	0.80166039064201	-0.763375049027403	0.215331565774036	-1.23049644220441	0.0344284401423237	-1.63055161137732	0.0100393439122676	-0.583339538328469	0.341113101476574	-1.35771834740318	0.0146313993498853	-0.772540914658016	0.194365722547323	3	3	3	3	3	3	3	3
YHR099W	YHR099W	NA	NA	YHR099W	-1.34832654173499	0.378616370816531	0.643216019391049	0.760653041484417	-0.463844885520212	0.758184837861275	-1.09249441185183	0.464290928337376	-Inf	0	0.0211780251152547	0.99193987263218	-1.69030120965095	0.377562016803448	0	2	2	2	1	1	3	1
