Protein	Gene	ProteinName	EntrezID	ProteinCopy	IRA2.WT_log2FC	IRA2.WT_adj.pvalue	RAS21.WT_log2FC	RAS21.WT_adj.pvalue	RAS22.WT_log2FC	RAS22.WT_adj.pvalue	POP1.WT_log2FC	POP1.WT_adj.pvalue	SIT4.WT_log2FC	SIT4.WT_adj.pvalue	SAP155.WT_log2FC	SAP155.WT_adj.pvalue	SSY5.WT_log2FC	SSY5.WT_adj.pvalue	NumBR_SIT4	NumBR_IRA2	NumBR_POP1	NumBR_RAS22	NumBR_SAP155	NumBR_SSY5	NumBR_WT	NumBR_RAS21
YDL066W	YDL066W	NA	NA	YDL066W	-0.554988523720877	0.0759025210495805	-0.277783724928814	0.401080077920342	0.02121155742116	0.957044845853422	0.430782130836904	0.160545995137481	-0.125904702297398	0.729822883316974	-0.082033137139412	0.798887552157194	0.0826727465510865	0.815981066220318	3	3	3	3	3	3	3	3
YDL067C	YDL067C	NA	NA	YDL067C	-Inf	0	-Inf	0	-Inf	0	-1.93135784144029	0.0662798819607339	1.62896352818387	0.0525454168147458	-Inf	0	-Inf	0	3	0	1	0	0	0	2	0
YDL070W	YDL070W	NA	NA	YDL070W	Inf	0	Inf	0	Inf	0	Inf	0	Inf	0	NA	NA	Inf	0	1	3	3	1	0	1	0	3
YDL072C	YDL072C	NA	NA	YDL072C	-2.2479497825614	0.106729139662625	-1.08887981450618	0.453795266728654	-0.908707785548678	0.515024696556225	-0.264502993483251	0.875275215856882	-0.736780048548772	0.631311908890932	-1.35942262367997	0.293473148320626	0.133345504675896	0.930780834561133	3	3	3	3	2	3	1	3
YDL074C	YDL074C	NA	NA	YDL074C	-0.205645931516641	0.771539629401701	-0.113827071430721	0.885740667170098	-0.309804823476553	0.586121991010026	0.0117337370948576	0.990149197611933	-0.230789851177805	0.715278989600736	-0.0630358170174409	0.924648220742788	0.468903173787864	0.559483795117662	3	2	3	3	2	1	3	2
YDL075W	YDL075W	NA	NA	YDL075W	-0.606525450957198	0.532319264182558	-1.6920596193528	0.0694166339243651	-0.97926231387666	0.260644795968048	-1.20854493805401	0.170801975301865	-1.6018789072735	0.0716678009062752	-1.19185509615552	0.133448034197187	-0.609874200167938	0.514548697673006	3	3	3	3	3	3	3	3
YDL076C	YDL076C	NA	NA	YDL076C	-Inf	0	-Inf	0	0.191302660792415	0.248557285979913	-Inf	0	-0.935981149512362	0.0229067012239969	-1.05827392563539	0.0160139047839944	-Inf	0	2	0	0	1	1	0	2	0
YDL078C	YDL078C	NA	NA	YDL078C	-0.770611365544132	0.00493637149433259	-0.485228458098177	0.0697269267848427	0.13414957949324	0.619855360261704	-0.0392889879614418	0.90490972326312	0.000311690274516052	0.999772332321621	-0.640607592413725	0.00858052762147492	-0.740972500836642	0.00583277145697865	3	3	3	3	3	3	3	3
YDL081C	YDL081C	NA	NA	YDL081C	-1.2652144536202	0.00625946815230982	-1.04628014006074	0.0243088815707594	-0.907001446213762	0.0336584459873655	-0.685164699868794	0.112829912778643	-1.24656991440094	0.006176702930339	-1.33703666053996	0.00210398514239356	-1.13383365539046	0.0110004452950943	3	3	3	3	3	3	3	3
YDL082W	YDL082W	NA	NA	YDL082W	1.10103812050581	0.00831683340917466	0.0178784070704847	0.972826166032919	0.440729773221327	0.246272921638879	0.876201442319366	0.0283980936281015	0.594823695826729	0.127648898203259	0.494345653949031	0.155295698966482	-0.219950594092634	0.589637375011006	3	3	3	3	3	3	2	3
YDL084W	YDL084W	NA	NA	YDL084W	-0.606100632137502	0.0131668369842379	-0.550604581675414	0.0273459385022425	-0.646345575047067	0.00707838926718956	-0.783057242284636	0.0029756602587709	-1.07559451867064	0.000130011811186871	-1.23547797734029	2.82985161718806e-05	-0.518212694280817	0.0280252843132493	3	3	3	3	3	3	3	3
YDL085C-A	YDL085C-A	NA	NA	YDL085C-A	-Inf	0	-1.06197547067807	0.456534279346673	-Inf	0	-0.727068316435771	0.470670395140128	-0.162623964646515	0.919942954005104	-Inf	0	-Inf	0	1	0	3	0	0	0	2	1
YDL086W	YDL086W	NA	NA	YDL086W	-1.04184845291506	0.00560307817602332	-0.50796378454349	0.160303370753601	0.251563021421733	0.488072942472762	-0.693636292216312	0.0499533316407121	-0.657279647682449	0.0616647190728424	-0.484154994763806	0.124433402854479	-0.581622968726849	0.0953668667348817	3	3	3	3	3	3	3	3
YDL087C	YDL087C	NA	NA	YDL087C	-0.579361965781794	0.325308613596123	-Inf	0	-0.60681632265985	0.202313783092066	-Inf	0	-0.671902324914658	0.260250733210877	-1.17391885738401	0.0396573287778787	-0.982175092788758	0.0921700991203858	1	1	0	3	2	2	1	0
YDL088C	YDL088C	NA	NA	YDL088C	-Inf	0	-1.31031175417787	0.365535366325546	-1.3659849644036	0.231192504035429	-Inf	0	-0.779577140020594	0.504109927186123	-0.70929148321384	0.468725005684042	-1.84268001855992	0.212373544290094	2	0	0	2	2	1	2	1
YDL092W	YDL092W	NA	NA	YDL092W	-0.974876002566117	0.111758905375806	-1.16297695948884	0.06574855927621	-0.785595090811687	0.179056135941637	-0.764381837300952	0.202484119403492	-0.712088355074405	0.245482980920017	-1.68780491219735	0.00403579928172148	-1.16540754003723	0.0517364304904082	3	3	3	3	3	3	3	3
YDL095W	YDL095W	NA	NA	YDL095W	-0.823633860622285	0.0375687573991183	-0.775578442881234	0.0588177682877862	-1.9231135105758	7.62787797488032e-05	-1.56265178188852	0.000745467430680059	-1.56356284910791	0.000505680703317692	-2.39740164024052	5.74697481827995e-06	-0.949339616099934	0.0168368480847942	3	3	3	3	3	3	3	3
YDL097C	YDL097C	NA	NA	YDL097C	-0.0417507264820829	0.93874898723121	-0.261911990212454	0.558646867769565	-1.24325648045031	0.00320397765645208	-0.876697544223012	0.0321342585735796	-0.660551819619935	0.100265766231096	-1.24590977610942	0.00196215961320513	-0.146391391753203	0.744007632708548	3	3	3	3	3	3	3	3
YDL098C	YDL098C	NA	NA	YDL098C	-Inf	0	0.504689784265445	0.107425884546957	-Inf	0	-0.501137278385466	0.0971387241487878	-Inf	0	-0.185092767138776	0.147490628025443	-Inf	0	0	0	1	0	1	0	2	1
YDL099W	YDL099W	NA	NA	YDL099W	0.399666480229795	0.741204108933788	0.0707467549849835	0.959982556154657	-0.452091464075214	0.682107914636944	-0.163199359815435	0.900908707582439	0.510934327272562	0.669840888238698	0.316382424342983	0.759532861224141	-1.19978171645899	0.251532221748082	3	3	3	3	3	3	3	3
YDL100C	YDL100C	NA	NA	YDL100C	-0.221837610748398	0.433419113723908	-0.463605116752961	0.0906757624960767	-0.814603088878511	0.00341430195276565	-0.486918419099854	0.0661554846247961	-0.504431492960978	0.0572759075205505	-1.00380198090006	0.000435973036122466	0.126019813588501	0.654206234378432	3	3	3	3	3	3	3	3
YDL101C	YDL101C	NA	NA	YDL101C	-1.29226267477932	0.311018348645726	0.571852759911224	0.676332253300673	-0.293633952690084	0.821552015167376	-1.23008785334937	0.325642440644327	-Inf	0	-Inf	0	-1.09311787364678	0.384635395522454	0	2	2	2	0	2	2	2
YDL103C	YDL103C	NA	NA	YDL103C	-0.648830327925554	0.0146326755433205	-0.452626107598809	0.0881044880722381	-0.563911689270203	0.0258652084163066	-0.471157593810497	0.0652135732671863	-0.543911910415776	0.0346904062959631	-1.11614620967014	0.000139789054484371	-0.844175188564379	0.00245319202048114	3	3	3	3	3	3	3	3
YDL106C	YDL106C	NA	NA	YDL106C	1.86329681759784	0.024947505711015	-Inf	0	-0.237743952649755	0.602160106923004	-0.0578741901194761	0.894725243255774	0.0403394672085859	0.94309617495899	-Inf	0	-Inf	0	1	2	3	1	0	0	1	0
YDL110C	YDL110C	NA	NA	YDL110C	-2.19053839909631	0.0223171849256381	-0.676408940368431	0.446645127207646	2.54787321238447	0.00360213146717226	0.125646729914073	0.905209066711419	0.231693560373007	0.825369982934285	0.30070743602626	0.711503562873598	-1.19582476940096	0.146590034042573	3	2	3	3	3	3	3	3
YDL111C	YDL111C	NA	NA	YDL111C	-0.976131530340504	0.192529023350724	-Inf	0	-Inf	0	-1.27448612728745	0.114246608850555	-1.38459446924324	0.134699308107087	-1.06367578752466	0.127079836029258	-0.819311241899248	0.274991606076583	1	3	2	0	2	2	1	0
YDL112W	YDL112W	NA	NA	YDL112W	1.30965602887565	0.0133124299247545	0.576654890001187	0.212468156460623	-Inf	0	0.501814646992088	0.400240654674632	-0.407844548074306	0.410144261091235	-Inf	0	0.897680799134804	0.055020548879029	2	3	1	0	0	3	2	3
YDL115C	YDL115C	NA	NA	YDL115C	0.369519077354118	0.747057952234044	-0.0819804411822446	0.950433875630215	0.332342016632607	0.752090919190152	-0.356131637532428	0.74800109916307	0.472018865097762	0.677608998438502	-0.181364258850246	0.85969082248415	-0.114497194208892	0.914113474998096	2	2	2	2	2	3	2	2
YDL116W	YDL116W	NA	NA	YDL116W	-0.22212338859458	0.762277377708734	-Inf	0	0.693204003866507	0.270004100155521	-0.334788194404233	0.656332554319363	0.0027627001536677	0.998638037489366	-0.347725237160008	0.670829036911445	0.268063353387619	0.720766743230787	3	3	2	3	1	2	2	0
YDL120W	YDL120W	NA	NA	YDL120W	-1.52508355211151	0.126685762596437	-0.0934235637611585	0.944139742830752	-0.942859790770026	0.328154822119636	-0.106225102242802	0.936563773990844	0.464370225963028	0.682303753494596	0.0284141326871854	0.979234936593264	-0.79672644643981	0.428848430509972	3	3	3	3	3	3	2	3
YDL121C	YDL121C	NA	NA	YDL121C	0.247825247876506	0.801769936941123	0.882704204259365	0.312347053118852	0.016432064145432	0.988744740950315	0.720298811384203	0.444181463688515	1.36996721726794	0.102243364943754	-0.122441878486819	0.887767383178914	1.93287761913054	0.0241898417450391	3	3	2	2	3	3	2	3
YDL122W	YDL122W	NA	NA	YDL122W	-0.257875153860832	0.466427518367028	-0.121608947126146	0.757140106107636	-0.126224492966469	0.719826502052241	-0.605618100106028	0.0652135732671863	0.437978471911166	0.185516625300623	-0.37770798659804	0.199559666115639	-0.318519102757494	0.345695377352301	3	3	3	3	3	3	3	3
YDL123W	YDL123W	NA	NA	YDL123W	-Inf	0	-Inf	0	1.17587253629865	0.339856189947712	0.851776741649652	0.398297668413181	0.00343961901154821	0.998638037489366	-Inf	0	-Inf	0	1	0	2	1	0	0	2	0
YDL124W	YDL124W	NA	NA	YDL124W	-1.33764668984136	5.01037046444589e-06	0.127969803074227	0.57276883428682	1.31140439221515	4.63999837569316e-06	0.0120320147593305	0.967591063269178	0.497182775750279	0.016797899706817	0.69001537331377	0.00105191259053753	-0.9933362998498	8.70791379745534e-05	3	3	3	3	3	3	3	3
YDL125C	YDL125C	NA	NA	YDL125C	-0.112393542929282	0.691267515469571	0.336874303745686	0.188721050136961	-0.00759121217107391	0.98115679330285	0.406903339317836	0.100258585764136	0.22768005400928	0.379276669728325	0.137502709060657	0.559506344846093	0.338807703180702	0.170596906789942	3	3	3	3	3	3	3	3
YDL126C	YDL126C	NA	NA	YDL126C	-0.345051644728844	0.0119500055902384	-0.208324615397269	0.121428891935438	-0.00224784296443992	0.988744740950315	-0.429342982366112	0.00332459734283563	0.370920694029748	0.00664745824491988	-0.326526194367222	0.00870381009867886	-0.375351330311703	0.00610794803827642	3	3	3	3	3	3	3	3
YDL128W	YDL128W	NA	NA	YDL128W	-0.0989106989055155	0.918929253690632	-Inf	0	-1.12082727198634	0.144636944839115	-0.602753253580488	0.439704203934177	-0.902659781108657	0.364231386472871	-Inf	0	-0.0436540149763815	0.951056474779609	1	2	2	2	0	3	3	0
YDL130W	YDL130W	NA	NA	YDL130W	-2.14331830664639	0.00139652868249877	-1.88261354466348	0.00517878615754979	-2.25021166691607	0.000728409206388579	-2.36860573505791	0.000804722163260122	-1.70739799452643	0.00626827746792326	-1.89773909057833	0.00164872259706855	-1.29420966649441	0.0305118063863789	3	3	3	3	3	3	3	3
YDL130W-A	YDL130W-A	NA	NA	YDL130W-A	-0.155502529944525	0.927367934713135	-0.973033407677774	0.485057802123513	1.5404064573634	0.218018287522763	-1.18914498106737	0.368731415689061	1.90257343182442	0.139153042361961	1.36748485841559	0.236429676262008	0.482188800966722	0.735506740761583	3	3	3	3	3	3	3	3
YDL131W	YDL131W	NA	NA	YDL131W	0.317138467836013	0.472767257766475	0.130482700348962	0.798239683039566	-1.18685522369003	0.00519692996524236	0.276143955240672	0.521050792142665	0.39744577105499	0.35000913418955	-0.824664940198029	0.0280522632930072	0.61306638329704	0.134019761265624	3	3	3	3	3	3	3	3
YDL132W	YDL132W	NA	NA	YDL132W	-0.481368200965789	0.798018281366472	0.338128780273933	0.86656252407691	-0.325992775451434	0.854395263752454	-0.856690446844113	0.616447462411494	0.167299587867534	0.909114189485688	-Inf	0	-1.12384425884264	0.512519171277348	3	1	1	1	0	1	3	1
YDL134C	YDL134C	NA	NA	YDL134C	-Inf	0	-0.738108820022515	0.177570064347108	-0.824798186881807	0.112301217697017	-1.24754705869263	0.0303793605231819	-0.954305468146262	0.0538602668968282	-1.35074361503975	0.00703491390717057	-1.33969278286542	0.0532015892552058	3	0	2	2	3	1	3	2
YDL135C	YDL135C	NA	NA	YDL135C	-0.683231221994697	0.0941291402046869	-0.44399112753983	0.292273169580056	-0.791737636035651	0.0435543791877913	-0.471716733683133	0.243201156647003	-0.353424408380815	0.40241537442683	-1.25668758894983	0.0018638518732236	-0.407972152782031	0.31941916183329	3	3	3	3	3	3	3	3
YDL137W	YDL137W	NA	NA	YDL137W	-1.38384821290271	0.133631740742427	0.11740022716736	0.92429317745624	-0.395597042416833	0.684758162531676	-1.01727961998425	0.262567732744384	0.796894265145007	0.402331118016803	0.0599153105416346	0.953691126301143	-0.457736016634808	0.632892907604544	3	3	3	3	3	3	3	3
YDL140C	YDL140C	NA	NA	YDL140C	-0.636040545052327	0.0327142877715994	-0.482898611716903	0.107425884546957	-0.742169527413862	0.0118872075762574	-1.38565477485675	0.000200615941714429	-0.393861183717623	0.179331647313249	-1.34511820314082	9.20328652431228e-05	-0.636510925709689	0.0296920887626038	3	3	3	3	3	3	3	3
YDL141W	YDL141W	NA	NA	YDL141W	-0.184013364711493	0.754806119063494	-0.303333757602147	0.610745630612689	-0.185564734528395	0.730986191977867	-0.0801280560130043	0.873363637363014	-Inf	0	-0.0299358311989053	0.956711955186425	-Inf	0	0	1	2	1	1	0	2	1
YDL143W	YDL143W	NA	NA	YDL143W	0.0198931608063238	0.936142954873054	-0.323315369462505	0.0905679995414434	-0.649920585350503	0.00126083992082555	-0.655393802256547	0.0019556300887927	-0.465238704009665	0.0139153443113411	-1.10724883106042	7.45091715583866e-06	-0.48682211111558	0.0104640717066077	3	3	3	3	3	3	3	3
YDL144C	YDL144C	NA	NA	YDL144C	-0.675509139289473	0.511572733603362	-0.499458684653902	0.70692158326961	-0.413080069821025	0.730821580325193	-Inf	0	0.802908253509595	0.390831807317121	-0.37516246677362	0.736099285227355	-0.131586171814302	0.920669152056787	3	2	0	1	1	1	2	1
YDL145C	YDL145C	NA	NA	YDL145C	-0.136997703364584	0.643959032394595	-0.0989856193740207	0.755237150640412	-0.504549701482604	0.0510464097206152	-0.419841408614099	0.112298185160087	-0.13986588123038	0.648010156896016	-1.06996948845374	0.000272151178604368	0.0622130703252625	0.840654583220541	3	3	3	3	3	3	3	3
YDL147W	YDL147W	NA	NA	YDL147W	-0.175320522232486	0.721621475672265	-0.393193665428179	0.383721317400005	-1.23215173687278	0.00496396541621585	-0.529027513384104	0.209614372836162	-1.01358766632397	0.0188638345712497	-1.25197589535122	0.0027637520191669	0.20344540501264	0.650437426780626	3	3	3	3	3	3	3	3
YDL148C	YDL148C	NA	NA	YDL148C	-0.441373130275781	0.381471527127185	-0.91976165221766	0.0697269267848427	-1.11920150425747	0.0208607342076212	-1.00328844754151	0.0411059944012948	-0.840408232844307	0.0835409550906627	-1.28254784903413	0.0123757523672645	-0.458567170962591	0.355247777951607	3	3	3	3	2	3	3	3
YDL150W	YDL150W	NA	NA	YDL150W	-0.482514122743304	0.621944151037452	-0.812269303719717	0.387612601970989	-0.822933359880815	0.287571685001507	-0.848073015755625	0.287945578235178	-1.55850308428972	0.0538081719972725	-1.43507274569536	0.0734988133093247	-0.869368675286593	0.277504493464657	3	2	3	3	2	3	3	2
YDL153C	YDL153C	NA	NA	YDL153C	-0.656282909762333	0.125800894457304	-1.67526744882161	0.000896996832831292	-1.45360579260392	0.00139631511827047	-1.00746134237079	0.0205338427559366	-0.800062126995216	0.0566955409570372	-1.6752412986026	0.000289025783402321	-0.746599006442173	0.0724813962822682	3	3	3	3	3	3	3	3
YDL156W	YDL156W	NA	NA	YDL156W	-0.524924519164486	0.54909072485046	0.139665107901382	0.847703481602909	0.569430858552346	0.369171847450027	0.279292524451732	0.650664540425475	0.0735728388105664	0.923499216521634	-0.283130077940578	0.721019567623053	-0.24043048532929	0.690717925732287	3	1	3	2	1	3	3	3
YDL160C	YDL160C	NA	NA	YDL160C	-0.227650718126937	0.571565093549636	-0.527022095893164	0.160982882818219	-0.649990916767732	0.0672653934928603	-0.414460437592801	0.257828210377122	-0.440101027852879	0.235338952336876	-1.23149902756051	0.00112149456743714	-0.410303729470902	0.267726791797289	3	3	3	3	3	3	3	3
YDL161W	YDL161W	NA	NA	YDL161W	-0.147844332192208	0.879791272919074	-0.641689632596244	0.442094209049431	-0.151875529587125	0.864959326142574	-0.130125550914045	0.895936850664334	-0.745993427291699	0.351989066960913	-1.03446902171424	0.134427862990125	0.361043426594639	0.661113274745084	3	3	3	3	3	3	3	3
YDL164C	YDL164C	NA	NA	YDL164C	-1.12435598242681	0.342650556962719	-0.932908404346522	0.344811365268028	-1.3099149487046	0.254559718668369	-1.16721812476288	0.316824343177099	-0.597761769806544	0.537869356909973	-1.19218195068856	0.249371203546919	-1.05799703483464	0.274760792946428	2	1	1	1	1	2	2	2
YDL165W	YDL165W	NA	NA	YDL165W	-1.0476751636734	0.0672479170171582	-0.762956204872121	0.17951872450755	-0.782779130036189	0.142252681563077	-1.30856068677957	0.0275732035240124	-0.561492243897523	0.417085029431954	-0.785055444828999	0.132082786116019	-1.038310351681	0.0775844885850409	1	3	3	3	2	2	1	3
YDL166C	YDL166C	NA	NA	YDL166C	-0.139213889692074	0.886234307642397	-1.05359457018071	0.182682387893332	-0.542634741198957	0.491917095369767	-0.0121553767398186	0.991035821827281	-0.187651527808107	0.844708447571773	-1.32577014807952	0.0545334185784554	-0.796596357577842	0.306874868247942	3	3	3	3	3	3	3	3
YDL167C	YDL167C	NA	NA	YDL167C	-0.15105392838599	0.95870241728727	0.296026397024852	0.916604045264476	-0.632786563257464	0.775453413229604	1.02034705241571	0.590679297192847	-Inf	0	0.903747013827259	0.654650766586087	-0.578224976909608	0.801913069758057	0	1	2	1	1	1	2	1
YDL168W	YDL168W	NA	NA	YDL168W	-0.187115807435434	0.537119546600809	0.0750840880409645	0.828362117110854	-0.295945054186709	0.273541339580479	-0.0884539546494402	0.783097623903672	-0.298920225050402	0.293864116665962	-0.436639526736358	0.0783785127274158	-0.193335156722481	0.506979094613353	3	3	3	3	3	3	3	3
YDL171C	YDL171C	NA	NA	YDL171C	-0.0336491928271921	0.910955268540235	-0.385319435572035	0.108668413759089	-1.13752568544855	8.65932502040856e-05	-0.139555239310095	0.574783151774177	0.0733309091549543	0.8023358533963	-0.473313061530396	0.026860397264141	1.22385828645757	4.61236343077027e-05	3	3	3	3	3	3	3	3
YDL173W	YDL173W	NA	NA	YDL173W	-1.80208674271178	0.0161133215993572	-0.719180523618096	0.346343464106084	-0.298349033944633	0.701184920488779	-0.259082979085359	0.754570656480198	0.778811560907676	0.294286783838901	-0.288450954055686	0.682201691465239	-1.96701844919342	0.00865996882904483	3	3	3	3	3	3	3	3
YDL174C	YDL174C	NA	NA	YDL174C	-0.918398341866397	0.0790859916556692	0.0609107317252928	0.933200736955131	1.13032775094994	0.0269757235285785	-0.0568463358810898	0.93591514000298	1.16030447530533	0.0263754559844808	-0.255129397034079	0.606182678821805	-1.21320631472362	0.0207117689151448	3	3	3	3	3	3	3	3
YDL178W	YDL178W	NA	NA	YDL178W	-0.779480250072673	0.0405717807398188	-0.82521574973863	0.0388906155051797	0.00431688677235809	0.991169799706481	-0.0595112986090319	0.900908707582439	0.392869250825044	0.308802334268462	0.263914538868893	0.4424207396462	-0.7562228430974	0.0430345217381152	3	3	3	3	3	3	3	3
YDL181W	YDL181W	NA	NA	YDL181W	-Inf	0	-1.5555134466204	0.0488402453916071	1.96990300531021	0.00529185566301857	0.0131972235196248	0.990340969596192	3.83211306303592	3.70669703591453e-05	2.18554195611044	0.00168060415946996	-1.70225774168422	0.0139062581242581	3	0	3	3	3	3	3	2
YDL182W	YDL182W	NA	NA	YDL182W	1.67580725041878	0.00493637149433259	1.63551891954244	0.00799384631790736	0.207623959104693	0.724256758598119	2.70277830423772	0.000200615941714429	1.68237064313062	0.00436656448238045	2.19354597543288	0.000333019502118981	0.692266972167693	0.213080761006513	3	3	3	3	3	3	2	3
YDL185W	YDL185W	NA	NA	YDL185W	-0.489568847958226	0.00989752528736662	-0.423182367305217	0.027054228868864	-0.140405893065056	0.442348002420374	-0.36059751153558	0.0467650522026324	-0.476157876038202	0.0105441664587043	-0.787214350647347	0.000138403535660145	-0.382469228670612	0.0335793997575692	3	3	3	3	3	3	3	3
YDL188C	YDL188C	NA	NA	YDL188C	-1.20883732727439	0.0918206386140929	-0.513645291120308	0.502184705643151	0.0216755223050145	0.98115679330285	-0.482166440075314	0.511918004473918	-0.0695833467458589	0.941525263714876	-0.72182065082849	0.311089209067947	-0.191214227550699	0.812792028339546	3	3	3	3	2	3	3	3
YDL189W	YDL189W	NA	NA	YDL189W	-0.22813740144118	0.769006837546201	-0.225062811085316	0.715464593953908	-0.0904192213872565	0.866254824449763	-0.000302076468726042	0.999739944283432	-0.500340379637349	0.365300033028505	-0.626410858838763	0.305381387819536	-0.0795868685878379	0.882165703944835	2	1	2	3	1	3	3	2
YDL190C	YDL190C	NA	NA	YDL190C	-Inf	0	-0.478656192422345	0.545507498066203	0.562092666178763	0.439710112945726	-0.132599704658462	0.88097505478112	-0.0709636328053082	0.932802337534522	-Inf	0	0.386723936753436	0.563012372716521	3	0	2	2	0	3	3	2
YDL192W	YDL192W	NA	NA	YDL192W	-0.380650598464057	0.487869056318785	-0.945205308339722	0.0772734454746438	-0.748577592525231	0.129924956615311	-0.492551404564218	0.348240487428746	0.851052270030167	0.0965539753390893	-0.689213836402782	0.132438347688571	0.114476326215368	0.844526182986034	3	3	3	3	3	3	3	3
YDL193W	YDL193W	NA	NA	YDL193W	-0.000832920993475965	0.999669647416147	0.462227973460756	0.815121530081172	-0.314557450582392	0.857491758775716	-Inf	0	0.364475969711833	0.852589499240214	-Inf	0	-Inf	0	1	2	0	1	0	0	1	1
YDL195W	YDL195W	NA	NA	YDL195W	-0.587391172973927	0.000905145926086703	-0.612627673602548	0.000896996832831292	-0.324838747263913	0.0315925407593822	-0.429127808091071	0.00895187065294996	-0.167892830234354	0.287712050786752	-0.968126683804277	4.65387457725582e-06	-1.10315790693883	1.84381529351185e-06	3	3	3	3	3	3	3	3
YDL198C	YDL198C	NA	NA	YDL198C	-0.759581021500486	0.0682095207898094	0.0619691467545758	0.915956062119736	-0.365600851937626	0.370941204465986	2.95995880922022	2.0964743997291e-06	0.154463006299011	0.755725975027281	1.01064426329127	0.00966564500597982	1.8328401207166	0.000235664228413412	3	3	3	3	3	3	3	3
YDL201W	YDL201W	NA	NA	YDL201W	0.336026302606745	0.474356125009151	-0.501828607744865	0.272106200401274	-0.876092600664132	0.0406181299361052	-0.0993066130008626	0.854427940197312	-1.75773509026065	0.000500736617395585	-1.5145878358475	0.000910314966575335	0.194918778566245	0.675462372307385	3	3	3	3	3	3	3	3
YDL202W	YDL202W	NA	NA	YDL202W	-0.804041757277268	0.42230828081088	-0.16471520725418	0.892539831666848	0.911297979936558	0.222792087658747	-Inf	0	1.22792331762484	0.0903489250211712	0.294069559668547	0.640174152528951	-0.0984679932571285	0.926902170119537	3	1	0	2	3	1	3	1
YDL203C	YDL203C	NA	NA	YDL203C	Inf	0	Inf	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	0	0	0	0	1
YDL204W	YDL204W	NA	NA	YDL204W	-0.151844351077322	0.5175598976702	-Inf	0	3.10153536639321	0.000204864123549674	-Inf	0	0.600583708980105	0.0286043686423888	-Inf	0	0.148258363640927	0.51337311133608	3	1	0	3	0	1	1	0
YDL205C	YDL205C	NA	NA	YDL205C	-0.669884597505764	0.133990065007051	-1.35013386150103	0.00599252435199249	-0.461969902487462	0.282499160962113	0.0494240660080951	0.934511920792451	0.430425589155119	0.341994035128864	-0.0917013425318973	0.840232733504023	-0.506717502126192	0.257117053350025	3	3	3	3	3	3	3	3
YDL207W	YDL207W	NA	NA	YDL207W	NA	NA	NA	NA	NA	NA	Inf	0	NA	NA	NA	NA	Inf	0	0	0	1	0	0	1	0	0
YDL208W	YDL208W	NA	NA	YDL208W	0.441699320369282	0.574095470064883	-0.429871730955874	0.589432399295142	-0.583460068874347	0.418685059130067	0.155363951148301	0.860747821556871	-0.190447582574493	0.833789826603071	-0.83440274275468	0.193706701434864	0.53568776428026	0.473790765705477	3	3	3	3	3	3	3	3
YDL209C	YDL209C	NA	NA	YDL209C	-Inf	0	-Inf	0	-Inf	0	-Inf	0	-Inf	0	-Inf	0	-Inf	0	0	0	0	0	0	0	2	0
YDL212W	YDL212W	NA	NA	YDL212W	0.476213634916135	0.600666676149261	-0.681980813259393	0.311034245032965	-0.906849379825353	0.19063382570259	-0.546329659482534	0.39757709527079	-0.990818144731593	0.171390538008209	-0.815880141789224	0.28660128515704	-Inf	0	2	1	3	2	1	0	2	3
YDL213C	YDL213C	NA	NA	YDL213C	-0.514189656450596	0.151770320102165	-0.430535836608032	0.238351267706653	-0.537225218010997	0.114874012883154	-0.889845190995464	0.0155871149575783	-1.19262857584597	0.00188502409030044	-1.03887799642645	0.00275772486533057	-0.403229822844063	0.258138134809828	3	3	3	3	3	3	3	3
YDL215C	YDL215C	NA	NA	YDL215C	-Inf	0	0.100876797898408	0.953434138471188	0.629646248013337	0.674013235517787	1.66962160802624	0.360463017908333	1.04361654706514	0.454997061400173	-Inf	0	-Inf	0	3	0	1	2	0	0	2	3
YDL219W	YDL219W	NA	NA	YDL219W	-0.332663849511545	0.748007271631887	0.244009706057276	0.8258339171574	0.0633942276789753	0.959974393204255	0.422786342577262	0.662574656960167	-0.429925299666459	0.675778318558945	-0.787349660693241	0.32740051609333	-0.0843358465458527	0.932717319569444	3	3	3	2	3	3	3	3
YDL222C	YDL222C	NA	NA	YDL222C	NA	NA	NA	NA	Inf	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	2	0	0	0	0
YDL223C	YDL223C	NA	NA	YDL223C	0.0537373154783429	0.919621559693361	0.261185013050437	0.560609230436873	5.10882785207683	5.15659395183832e-08	0.150234690363397	0.743565718967667	0.454688470101175	0.277344610983291	0.817132616306575	0.0306561320918791	0.0880720525843177	0.88785131850948	3	3	3	3	3	1	2	3
YDL224C	YDL224C	NA	NA	YDL224C	-Inf	0	0.191929255987542	0.857647134151697	0.404598612288082	0.54208253712096	-Inf	0	0.0697754359041216	0.939094549968574	-0.0446322807569432	0.954275453498599	-0.273220503036574	0.716569731473065	2	0	0	3	2	2	2	1
YDL225W	YDL225W	NA	NA	YDL225W	-0.969004597584326	0.00842789197220917	-0.96750951286563	0.0106249626514975	-0.59451970903347	0.0755174134686441	-0.30355128421099	0.393304586334351	-0.921521423922687	0.010129102459521	-0.93418644694566	0.00524776593169539	-1.24419096372887	0.00131123875284592	3	3	3	3	3	3	3	3
