Protein	Gene	ProteinName	EntrezID	ProteinCopy	Label	log2FC	SE	Tvalue	DF	pvalue	adj.pvalue	issue	MissingPercentage	ImputationPercentage
YGL049C	YGL049C	NA	NA	YGL049C	SSY5-WT	-1.16592835719242	0.402837212386901	-2.89429159308305	16	0.0105654193778966	0.0457834839708851	NA	0.677777777777778	0.544444444444444
YGL049C	YGL049C	NA	NA	YGL049C	SAP155-WT	-1.36276384039893	0.402837212386901	-3.38291448380413	16	0.00379451564687106	0.0133693065867162	NA	0.688888888888889	0.555555555555556
YGL049C	YGL049C	NA	NA	YGL049C	POP1-WT	-0.521629842030731	0.402837212386901	-1.29488991084006	16	0.213732986393267	0.387576610269312	NA	0.6	0.466666666666667
YGL050W	YGL050W	NA	NA	YGL050W	RAS21-WT	-1.01713067361456	0.550443448636457	-1.84783864016215	8	0.101813772472236	0.252225045808932	NA	0.833333333333333	0.25
YGL050W	YGL050W	NA	NA	YGL050W	RAS22-WT	-0.723921395254379	0.550443448636457	-1.31516034398748	8	0.224899277144871	0.385739129037412	NA	0.791666666666667	0.208333333333333
YGL050W	YGL050W	NA	NA	YGL050W	SIT4-WT	-1.15319576079701	0.550443448636457	-2.09503040440154	8	0.0694724582752593	0.183912685033416	NA	0.833333333333333	0.25
YGL050W	YGL050W	NA	NA	YGL050W	IRA2-WT	-0.703254200807241	0.492331587568213	-1.42841576401962	8	0.19102769911008	0.368756001446674	NA	0.791666666666667	0.291666666666667
YGL050W	YGL050W	NA	NA	YGL050W	POP1-WT	-1.25705786351931	0.696262008323644	-1.80543796515032	8	0.10864603535597	0.246310565114219	NA	0.854166666666667	0.1875
YGL050W	YGL050W	NA	NA	YGL050W	SAP155-WT	-1.40662164095356	0.550443448636457	-2.55543352262255	8	0.0338869055684801	0.0756275630277159	NA	0.833333333333333	0.25
YGL050W	YGL050W	NA	NA	YGL050W	SSY5-WT	-1.59878957546291	0.696262008323644	-2.29624703969162	8	0.0507673767973844	0.145315794135632	NA	0.854166666666667	0.1875
YGL054C	YGL054C	NA	NA	YGL054C	RAS21-WT	-0.926901861286733	0.474307274483886	-1.95422231779037	6	0.0984808015293912	0.247383773441831	NA	0.5	0
YGL054C	YGL054C	NA	NA	YGL054C	SIT4-WT	-1.57934903579417	0.387270267925242	-4.07815721112638	6	0.00651560487820935	0.0328563609101159	NA	0.333333333333333	0
YGL054C	YGL054C	NA	NA	YGL054C	IRA2-WT	-0.627224951976952	0.387270267925242	-1.61960523160542	6	0.156444311163702	0.323769397149647	NA	0.333333333333333	0
YGL054C	YGL054C	NA	NA	YGL054C	SAP155-WT	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.666666666666667	0
YGL054C	YGL054C	NA	NA	YGL054C	RAS22-WT	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.666666666666667	0
YGL054C	YGL054C	NA	NA	YGL054C	POP1-WT	-1.06750153276639	0.387270267925242	-2.75647686171575	6	0.0330075240854433	0.107729281365482	NA	0.333333333333333	0
YGL054C	YGL054C	NA	NA	YGL054C	SSY5-WT	-1.0181244689971	0.353527769322874	-2.87989956474185	6	0.0280614213873969	0.0941415427190088	NA	0.166666666666667	0
YGL055W	YGL055W	NA	NA	YGL055W	RAS21-WT	-0.277461995167968	0.424837439957584	-0.653101560906849	16	0.522965605535479	0.702883681704186	NA	0.642857142857143	0.571428571428571
YGL055W	YGL055W	NA	NA	YGL055W	POP1-WT	-0.191315618611979	0.424837439957585	-0.450326644071388	16	0.658516942857947	0.792322998010505	NA	0.595238095238095	0.523809523809524
YGL055W	YGL055W	NA	NA	YGL055W	IRA2-WT	-0.0241795518599656	0.424837439957585	-0.05691483279435	16	0.955317751279164	0.978990051709853	NA	0.630952380952381	0.55952380952381
YGL055W	YGL055W	NA	NA	YGL055W	SAP155-WT	-0.346969984038994	0.424837439957584	-0.816712350195962	16	0.426086576851362	0.553385951773102	NA	0.630952380952381	0.55952380952381
YGL055W	YGL055W	NA	NA	YGL055W	SIT4-WT	-0.689373518581687	0.424837439957585	-1.62267600202683	16	0.12419451323511	0.277344610983291	NA	0.678571428571429	0.607142857142857
YGL055W	YGL055W	NA	NA	YGL055W	RAS22-WT	-0.318258826847528	0.424837439957585	-0.749130836677913	16	0.464650395917953	0.626604266460784	NA	0.619047619047619	0.547619047619048
YGL055W	YGL055W	NA	NA	YGL055W	SSY5-WT	-0.465889853687699	0.424837439957585	-1.09663087541016	16	0.289034342113796	0.469680805934919	NA	0.642857142857143	0.571428571428571
YGL056C	YGL056C	NA	NA	YGL056C	RAS21-WT	0.415122226376486	0.294034368672751	1.41181532026449	10	0.188355630292637	0.374920240328925	NA	0.785714285714286	0.380952380952381
YGL056C	YGL056C	NA	NA	YGL056C	IRA2-WT	0.152255683550258	0.294034368672751	0.517815941849006	10	0.615847947955187	0.764328073759235	NA	0.833333333333333	0.428571428571429
YGL056C	YGL056C	NA	NA	YGL056C	RAS22-WT	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.904761904761905	0.261904761904762
YGL056C	YGL056C	NA	NA	YGL056C	SAP155-WT	-0.798469467081644	0.262992334429402	-3.03609407024746	10	0.0125459410573467	0.0337678613982261	NA	0.833333333333333	0.547619047619048
YGL056C	YGL056C	NA	NA	YGL056C	SIT4-WT	0.508036747045243	0.262992334429402	1.93175496216458	10	0.0821953564611109	0.205448836120794	NA	0.666666666666667	0.380952380952381
YGL056C	YGL056C	NA	NA	YGL056C	SSY5-WT	0.11814701831536	0.262992334429402	0.449241300404044	10	0.662837008237657	0.788696205409552	NA	0.80952380952381	0.523809523809524
YGL056C	YGL056C	NA	NA	YGL056C	POP1-WT	-0.405992259923708	0.371927326150221	-1.09159029567977	10	0.300614495128344	0.480172286052789	NA	0.880952380952381	0.357142857142857
YGL057C	YGL057C	NA	NA	YGL057C	SAP155-WT	0.447913776151601	0.373466916032364	1.19933990649063	12	0.253541764589912	0.373437199886543	NA	0.5	0.333333333333333
YGL057C	YGL057C	NA	NA	YGL057C	SIT4-WT	0.995284284404261	0.373466916032364	2.66498648656207	12	0.020600736616093	0.078237282268467	NA	0.416666666666667	0.25
YGL057C	YGL057C	NA	NA	YGL057C	RAS21-WT	0.838951335812829	0.409112508785627	2.05066165858164	12	0.0627983107977017	0.182682387893332	NA	0.583333333333333	0.25
YGL057C	YGL057C	NA	NA	YGL057C	IRA2-WT	-0.135433687719442	0.373466916032364	-0.362639050222338	12	0.723181252113154	0.840267740550522	NA	0.583333333333333	0.416666666666667
YGL057C	YGL057C	NA	NA	YGL057C	POP1-WT	0.596398449593131	0.373466916032364	1.5969244503078	12	0.136265851783996	0.284308966930367	NA	0.583333333333333	0.416666666666667
YGL057C	YGL057C	NA	NA	YGL057C	RAS22-WT	1.17605444544018	0.373466916032364	3.14901908296011	12	0.00839019922692619	0.0354080508551456	NA	0.5	0.333333333333333
YGL057C	YGL057C	NA	NA	YGL057C	SSY5-WT	0.446881382861204	0.501058446957343	0.891874761467195	12	0.389993700989242	0.563012372716521	NA	0.75	0.25
YGL058W	YGL058W	NA	NA	YGL058W	POP1-WT	-0.115077262280684	0.709801046924738	-0.16212608135655	3	0.881510970046233	0.939539235340788	NA	0.5	0.166666666666667
YGL058W	YGL058W	NA	NA	YGL058W	SAP155-WT	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.583333333333333	0.0833333333333333
YGL058W	YGL058W	NA	NA	YGL058W	SSY5-WT	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.583333333333333	0.0833333333333333
YGL058W	YGL058W	NA	NA	YGL058W	SIT4-WT	-0.179004235491208	0.709801046924738	-0.252189308915162	3	0.817185421873178	0.903461277396613	NA	0.5	0.166666666666667
YGL058W	YGL058W	NA	NA	YGL058W	IRA2-WT	-0.279526573651792	0.561146998463556	-0.498134311360745	3	0.65261723137542	0.792231862963197	NA	0.416666666666667	0.25
YGL058W	YGL058W	NA	NA	YGL058W	RAS22-WT	-0.52677294849609	0.709801046924738	-0.742141689954348	3	0.511824616452074	0.66826637808454	NA	0.5	0.166666666666667
YGL058W	YGL058W	NA	NA	YGL058W	RAS21-WT	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.583333333333333	0.0833333333333333
YGL061C	YGL061C	NA	NA	YGL061C	RAS22-WT	1.42342512257757	0.338252921083341	4.20816801232251	7	0.00399482085595526	0.0206399077557688	NA	0.666666666666667	0
YGL061C	YGL061C	NA	NA	YGL061C	POP1-WT	1.42254364162298	0.308781258365601	4.60696238221384	7	0.00246380475172936	0.0179759349217942	NA	0.583333333333333	0
YGL061C	YGL061C	NA	NA	YGL061C	SIT4-WT	2.16730684649543	0.308781258365601	7.01890671074768	7	0.000208034056460082	0.00247827726893043	NA	0.583333333333333	0
YGL061C	YGL061C	NA	NA	YGL061C	RAS21-WT	-1.21800967582615	0.414273530330046	-2.94010982274387	7	0.0217098663378679	0.0906757624960767	NA	0.75	0
YGL061C	YGL061C	NA	NA	YGL061C	SSY5-WT	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.833333333333333	0
YGL061C	YGL061C	NA	NA	YGL061C	SAP155-WT	1.30158624954628	0.338252921083341	3.84796750720621	7	0.00630903512892145	0.02015303612653	NA	0.666666666666667	0
YGL061C	YGL061C	NA	NA	YGL061C	IRA2-WT	0.187028225120987	0.414273530330046	0.451460717202918	7	0.665312414364783	0.80166039064201	NA	0.75	0
YGL062W	YGL062W	NA	NA	YGL062W	RAS22-WT	0.346979103019753	0.452353928572246	0.76705225953252	16	0.454220978713266	0.618657321417432	NA	0.59375	0.59375
YGL062W	YGL062W	NA	NA	YGL062W	RAS21-WT	0.565060093299028	0.452353928572245	1.24915482680235	16	0.229575183954641	0.423727304991961	NA	0.59375	0.59375
YGL062W	YGL062W	NA	NA	YGL062W	POP1-WT	0.520796849490345	0.452353928572246	1.15130391623684	16	0.266522063972932	0.446959118746246	NA	0.625	0.625
YGL062W	YGL062W	NA	NA	YGL062W	SAP155-WT	-0.784125835958477	0.452353928572245	-1.73343434516728	16	0.102242826283204	0.18346021612955	NA	0.6875	0.6875
YGL062W	YGL062W	NA	NA	YGL062W	IRA2-WT	0.395976000413347	0.452353928572246	0.875367661032938	16	0.394325392988379	0.585786979606953	NA	0.604166666666667	0.604166666666667
YGL062W	YGL062W	NA	NA	YGL062W	SIT4-WT	1.47920563094723	0.452353928572246	3.27001831423463	16	0.00481385222118869	0.0263191036177411	NA	0.479166666666667	0.479166666666667
YGL062W	YGL062W	NA	NA	YGL062W	SSY5-WT	1.96908512155371	0.452353928572246	4.35297451216724	16	0.000493155452149008	0.00482712160221146	NA	0.46875	0.46875
YGL065C	YGL065C	NA	NA	YGL065C	SAP155-WT	NA	NA	NA	NA	NA	NA	completeMissing	1	0
YGL065C	YGL065C	NA	NA	YGL065C	RAS22-WT	NA	NA	NA	NA	NA	NA	completeMissing	1	0
YGL065C	YGL065C	NA	NA	YGL065C	POP1-WT	NA	NA	NA	NA	NA	NA	completeMissing	1	0
YGL065C	YGL065C	NA	NA	YGL065C	SIT4-WT	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.833333333333333	0
YGL065C	YGL065C	NA	NA	YGL065C	SSY5-WT	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.916666666666667	0
YGL065C	YGL065C	NA	NA	YGL065C	RAS21-WT	NA	NA	NA	NA	NA	NA	completeMissing	1	0
YGL065C	YGL065C	NA	NA	YGL065C	IRA2-WT	NA	NA	NA	NA	NA	NA	completeMissing	1	0
YGL066W	YGL066W	NA	NA	YGL066W	SIT4-WT	0.706400695738736	0.219953898799899	3.21158524396686	3	0.0488970395100208	0.143486566788163	NA	0.805555555555556	0.25
YGL066W	YGL066W	NA	NA	YGL066W	RAS22-WT	0.248995688638551	0.269387409497761	0.924303363333767	3	0.423501235443061	0.592429861948483	NA	0.888888888888889	0.222222222222222
YGL066W	YGL066W	NA	NA	YGL066W	IRA2-WT	-0.233926227938148	0.269387409497761	-0.868363626846088	3	0.449085986029118	0.631809407886037	NA	0.916666666666667	0.25
YGL066W	YGL066W	NA	NA	YGL066W	SAP155-WT	-0.103965046244284	0.269387409497761	-0.385931348603536	3	0.725289246679072	0.81454084160825	NA	0.916666666666667	0.25
YGL066W	YGL066W	NA	NA	YGL066W	RAS21-WT	-0.100352489898718	0.269387409497761	-0.372521084358815	3	0.734265871062343	0.85352886076289	NA	0.916666666666667	0.25
YGL066W	YGL066W	NA	NA	YGL066W	POP1-WT	-0.348442616325739	0.219953898799899	-1.58416203680359	3	0.211325388256519	0.385312493104078	NA	0.888888888888889	0.333333333333333
YGL066W	YGL066W	NA	NA	YGL066W	SSY5-WT	-0.219705447754563	0.269387409497761	-0.815574299348944	3	0.474475425269412	0.633988576805382	NA	0.916666666666667	0.25
YGL067W	YGL067W	NA	NA	YGL067W	RAS22-WT	-0.991788671980741	0.639136169261826	-1.55176427133863	9	0.155133811379947	0.29444642802251	NA	0.833333333333333	0.5
YGL067W	YGL067W	NA	NA	YGL067W	POP1-WT	-0.539532551532704	0.505281507465567	-1.06778606293932	9	0.313419988833451	0.494591061058878	NA	0.777777777777778	0.611111111111111
YGL067W	YGL067W	NA	NA	YGL067W	SAP155-WT	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.861111111111111	0.361111111111111
YGL067W	YGL067W	NA	NA	YGL067W	IRA2-WT	0.0716012247012968	0.45193751938663	0.158431689403602	9	0.87761461416477	0.936142954873054	NA	0.694444444444444	0.694444444444444
YGL067W	YGL067W	NA	NA	YGL067W	SIT4-WT	-0.106361395499151	0.45193751938663	-0.235345354029257	9	0.819208404132115	0.903805906812326	NA	0.694444444444444	0.694444444444444
YGL067W	YGL067W	NA	NA	YGL067W	RAS21-WT	0.00940811446803148	0.505281507465567	0.0186195503477289	9	0.985550856605899	0.990281500717608	NA	0.75	0.583333333333333
YGL067W	YGL067W	NA	NA	YGL067W	SSY5-WT	-0.579934304368175	0.505281507465567	-1.14774496157015	9	0.280666473844361	0.459071768489859	NA	0.777777777777778	0.611111111111111
YGL068W	YGL068W	NA	NA	YGL068W	RAS22-WT	-0.245919546972963	0.409537410889115	-0.60048127578642	16	0.556596348941522	0.701210530291575	NA	0.361111111111111	0.194444444444444
YGL068W	YGL068W	NA	NA	YGL068W	POP1-WT	-1.24936495614367	0.409537410889115	-3.05067357199742	16	0.0076280046879118	0.038874687825485	NA	0.444444444444444	0.277777777777778
YGL068W	YGL068W	NA	NA	YGL068W	SAP155-WT	-0.444369104076527	0.409537410889115	-1.08505130974919	16	0.293977911631261	0.416253434336706	NA	0.361111111111111	0.194444444444444
YGL068W	YGL068W	NA	NA	YGL068W	RAS21-WT	-0.697553795569283	0.409537410889115	-1.70327246552367	16	0.107859175057279	0.261642944779777	NA	0.388888888888889	0.222222222222222
YGL068W	YGL068W	NA	NA	YGL068W	SIT4-WT	0.325846670821597	0.409537410889115	0.795645677678569	16	0.437883479101922	0.63247129879182	NA	0.333333333333333	0.166666666666667
YGL068W	YGL068W	NA	NA	YGL068W	SSY5-WT	-1.45224146400927	0.409537410889115	-3.54605324299049	16	0.00268883591949765	0.0168203871054289	NA	0.444444444444444	0.277777777777778
YGL068W	YGL068W	NA	NA	YGL068W	IRA2-WT	-0.999860946313282	0.409537410889115	-2.44143982876329	16	0.0266247874121595	0.0987302147198618	NA	0.388888888888889	0.222222222222222
YGL070C	YGL070C	NA	NA	YGL070C	RAS22-WT	-1.01995619517481	0.402338184634353	-2.53507182297834	15	0.0228643046163683	0.073889663953283	NA	0.333333333333333	0.333333333333333
YGL070C	YGL070C	NA	NA	YGL070C	SIT4-WT	-1.85244786975483	0.449827765393138	-4.11812700831359	15	0.000912126813006564	0.0074024791668064	NA	0.5	0.333333333333333
YGL070C	YGL070C	NA	NA	YGL070C	RAS21-WT	-1.14469848503253	0.402338184634353	-2.84511520096667	15	0.0122872989035807	0.0643035309287391	NA	0.333333333333333	0.333333333333333
YGL070C	YGL070C	NA	NA	YGL070C	IRA2-WT	-1.33879939429791	0.402338184634353	-3.32754743503805	15	0.00459202751681875	0.0275910316434355	NA	0.375	0.375
YGL070C	YGL070C	NA	NA	YGL070C	SSY5-WT	-1.37722838238947	0.402338184634353	-3.42306158099586	15	0.00377485420627188	0.0215607233383401	NA	0.333333333333333	0.333333333333333
YGL070C	YGL070C	NA	NA	YGL070C	SAP155-WT	-1.19541485439282	0.402338184634353	-2.97116928009012	15	0.0095149551670286	0.0269293286167543	NA	0.291666666666667	0.291666666666667
YGL070C	YGL070C	NA	NA	YGL070C	POP1-WT	-1.34702253480059	0.402338184634353	-3.34798581453254	15	0.00440349828361386	0.0265813112411351	NA	0.333333333333333	0.333333333333333
YGL071W	YGL071W	NA	NA	YGL071W	RAS22-WT	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.833333333333333	0
YGL071W	YGL071W	NA	NA	YGL071W	SIT4-WT	-0.194246442991577	NA	NA	0	NA	NA	NA	0.666666666666667	0
YGL071W	YGL071W	NA	NA	YGL071W	RAS21-WT	0.0985024966422161	NA	NA	0	NA	NA	NA	0.666666666666667	0
YGL071W	YGL071W	NA	NA	YGL071W	POP1-WT	1.53408795014073	NA	NA	0	NA	NA	NA	0.666666666666667	0
YGL071W	YGL071W	NA	NA	YGL071W	IRA2-WT	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.833333333333333	0
YGL071W	YGL071W	NA	NA	YGL071W	SSY5-WT	0.81212115061301	NA	NA	0	NA	NA	NA	0.666666666666667	0
YGL071W	YGL071W	NA	NA	YGL071W	SAP155-WT	0.690104264264967	NA	NA	0	NA	NA	NA	0.666666666666667	0
YGL073W	YGL073W	NA	NA	YGL073W	RAS22-WT	0.0112500478490635	0.805821548143092	0.013960966761174	3	0.989737665308032	0.99250450382926	NA	0.933333333333333	0.0666666666666667
YGL073W	YGL073W	NA	NA	YGL073W	SIT4-WT	-0.26565697899719	0.657950538896721	-0.403764361136712	3	0.713443463264146	0.83729202176873	NA	0.866666666666667	0.133333333333333
YGL073W	YGL073W	NA	NA	YGL073W	SSY5-WT	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.966666666666667	0.0333333333333333
YGL073W	YGL073W	NA	NA	YGL073W	IRA2-WT	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.966666666666667	0.0333333333333333
YGL073W	YGL073W	NA	NA	YGL073W	RAS21-WT	0.424086053881865	0.805821548143092	0.526277877352765	3	0.635122810387408	0.786312715472237	NA	0.9	0.0333333333333333
YGL073W	YGL073W	NA	NA	YGL073W	POP1-WT	-0.292021242609006	0.697861931608822	-0.418451314482497	3	0.703767967187259	0.8217234433778	NA	0.866666666666667	0.0666666666666667
YGL073W	YGL073W	NA	NA	YGL073W	SAP155-WT	0.096132427747584	0.805821548143092	0.11929741512759	3	0.912580022897494	0.945437597661056	NA	0.933333333333333	0.0666666666666667
YGL076C	YGL076C	NA	NA	YGL076C	RAS21-WT	-0.229601048564752	0.451841563519431	-0.50814503822174	15	0.618742334283396	0.77537166523333	NA	0	0
YGL076C	YGL076C	NA	NA	YGL076C	RAS22-WT	-0.881260007989813	0.451841563519431	-1.95037393445084	15	0.0700728047685919	0.168054262439288	NA	0	0
YGL076C	YGL076C	NA	NA	YGL076C	POP1-WT	-0.5233047735753	0.505174225544618	-1.03588969332538	15	0.316665858471364	0.497817945649988	NA	0.166666666666667	0
YGL076C	YGL076C	NA	NA	YGL076C	SIT4-WT	-0.213739102801758	0.451841563519431	-0.473039932707666	15	0.64299479283328	0.795624623375418	NA	0	0
YGL076C	YGL076C	NA	NA	YGL076C	SSY5-WT	0.0129371046170709	0.451841563519431	0.0286319490316533	15	0.977535602437653	0.986228320001771	NA	0	0
YGL076C	YGL076C	NA	NA	YGL076C	IRA2-WT	-0.188041415043218	0.451841563519431	-0.416166705821723	15	0.683181399868479	0.812196502605488	NA	0	0
YGL076C	YGL076C	NA	NA	YGL076C	SAP155-WT	-1.25093508970899	0.451841563519431	-2.76852594074204	15	0.0143413428722199	0.0375954725836827	NA	0	0
YGL078C	YGL078C	NA	NA	YGL078C	RAS22-WT	-0.681223051324325	0.292760694395346	-2.32689382272197	16	0.0334273275858776	0.098981155151107	NA	0.463541666666667	0.369791666666667
YGL078C	YGL078C	NA	NA	YGL078C	RAS21-WT	-0.396439807230805	0.292760694395346	-1.35414287102165	16	0.194508595757198	0.383639191801031	NA	0.442708333333333	0.348958333333333
YGL078C	YGL078C	NA	NA	YGL078C	POP1-WT	-0.59810077900444	0.292760694395346	-2.04296816633711	16	0.0578883783110724	0.156317477589182	NA	0.4375	0.34375
YGL078C	YGL078C	NA	NA	YGL078C	SAP155-WT	-0.74105519119681	0.292760694395346	-2.53126599773699	16	0.0222287236908092	0.0533004217863947	NA	0.473958333333333	0.380208333333333
YGL078C	YGL078C	NA	NA	YGL078C	IRA2-WT	0.0563095026813063	0.292760694395346	0.192339695045488	16	0.849896154552676	0.919621559693361	NA	0.390625	0.296875
YGL078C	YGL078C	NA	NA	YGL078C	SIT4-WT	-0.295626212822202	0.292760694395346	-1.00978792058399	16	0.327624910141489	0.528145184132493	NA	0.432291666666667	0.338541666666667
YGL078C	YGL078C	NA	NA	YGL078C	SSY5-WT	-0.240666082185391	0.292760694395346	-0.822057355351103	16	0.423126072328014	0.591334085403541	NA	0.4375	0.34375
YGL079W	YGL079W	NA	NA	YGL079W	RAS22-WT	-0.3560916378065	0.43226466582876	-0.823781506924195	15	0.422969003437858	0.592420292772287	NA	0.444444444444444	0.444444444444444
YGL079W	YGL079W	NA	NA	YGL079W	SIT4-WT	-0.895298017535721	0.483286588532169	-1.85251988939918	15	0.0837308891731476	0.208085281514511	NA	0.5	0.333333333333333
YGL079W	YGL079W	NA	NA	YGL079W	SAP155-WT	-0.447395375316939	0.43226466582876	-1.03500334559886	15	0.317066217527969	0.439408940526477	NA	0.388888888888889	0.388888888888889
YGL079W	YGL079W	NA	NA	YGL079W	RAS21-WT	-0.319905449517384	0.43226466582876	-0.740068469172803	15	0.470684084485184	0.656865789014879	NA	0.444444444444444	0.444444444444444
YGL079W	YGL079W	NA	NA	YGL079W	SSY5-WT	0.113170454568617	0.43226466582876	0.261808247388533	15	0.797030283161178	0.877311630404952	NA	0.444444444444444	0.444444444444444
YGL079W	YGL079W	NA	NA	YGL079W	POP1-WT	-1.07552895280588	0.43226466582876	-2.48812599739981	15	0.0250865973664745	0.0886226813216221	NA	0.444444444444444	0.444444444444444
YGL079W	YGL079W	NA	NA	YGL079W	IRA2-WT	0.212512171235559	0.43226466582876	0.491625126999727	15	0.630100513340154	0.774531613375303	NA	0.5	0.5
YGL082W	YGL082W	NA	NA	YGL082W	SIT4-WT	-0.873287255605173	0.641709214074834	-1.36087691504354	10	0.203431492037409	0.382557266344063	NA	0.770833333333333	0.354166666666667
YGL082W	YGL082W	NA	NA	YGL082W	RAS22-WT	-1.12227755062871	0.641709214074834	-1.7488880103533	10	0.110880200772247	0.235749520862923	NA	0.833333333333333	0.416666666666667
YGL082W	YGL082W	NA	NA	YGL082W	SSY5-WT	-1.85537369255915	0.785930068862881	-2.36073636327923	10	0.0399030882899514	0.121941045790865	NA	0.916666666666667	0.208333333333333
YGL082W	YGL082W	NA	NA	YGL082W	RAS21-WT	-1.00667550546129	0.641709214074834	-1.56874092405332	10	0.147779866076105	0.32196272643814	NA	0.791666666666667	0.375
YGL082W	YGL082W	NA	NA	YGL082W	POP1-WT	-0.311249968157482	0.641709214074834	-0.485032724060566	10	0.63810277985657	0.776400006606306	NA	0.729166666666667	0.3125
YGL082W	YGL082W	NA	NA	YGL082W	IRA2-WT	-1.6389174047883	0.680635405233308	-2.40792264432162	10	0.0368138444461867	0.125280028519799	NA	0.895833333333333	0.333333333333333
YGL082W	YGL082W	NA	NA	YGL082W	SAP155-WT	-1.24314225060534	0.680635405233308	-1.8264437039963	10	0.0977424254347781	0.177359941648542	NA	0.875	0.3125
YGL083W	YGL083W	NA	NA	YGL083W	RAS22-WT	-0.319219003254279	0.626873971428181	-0.509223572526094	11	0.620655038503232	0.749540747850883	NA	0.791666666666667	0.125
YGL083W	YGL083W	NA	NA	YGL083W	SIT4-WT	-0.575838332394149	0.664900254219314	-0.86605220668815	11	0.404955451439122	0.6008919694132	NA	0.875	0.125
YGL083W	YGL083W	NA	NA	YGL083W	RAS21-WT	-0.831228590182692	0.626873971428181	-1.32598995662388	11	0.211718302735896	0.402999774908368	NA	0.833333333333333	0.166666666666667
YGL083W	YGL083W	NA	NA	YGL083W	POP1-WT	-0.93950907789191	0.626873971428181	-1.49872082860844	11	0.162084943540511	0.321702908352362	NA	0.833333333333333	0.166666666666667
YGL083W	YGL083W	NA	NA	YGL083W	SSY5-WT	-1.57647762339726	0.626873971428181	-2.51482386452517	11	0.028738876581949	0.0956429812647261	NA	0.833333333333333	0.166666666666667
YGL083W	YGL083W	NA	NA	YGL083W	SAP155-WT	-0.217070366111166	0.767760681515543	-0.282731808670735	11	0.782631858890342	0.8540050577598	NA	0.875	0.0416666666666667
YGL083W	YGL083W	NA	NA	YGL083W	IRA2-WT	-0.506458019957513	0.626873971428181	-0.807910430231567	11	0.436265412013891	0.621944151037452	NA	0.791666666666667	0.125
YGL084C	YGL084C	NA	NA	YGL084C	POP1-WT	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.833333333333333	0
YGL084C	YGL084C	NA	NA	YGL084C	RAS22-WT	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.833333333333333	0
YGL084C	YGL084C	NA	NA	YGL084C	IRA2-WT	0.201477306186927	0.72217251789299	0.27898777812088	1	0.826794970856746	0.903439197890936	NA	0.666666666666667	0
YGL084C	YGL084C	NA	NA	YGL084C	SIT4-WT	-0.0634410953305125	0.625419746410301	-0.101437627600732	1	0.935642934164145	0.966533293565745	NA	0.5	0
YGL084C	YGL084C	NA	NA	YGL084C	RAS21-WT	0.286042559910019	0.72217251789299	0.396086188303837	1	0.75991295096913	0.869699084584934	NA	0.666666666666667	0
YGL084C	YGL084C	NA	NA	YGL084C	SAP155-WT	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.833333333333333	0
YGL084C	YGL084C	NA	NA	YGL084C	SSY5-WT	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.833333333333333	0
YGL086W	YGL086W	NA	NA	YGL086W	SIT4-WT	-0.537214460760186	1.17562073628151	-0.45696238946873	7	0.661540896142094	0.806519248156123	NA	0.916666666666667	0.104166666666667
YGL086W	YGL086W	NA	NA	YGL086W	RAS22-WT	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.958333333333333	0.0208333333333333
YGL086W	YGL086W	NA	NA	YGL086W	RAS21-WT	-0.427003216246785	1.17562073628151	-0.36321511102075	7	0.727164823555164	0.849599086870033	NA	0.895833333333333	0.0833333333333333
YGL086W	YGL086W	NA	NA	YGL086W	SAP155-WT	0.184749188928469	1.17562073628151	0.157150331928332	7	0.879563137942651	0.924413136339828	NA	0.875	0.0625
YGL086W	YGL086W	NA	NA	YGL086W	SSY5-WT	-1.18775288696799	1.10838585963757	-1.07160595440686	7	0.319446653352827	0.502418933061535	NA	0.875	0.125
YGL086W	YGL086W	NA	NA	YGL086W	IRA2-WT	0.206618263544377	1.10838585963757	0.186413658878632	7	0.857407713845119	0.923793586078038	NA	0.895833333333333	0.145833333333333
YGL086W	YGL086W	NA	NA	YGL086W	POP1-WT	-1.08857084052267	1.35748989711407	-0.801899773130467	7	0.448972655436026	0.619642061081796	NA	0.9375	0.0625
YGL087C	YGL087C	NA	NA	YGL087C	IRA2-WT	-1.03451688614884	0.290922962450082	-3.55598223473455	16	0.00263302426942946	0.0179554913831433	NA	0.566666666666667	0.566666666666667
