geneSys	gene	log2FC_IRA2	log2FC_RAS21	log2FC_RAS22	log2FC_POP1	log2FC_SIT4	log2FC_SSY5	adj.p_IRA2	adj.p_RAS21	adj.p_RAS22	adj.p_POP1	adj.p_SIT4	adj.p_SSY5	log2FC.i_IRA2	log2FC.i_RAS21	log2FC.i_RAS22	log2FC.i_POP1	log2FC.i_SIT4	log2FC.i_SSY5	adj.p.i_IRA2	adj.p.i_RAS21	adj.p.i_RAS22	adj.p.i_POP1	adj.p.i_SIT4	adj.p.i_SSY5
YAL023C	PMT2	-0.647286933134352	-0.0685899319971435	-1.45875166124783	-1.08969844952116	-0.511929601185682	0.263808547334924	0.268626696723818	0.931365793552106	0.0113847675574942	0.0564459141512111	0.390679354189358	0.663206201421943	-0.647286933134352	-0.0685899319971435	-1.45875166124783	-1.08969844952116	-0.511929601185682	0.263808547334924	0.268626696723818	0.931365793552106	0.0113847675574942	0.0564459141512111	0.390679354189358	0.663206201421943
YAL025C	MAK16	-0.415414353573107	-0.665775872472395	-1.19214209380377	-1.83155753518926	-1.54116159355747	-0.970179697749948	0.516155543333129	0.280892965629933	0.0385128856653696	0.00447608450764565	0.011255017794932	0.0963712710822774	-0.415414353573107	-0.665775872472395	-1.19214209380377	-1.83155753518926	-1.54116159355747	-0.970179697749948	0.516155543333129	0.280892965629933	0.0385128856653696	0.00447608450764565	0.011255017794932	0.0963712710822774
YAL026C	DRS2	Inf	NA	Inf	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.4814656763262	NA	10.9995342084384	NA	NA	NA	0.041819	NA	0.0265407	NA	NA	NA
YAL029C	MYO4	-1.09605176649655	-1.85673230713496	-0.59141486012096	-0.859670317524057	-0.0395341729237828	-0.831633507081679	0.106729139662625	0.0126498042130192	0.318018513742908	0.152241969191301	0.959610871407369	0.167479185868722	-1.09605176649655	-1.85673230713496	-0.59141486012096	-0.859670317524057	-0.0395341729237828	-0.831633507081679	0.106729139662625	0.0126498042130192	0.318018513742908	0.152241969191301	0.959610871407369	0.167479185868722
YAL032C	PRP45	-Inf	-Inf	-Inf	-Inf	-1.6457099820507	-Inf	NA	NA	NA	NA	0.407641402299619	NA	-10.8222089411435	-10.4184789411435	-11.0642856078102	-9.43998894114351	-1.6457099820507	-9.77973560781017	0.0360062	0.0478316	0.0463121	0.0152952	0.407641402299619	0.0457449
YAL034W-A	MTW1	-Inf	-0.0590932319926857	0.115685596036752	0.229003783341401	-Inf	-0.46507884628774	NA	0.954693783833699	0.907712090899742	0.86181869141655	NA	0.603806859650554	-11.1991263424748	-0.0590932319926857	0.115685596036752	0.229003783341401	-9.45709634247482	-0.46507884628774	0.039133	0.954693783833699	0.907712090899742	0.86181869141655	0.0409694	0.603806859650554
YAL035W	FUN12	-0.190823612321463	-0.634150999165892	-1.15135513016234	-1.07536057457269	-0.317543553405431	0.029861737819335	0.411741400870951	0.00876088348628654	4.07378774472181e-5	1.73828243850657e-4	0.14983445210195	0.909616171179028	-0.190823612321463	-0.634150999165892	-1.15135513016234	-1.07536057457269	-0.317543553405431	0.029861737819335	0.411741400870951	0.00876088348628654	4.07378774472181e-5	1.73828243850657e-4	0.14983445210195	0.909616171179028
YAL036C	RBG1	-0.170108119210011	-0.953481303257546	-1.32495648506519	-0.937570137573926	-0.884704254610116	-0.764542845889439	0.571582022454432	0.00247310102883543	8.88812687244787e-5	0.00248312685340725	0.00267516802275138	0.0072369899937151	-0.170108119210011	-0.953481303257546	-1.32495648506519	-0.937570137573926	-0.884704254610116	-0.764542845889439	0.571582022454432	0.00247310102883543	8.88812687244787e-5	0.00248312685340725	0.00267516802275138	0.0072369899937151
YAL038W	CDC19	-0.273188170409707	-0.104354580319002	-0.265613293786882	-0.354152164837704	-0.0383464943197122	-0.325705123101682	0.0682095207898094	0.518724588421255	0.0643747021188302	0.0206337405872082	0.835941831748144	0.028223068244522	-0.273188170409707	-0.104354580319002	-0.265613293786882	-0.354152164837704	-0.0383464943197122	-0.325705123101682	0.0682095207898094	0.518724588421255	0.0643747021188302	0.0206337405872082	0.835941831748144	0.028223068244522
YAL039C	CYC3	-Inf	0.7554648382683	0.694428324410405	-0.231780156920974	0.853962367185805	-0.522876583074458	NA	0.231593200909293	0.242631402142014	0.758466746571026	0.162569067851556	0.401595797730645	-9.51162469087407	0.7554648382683	0.694428324410405	-0.231780156920974	0.853962367185805	-0.522876583074458	0.0497991	0.231593200909293	0.242631402142014	0.758466746571026	0.162569067851556	0.401595797730645
YAL041W	CDC24	-Inf	-1.3567313932826	-Inf	-Inf	-1.56275868316217	-Inf	NA	0.133762687902715	NA	NA	0.135407691396365	NA	-9.66299158894014	-1.3567313932826	-9.90506825560681	-8.28077158894014	-1.56275868316217	-8.62051825560681	0.0454624	0.133762687902715	0.043577	0.0220732	0.135407691396365	0.0483989
YAL042W	ERV46	0.515432753801676	0.511575793063607	-0.605476129984834	-1.22865553360961	0.430104047842005	-0.335779322521689	0.607592604981544	0.618543477920584	0.520017496730396	0.173932822595201	0.68486936299558	0.739926673882431	0.515432753801676	0.511575793063607	-0.605476129984834	-1.22865553360961	0.430104047842005	-0.335779322521689	0.607592604981544	0.618543477920584	0.520017496730396	0.173932822595201	0.68486936299558	0.739926673882431
YAL043C	PTA1	1.390729573558	0.598103693294797	0.589619465389117	0.635280803318402	NA	1.59620391747744	0.290211224174111	0.670261074475652	0.649110121627915	0.603404052629566	NA	0.224954553709597	1.390729573558	0.598103693294797	0.589619465389117	0.635280803318402	NA	1.59620391747744	0.290211224174111	0.670261074475652	0.649110121627915	0.603404052629566	NA	0.224954553709597
YAL044C	GCV3	-1.0096280055516	-0.957697317814244	-0.0279790749962586	1.0035930864017	-0.460523841061769	-0.719807422763343	2.63084397393124e-4	7.21474624393466e-4	0.918525549199165	3.76753032562141e-4	0.043462710764136	0.00329335173935193	-1.0096280055516	-0.957697317814244	-0.0279790749962586	1.0035930864017	-0.460523841061769	-0.719807422763343	2.63084397393124e-4	7.21474624393466e-4	0.918525549199165	3.76753032562141e-4	0.043462710764136	0.00329335173935193
YAL044W-A	BOL1	-1.00767990935319	0.107050267826458	0.067236783847761	-0.539749087025953	0.160864067031255	-0.644298781056906	0.468894221587374	0.945158288529017	0.965973027137587	0.670836611535635	0.919618950403356	0.59801822394507	-1.00767990935319	0.107050267826458	0.067236783847761	-0.539749087025953	0.160864067031255	-0.644298781056906	0.468894221587374	0.945158288529017	0.965973027137587	0.670836611535635	0.919618950403356	0.59801822394507
YAL046C	BOL3	-1.08947740251618	-0.512235973456131	0.458826253619732	-0.36112706722369	0.80477053614633	-0.52770600640614	0.154610162172654	0.572846244596732	0.551084441722072	0.656932552780951	0.294286783838901	0.499891174822757	-1.08947740251618	-0.512235973456131	0.458826253619732	-0.36112706722369	0.80477053614633	-0.52770600640614	0.154610162172654	0.572846244596732	0.551084441722072	0.656932552780951	0.294286783838901	0.499891174822757
YAL049C	AIM2	-1.74526435776763	-0.68497869552689	-0.783640445029551	-1.79987720761008	1.88694558747704e-4	-1.71640339586948	0.06890873532987	0.50763621829932	0.409733068845327	0.057740501077324403	0.999772332321621	0.0677246715684844	-1.74526435776763	-0.68497869552689	-0.783640445029551	-1.79987720761008	1.88694558747704e-4	-1.71640339586948	0.06890873532987	0.50763621829932	0.409733068845327	0.057740501077324403	0.999772332321621	0.0677246715684844
YAL053W	FLC2	0.0297610022133564	0.720605001769093	1.22026295633684	-0.0685154219892755	0.458059313290436	0.373228458408576	0.978499745490115	0.323784475310742	0.0805966610431105	0.957419055579378	0.580673335834095	0.602363536434672	0.0297610022133564	0.720605001769093	1.22026295633684	-0.0685154219892755	0.458059313290436	0.373228458408576	0.978499745490115	0.323784475310742	0.0805966610431105	0.957419055579378	0.580673335834095	0.602363536434672
YAL059W	ECM1	-0.690748137820703	-0.450858233264094	-0.90204072911393	-0.535734052197816	-0.101715364789809	0.15598708295593	0.439125771777268	0.634163174174839	0.269793591470693	0.540758653609231	0.927974945116394	0.872672660536375	-0.690748137820703	-0.450858233264094	-0.90204072911393	-0.535734052197816	-0.101715364789809	0.15598708295593	0.439125771777268	0.634163174174839	0.269793591470693	0.540758653609231	0.927974945116394	0.872672660536375
