RUN	Protein	LogIntensities	NumMeasuredFeature	MissingPercentage	more50missing	NumImputedFeature	originalRUN	GROUP	GROUP_ORIGINAL	SUBJECT_ORIGINAL	SUBJECT_NESTED	SUBJECT
16	YFL046W	28.0376467071637	1	0	FALSE	0	19	6	SIT4	SIT4-1	6.19	19
17	YFL046W	27.9125248417943	1	0	FALSE	0	20	6	SIT4	SIT4-2	6.20	20
18	YFL046W	28.0602520106955	1	0	FALSE	0	21	6	SIT4	SIT4-3	6.21	21
19	YFL046W	26.4195072654516	1	0	FALSE	0	13	7	SSY5	SSY5-1	7.13	13
20	YFL046W	27.2206212845893	1	0	FALSE	0	14	7	SSY5	SSY5-2	7.14	14
21	YFL046W	26.6865662916446	1	0	FALSE	0	15	7	SSY5	SSY5-3	7.15	15
22	YFL046W	26.5612238470671	1	0	FALSE	0	1	8	WT	WT-1	8.1	1
23	YFL046W	26.1652425643956	1	0	FALSE	0	2	8	WT	WT-2	8.2	2
24	YFL046W	27.0598955000592	1	0	FALSE	0	3	8	WT	WT-3	8.3	3
1	YFL047W	23.1985944494865	3	0.4	FALSE	2	4	1	IRA2	IRA2-1	1.4	4
2	YFL047W	20.8781734495459	1	0.8	TRUE	4	5	1	IRA2	IRA2-2	1.5	5
3	YFL047W	21.5510637077567	1	0.8	TRUE	4	6	1	IRA2	IRA2-3	1.6	6
4	YFL047W	22.5906967850659	2	0.6	TRUE	3	16	2	POP1	POP1-1	2.16	16
5	YFL047W	23.4046033261685	3	0.4	FALSE	2	17	2	POP1	POP1-2	2.17	17
6	YFL047W	22.9403500301764	2	0.6	TRUE	3	18	2	POP1	POP1-3	2.18	18
7	YFL047W	21.4947595413821	1	0.8	TRUE	4	7	3	RAS21	RAS21-1	3.7	7
8	YFL047W	21.7823018806916	2	0.6	TRUE	3	8	3	RAS21	RAS21-2	3.8	8
9	YFL047W	22.1759265957566	2	0.6	TRUE	3	9	3	RAS21	RAS21-3	3.9	9
10	YFL047W	21.2243690880883	1	0.8	TRUE	4	10	4	RAS22	RAS22-1	4.10	10
11	YFL047W	22.4717925842711	2	0.6	TRUE	3	11	4	RAS22	RAS22-2	4.11	11
12	YFL047W	22.059649953479	2	0.6	TRUE	3	12	4	RAS22	RAS22-3	4.12	12
13	YFL047W	21.9802312376868	2	0.6	TRUE	3	22	5	SAP155	SAP155-1	5.22	22
14	YFL047W	22.4651453365413	2	0.6	TRUE	3	23	5	SAP155	SAP155-2	5.23	23
15	YFL047W	21.7388576486674	1	0.8	TRUE	4	24	5	SAP155	SAP155-3	5.24	24
17	YFL047W	21.4489954090494	2	0.6	TRUE	3	20	6	SIT4	SIT4-2	6.20	20
18	YFL047W	21.6612150890362	2	0.6	TRUE	3	21	6	SIT4	SIT4-3	6.21	21
19	YFL047W	22.8828315099855	2	0.6	TRUE	3	13	7	SSY5	SSY5-1	7.13	13
20	YFL047W	23.3690801513333	3	0.4	FALSE	2	14	7	SSY5	SSY5-2	7.14	14
21	YFL047W	22.4834956122527	2	0.6	TRUE	3	15	7	SSY5	SSY5-3	7.15	15
22	YFL047W	21.3145028312078	1	0.8	TRUE	4	1	8	WT	WT-1	8.1	1
23	YFL047W	22.4339240570191	2	0.6	TRUE	3	2	8	WT	WT-2	8.2	2
24	YFL047W	22.4424310345582	2	0.6	TRUE	3	3	8	WT	WT-3	8.3	3
1	YFL048C	23.9385903849229	4	0.714285714285714	TRUE	10	4	1	IRA2	IRA2-1	1.4	4
2	YFL048C	23.9117587712714	5	0.642857142857143	TRUE	9	5	1	IRA2	IRA2-2	1.5	5
3	YFL048C	23.5760528671276	4	0.714285714285714	TRUE	10	6	1	IRA2	IRA2-3	1.6	6
4	YFL048C	23.1368314922878	3	0.785714285714286	TRUE	11	16	2	POP1	POP1-1	2.16	16
5	YFL048C	24.2519673450059	6	0.571428571428571	TRUE	8	17	2	POP1	POP1-2	2.17	17
6	YFL048C	23.6389572625926	4	0.714285714285714	TRUE	10	18	2	POP1	POP1-3	2.18	18
7	YFL048C	24.2141934982867	6	0.571428571428571	TRUE	8	7	3	RAS21	RAS21-1	3.7	7
8	YFL048C	24.5853871840763	7	0.5	TRUE	7	8	3	RAS21	RAS21-2	3.8	8
9	YFL048C	24.1753941798896	6	0.571428571428571	TRUE	8	9	3	RAS21	RAS21-3	3.9	9
10	YFL048C	22.5587115073182	1	0.928571428571429	TRUE	13	10	4	RAS22	RAS22-1	4.10	10
11	YFL048C	24.5128661486466	6	0.571428571428571	TRUE	8	11	4	RAS22	RAS22-2	4.11	11
12	YFL048C	23.758946587894	4	0.714285714285714	TRUE	10	12	4	RAS22	RAS22-3	4.12	12
13	YFL048C	23.2210256329374	4	0.714285714285714	TRUE	10	22	5	SAP155	SAP155-1	5.22	22
14	YFL048C	24.5325520682117	7	0.5	TRUE	7	23	5	SAP155	SAP155-2	5.23	23
15	YFL048C	22.8446517003816	2	0.857142857142857	TRUE	12	24	5	SAP155	SAP155-3	5.24	24
16	YFL048C	24.5838845202361	6	0.571428571428571	TRUE	8	19	6	SIT4	SIT4-1	6.19	19
17	YFL048C	24.485324648065	6	0.571428571428571	TRUE	8	20	6	SIT4	SIT4-2	6.20	20
18	YFL048C	24.8243926838532	8	0.428571428571429	FALSE	6	21	6	SIT4	SIT4-3	6.21	21
19	YFL048C	24.8497153895914	8	0.428571428571429	FALSE	6	13	7	SSY5	SSY5-1	7.13	13
20	YFL048C	24.5396881208861	6	0.571428571428571	TRUE	8	14	7	SSY5	SSY5-2	7.14	14
21	YFL048C	24.6707268973784	7	0.5	TRUE	7	15	7	SSY5	SSY5-3	7.15	15
22	YFL048C	23.8589505272535	5	0.642857142857143	TRUE	9	1	8	WT	WT-1	8.1	1
23	YFL048C	24.4445596043517	7	0.5	TRUE	7	2	8	WT	WT-2	8.2	2
24	YFL048C	24.634861419295	7	0.5	TRUE	7	3	8	WT	WT-3	8.3	3
1	YFR001W	25.82066943003	3	0.5	TRUE	3	4	1	IRA2	IRA2-1	1.4	4
2	YFR001W	24.413065207022	2	0.666666666666667	TRUE	4	5	1	IRA2	IRA2-2	1.5	5
3	YFR001W	25.3392056712052	3	0.5	TRUE	3	6	1	IRA2	IRA2-3	1.6	6
4	YFR001W	24.808575993063	2	0.666666666666667	TRUE	4	16	2	POP1	POP1-1	2.16	16
5	YFR001W	25.4433558898614	3	0.5	TRUE	3	17	2	POP1	POP1-2	2.17	17
6	YFR001W	25.6402460698751	3	0.5	TRUE	3	18	2	POP1	POP1-3	2.18	18
7	YFR001W	24.4109392838201	2	0.666666666666667	TRUE	4	7	3	RAS21	RAS21-1	3.7	7
8	YFR001W	23.2814660811508	1	0.833333333333333	TRUE	5	8	3	RAS21	RAS21-2	3.8	8
9	YFR001W	25.3862305892862	3	0.5	TRUE	3	9	3	RAS21	RAS21-3	3.9	9
10	YFR001W	25.0196462406502	3	0.5	TRUE	3	10	4	RAS22	RAS22-1	4.10	10
11	YFR001W	23.9118045768712	1	0.833333333333333	TRUE	5	11	4	RAS22	RAS22-2	4.11	11
12	YFR001W	25.2344387664367	3	0.5	TRUE	3	12	4	RAS22	RAS22-3	4.12	12
13	YFR001W	23.324536539233	1	0.833333333333333	TRUE	5	22	5	SAP155	SAP155-1	5.22	22
14	YFR001W	24.1392468231254	2	0.666666666666667	TRUE	4	23	5	SAP155	SAP155-2	5.23	23
15	YFR001W	23.4508801797184	1	0.833333333333333	TRUE	5	24	5	SAP155	SAP155-3	5.24	24
16	YFR001W	24.6790455212135	3	0.5	TRUE	3	19	6	SIT4	SIT4-1	6.19	19
17	YFR001W	23.0147258292302	1	0.833333333333333	TRUE	5	20	6	SIT4	SIT4-2	6.20	20
18	YFR001W	23.2914027873464	1	0.833333333333333	TRUE	5	21	6	SIT4	SIT4-3	6.21	21
19	YFR001W	25.1240762000964	2	0.666666666666667	TRUE	4	13	7	SSY5	SSY5-1	7.13	13
20	YFR001W	25.1091358171956	2	0.666666666666667	TRUE	4	14	7	SSY5	SSY5-2	7.14	14
21	YFR001W	24.9359987295912	2	0.666666666666667	TRUE	4	15	7	SSY5	SSY5-3	7.15	15
22	YFR001W	24.9472673416883	2	0.666666666666667	TRUE	4	1	8	WT	WT-1	8.1	1
23	YFR001W	25.9741556826969	4	0.333333333333333	FALSE	2	2	8	WT	WT-2	8.2	2
24	YFR001W	26.891264338666	4	0.333333333333333	FALSE	2	3	8	WT	WT-3	8.3	3
1	YFR002W	25.1800195698699	3	0.571428571428571	TRUE	4	4	1	IRA2	IRA2-1	1.4	4
2	YFR002W	23.2355666861123	1	0.857142857142857	TRUE	6	5	1	IRA2	IRA2-2	1.5	5
3	YFR002W	23.246187801562	1	0.857142857142857	TRUE	6	6	1	IRA2	IRA2-3	1.6	6
4	YFR002W	24.4179209347863	3	0.571428571428571	TRUE	4	16	2	POP1	POP1-1	2.16	16
5	YFR002W	24.9022986633456	3	0.571428571428571	TRUE	4	17	2	POP1	POP1-2	2.17	17
7	YFR002W	24.302104521377	2	0.714285714285714	TRUE	5	7	3	RAS21	RAS21-1	3.7	7
8	YFR002W	24.3477500127881	2	0.714285714285714	TRUE	5	8	3	RAS21	RAS21-2	3.8	8
10	YFR002W	23.3737465994721	1	0.857142857142857	TRUE	6	10	4	RAS22	RAS22-1	4.10	10
13	YFR002W	24.0328054382559	2	0.714285714285714	TRUE	5	22	5	SAP155	SAP155-1	5.22	22
14	YFR002W	23.4295253093588	1	0.857142857142857	TRUE	6	23	5	SAP155	SAP155-2	5.23	23
16	YFR002W	23.8265137329642	2	0.714285714285714	TRUE	5	19	6	SIT4	SIT4-1	6.19	19
19	YFR002W	23.8488771542788	1	0.857142857142857	TRUE	6	13	7	SSY5	SSY5-1	7.13	13
21	YFR002W	24.8941398488462	3	0.571428571428571	TRUE	4	15	7	SSY5	SSY5-3	7.15	15
22	YFR002W	23.1892129417381	1	0.857142857142857	TRUE	6	1	8	WT	WT-1	8.1	1
1	YFR003C	24.6757342960574	1	0.666666666666667	TRUE	2	4	1	IRA2	IRA2-1	1.4	4
2	YFR003C	25.0192058160477	1	0.666666666666667	TRUE	2	5	1	IRA2	IRA2-2	1.5	5
3	YFR003C	24.8047717670655	1	0.666666666666667	TRUE	2	6	1	IRA2	IRA2-3	1.6	6
4	YFR003C	25.6914419398336	2	0.333333333333333	FALSE	1	16	2	POP1	POP1-1	2.16	16
5	YFR003C	24.8141128006647	1	0.666666666666667	TRUE	2	17	2	POP1	POP1-2	2.17	17
6	YFR003C	24.7568006085215	1	0.666666666666667	TRUE	2	18	2	POP1	POP1-3	2.18	18
7	YFR003C	25.2997329485298	1	0.666666666666667	TRUE	2	7	3	RAS21	RAS21-1	3.7	7
8	YFR003C	25.120959023175	1	0.666666666666667	TRUE	2	8	3	RAS21	RAS21-2	3.8	8
9	YFR003C	25.38294901378	1	0.666666666666667	TRUE	2	9	3	RAS21	RAS21-3	3.9	9
10	YFR003C	25.3080109944647	1	0.666666666666667	TRUE	2	10	4	RAS22	RAS22-1	4.10	10
11	YFR003C	25.9267791314242	2	0.333333333333333	FALSE	1	11	4	RAS22	RAS22-2	4.11	11
12	YFR003C	26.3201191242757	2	0.333333333333333	FALSE	1	12	4	RAS22	RAS22-3	4.12	12
13	YFR003C	25.8424030278092	2	0.333333333333333	FALSE	1	22	5	SAP155	SAP155-1	5.22	22
14	YFR003C	25.3840259241547	1	0.666666666666667	TRUE	2	23	5	SAP155	SAP155-2	5.23	23
15	YFR003C	25.2314792138978	1	0.666666666666667	TRUE	2	24	5	SAP155	SAP155-3	5.24	24
16	YFR003C	24.9860419078025	1	0.666666666666667	TRUE	2	19	6	SIT4	SIT4-1	6.19	19
17	YFR003C	24.9015934005748	1	0.666666666666667	TRUE	2	20	6	SIT4	SIT4-2	6.20	20
18	YFR003C	25.6639120558524	3	0	FALSE	0	21	6	SIT4	SIT4-3	6.21	21
19	YFR003C	24.9419024396948	1	0.666666666666667	TRUE	2	13	7	SSY5	SSY5-1	7.13	13
20	YFR003C	25.3647556089447	2	0.333333333333333	FALSE	1	14	7	SSY5	SSY5-2	7.14	14
21	YFR003C	24.4881834312501	1	0.666666666666667	TRUE	2	15	7	SSY5	SSY5-3	7.15	15
22	YFR003C	25.4888677785633	2	0.333333333333333	FALSE	1	1	8	WT	WT-1	8.1	1
23	YFR003C	26.9289405580188	2	0.333333333333333	FALSE	1	2	8	WT	WT-2	8.2	2
24	YFR003C	26.9967605776708	3	0	FALSE	0	3	8	WT	WT-3	8.3	3
1	YFR004W	26.1586905837573	12	0.368421052631579	FALSE	7	4	1	IRA2	IRA2-1	1.4	4
2	YFR004W	26.6745043475743	13	0.315789473684211	FALSE	6	5	1	IRA2	IRA2-2	1.5	5
3	YFR004W	26.0986510915737	12	0.368421052631579	FALSE	7	6	1	IRA2	IRA2-3	1.6	6
4	YFR004W	26.2496986530096	11	0.421052631578947	FALSE	8	16	2	POP1	POP1-1	2.16	16
5	YFR004W	26.4593568145097	11	0.421052631578947	FALSE	8	17	2	POP1	POP1-2	2.17	17
6	YFR004W	26.1063291972614	12	0.368421052631579	FALSE	7	18	2	POP1	POP1-3	2.18	18
7	YFR004W	26.0851239237087	12	0.368421052631579	FALSE	7	7	3	RAS21	RAS21-1	3.7	7
8	YFR004W	25.7164897529201	9	0.526315789473684	TRUE	10	8	3	RAS21	RAS21-2	3.8	8
9	YFR004W	26.2010770670287	11	0.421052631578947	FALSE	8	9	3	RAS21	RAS21-3	3.9	9
10	YFR004W	26.4214470993842	13	0.315789473684211	FALSE	6	10	4	RAS22	RAS22-1	4.10	10
11	YFR004W	26.305028850147	12	0.368421052631579	FALSE	7	11	4	RAS22	RAS22-2	4.11	11
12	YFR004W	26.3498490379905	14	0.263157894736842	FALSE	5	12	4	RAS22	RAS22-3	4.12	12
13	YFR004W	25.5612979237111	10	0.473684210526316	FALSE	9	22	5	SAP155	SAP155-1	5.22	22
14	YFR004W	25.7745712466045	11	0.421052631578947	FALSE	8	23	5	SAP155	SAP155-2	5.23	23
15	YFR004W	26.3041866844011	13	0.315789473684211	FALSE	6	24	5	SAP155	SAP155-3	5.24	24
16	YFR004W	26.2227604768039	11	0.421052631578947	FALSE	8	19	6	SIT4	SIT4-1	6.19	19
17	YFR004W	26.0153786677092	10	0.473684210526316	FALSE	9	20	6	SIT4	SIT4-2	6.20	20
18	YFR004W	26.2319004431623	10	0.473684210526316	FALSE	9	21	6	SIT4	SIT4-3	6.21	21
19	YFR004W	26.4550699919283	11	0.421052631578947	FALSE	8	13	7	SSY5	SSY5-1	7.13	13
20	YFR004W	26.2979203986395	11	0.421052631578947	FALSE	8	14	7	SSY5	SSY5-2	7.14	14
21	YFR004W	26.3303745467066	11	0.421052631578947	FALSE	8	15	7	SSY5	SSY5-3	7.15	15
22	YFR004W	26.0378763805223	11	0.421052631578947	FALSE	8	1	8	WT	WT-1	8.1	1
23	YFR004W	27.4217366928715	16	0.157894736842105	FALSE	3	2	8	WT	WT-2	8.2	2
24	YFR004W	26.9272887831814	14	0.263157894736842	FALSE	5	3	8	WT	WT-3	8.3	3
1	YFR006W	23.3834639979253	2	0.894736842105263	TRUE	17	4	1	IRA2	IRA2-1	1.4	4
2	YFR006W	23.4002903630286	2	0.894736842105263	TRUE	17	5	1	IRA2	IRA2-2	1.5	5
3	YFR006W	23.7782217323448	3	0.842105263157895	TRUE	16	6	1	IRA2	IRA2-3	1.6	6
4	YFR006W	24.432698145356	5	0.736842105263158	TRUE	14	16	2	POP1	POP1-1	2.16	16
5	YFR006W	25.31157662051	10	0.473684210526316	FALSE	9	17	2	POP1	POP1-2	2.17	17
6	YFR006W	24.4869444345685	5	0.736842105263158	TRUE	14	18	2	POP1	POP1-3	2.18	18
7	YFR006W	24.2727652278697	4	0.789473684210526	TRUE	15	7	3	RAS21	RAS21-1	3.7	7
8	YFR006W	24.24266779907	6	0.684210526315789	TRUE	13	8	3	RAS21	RAS21-2	3.8	8
9	YFR006W	24.1609756154466	4	0.789473684210526	TRUE	15	9	3	RAS21	RAS21-3	3.9	9
10	YFR006W	24.2959117090163	5	0.736842105263158	TRUE	14	10	4	RAS22	RAS22-1	4.10	10
11	YFR006W	24.7255101854474	8	0.578947368421053	TRUE	11	11	4	RAS22	RAS22-2	4.11	11
12	YFR006W	23.8552819391133	3	0.842105263157895	TRUE	16	12	4	RAS22	RAS22-3	4.12	12
13	YFR006W	23.6269388708677	3	0.842105263157895	TRUE	16	22	5	SAP155	SAP155-1	5.22	22
14	YFR006W	23.6114192819653	3	0.842105263157895	TRUE	16	23	5	SAP155	SAP155-2	5.23	23
15	YFR006W	23.800512986732	3	0.842105263157895	TRUE	16	24	5	SAP155	SAP155-3	5.24	24
16	YFR006W	25.1441322208254	9	0.526315789473684	TRUE	10	19	6	SIT4	SIT4-1	6.19	19
17	YFR006W	24.7018482198241	6	0.684210526315789	TRUE	13	20	6	SIT4	SIT4-2	6.20	20
18	YFR006W	25.0132270828681	7	0.631578947368421	TRUE	12	21	6	SIT4	SIT4-3	6.21	21
19	YFR006W	23.9358710798762	4	0.789473684210526	TRUE	15	13	7	SSY5	SSY5-1	7.13	13
20	YFR006W	23.8760111551106	3	0.842105263157895	TRUE	16	14	7	SSY5	SSY5-2	7.14	14
21	YFR006W	23.7622086652808	3	0.842105263157895	TRUE	16	15	7	SSY5	SSY5-3	7.15	15
22	YFR006W	24.9464110612607	8	0.578947368421053	TRUE	11	1	8	WT	WT-1	8.1	1
23	YFR006W	25.3481799309022	12	0.368421052631579	FALSE	7	2	8	WT	WT-2	8.2	2
24	YFR006W	25.0997516775257	9	0.526315789473684	TRUE	10	3	8	WT	WT-3	8.3	3
4	YFR007W	23.4129675568344	1	0.666666666666667	TRUE	2	16	2	POP1	POP1-1	2.16	16
5	YFR007W	24.063998209524	2	0.333333333333333	FALSE	1	17	2	POP1	POP1-2	2.17	17
6	YFR007W	23.4685666031179	1	0.666666666666667	TRUE	2	18	2	POP1	POP1-3	2.18	18
7	YFR007W	24.4716818533061	2	0.333333333333333	FALSE	1	7	3	RAS21	RAS21-1	3.7	7
8	YFR007W	24.3199051768732	2	0.333333333333333	FALSE	1	8	3	RAS21	RAS21-2	3.8	8
9	YFR007W	24.713374303998	2	0.333333333333333	FALSE	1	9	3	RAS21	RAS21-3	3.9	9
11	YFR007W	23.7797283369245	1	0.666666666666667	TRUE	2	11	4	RAS22	RAS22-2	4.11	11
12	YFR007W	23.8613405978428	1	0.666666666666667	TRUE	2	12	4	RAS22	RAS22-3	4.12	12
13	YFR007W	24.6236611912619	2	0.333333333333333	FALSE	1	22	5	SAP155	SAP155-1	5.22	22
14	YFR007W	23.7086516570703	1	0.666666666666667	TRUE	2	23	5	SAP155	SAP155-2	5.23	23
15	YFR007W	24.1181402011489	1	0.666666666666667	TRUE	2	24	5	SAP155	SAP155-3	5.24	24
16	YFR007W	24.0533974515562	1	0.666666666666667	TRUE	2	19	6	SIT4	SIT4-1	6.19	19
17	YFR007W	24.0496126136283	1	0.666666666666667	TRUE	2	20	6	SIT4	SIT4-2	6.20	20
18	YFR007W	24.8790181451034	2	0.333333333333333	FALSE	1	21	6	SIT4	SIT4-3	6.21	21
19	YFR007W	23.6386828725461	1	0.666666666666667	TRUE	2	13	7	SSY5	SSY5-1	7.13	13
20	YFR007W	23.4441986227643	1	0.666666666666667	TRUE	2	14	7	SSY5	SSY5-2	7.14	14
21	YFR007W	23.7873569585971	1	0.666666666666667	TRUE	2	15	7	SSY5	SSY5-3	7.15	15
22	YFR007W	23.686105979383	1	0.666666666666667	TRUE	2	1	8	WT	WT-1	8.1	1
1	YFR009W	25.628452681826	29	0.408163265306122	FALSE	20	4	1	IRA2	IRA2-1	1.4	4
2	YFR009W	25.3870450387474	26	0.469387755102041	FALSE	23	5	1	IRA2	IRA2-2	1.5	5
3	YFR009W	25.2726428626523	25	0.489795918367347	FALSE	24	6	1	IRA2	IRA2-3	1.6	6
4	YFR009W	24.7331039667401	18	0.63265306122449	TRUE	31	16	2	POP1	POP1-1	2.16	16
5	YFR009W	24.8045731687329	21	0.571428571428571	TRUE	28	17	2	POP1	POP1-2	2.17	17
6	YFR009W	24.8127896733735	22	0.551020408163265	TRUE	27	18	2	POP1	POP1-3	2.18	18
7	YFR009W	24.9321942109433	22	0.551020408163265	TRUE	27	7	3	RAS21	RAS21-1	3.7	7
8	YFR009W	24.6488100869017	17	0.653061224489796	TRUE	32	8	3	RAS21	RAS21-2	3.8	8
9	YFR009W	25.2386070081089	26	0.469387755102041	FALSE	23	9	3	RAS21	RAS21-3	3.9	9
10	YFR009W	24.8046746509489	19	0.612244897959184	TRUE	30	10	4	RAS22	RAS22-1	4.10	10
11	YFR009W	24.7390318343137	19	0.612244897959184	TRUE	30	11	4	RAS22	RAS22-2	4.11	11
12	YFR009W	24.7648373145894	21	0.571428571428571	TRUE	28	12	4	RAS22	RAS22-3	4.12	12
13	YFR009W	24.3252040995302	16	0.673469387755102	TRUE	33	22	5	SAP155	SAP155-1	5.22	22
14	YFR009W	24.5269981634038	18	0.63265306122449	TRUE	31	23	5	SAP155	SAP155-2	5.23	23
15	YFR009W	24.6630987703413	19	0.612244897959184	TRUE	30	24	5	SAP155	SAP155-3	5.24	24
16	YFR009W	25.0320615681825	21	0.571428571428571	TRUE	28	19	6	SIT4	SIT4-1	6.19	19
17	YFR009W	24.8074288143214	18	0.63265306122449	TRUE	31	20	6	SIT4	SIT4-2	6.20	20
18	YFR009W	25.5006236270499	28	0.428571428571429	FALSE	21	21	6	SIT4	SIT4-3	6.21	21
19	YFR009W	25.2419325253978	23	0.530612244897959	TRUE	26	13	7	SSY5	SSY5-1	7.13	13
20	YFR009W	25.0074928841497	23	0.530612244897959	TRUE	26	14	7	SSY5	SSY5-2	7.14	14
21	YFR009W	24.9069901359307	19	0.612244897959184	TRUE	30	15	7	SSY5	SSY5-3	7.15	15
22	YFR009W	25.2921581859887	22	0.551020408163265	TRUE	27	1	8	WT	WT-1	8.1	1
23	YFR009W	25.8037375921287	27	0.448979591836735	FALSE	22	2	8	WT	WT-2	8.2	2
24	YFR009W	25.8297992181595	28	0.428571428571429	FALSE	21	3	8	WT	WT-3	8.3	3
1	YFR010W	24.6837784571379	9	0.653846153846154	TRUE	17	4	1	IRA2	IRA2-1	1.4	4
2	YFR010W	24.4393617630349	6	0.769230769230769	TRUE	20	5	1	IRA2	IRA2-2	1.5	5
3	YFR010W	25.0732715007982	11	0.576923076923077	TRUE	15	6	1	IRA2	IRA2-3	1.6	6
4	YFR010W	25.2059741848367	12	0.538461538461538	TRUE	14	16	2	POP1	POP1-1	2.16	16
5	YFR010W	25.4993435229863	13	0.5	TRUE	13	17	2	POP1	POP1-2	2.17	17
6	YFR010W	25.6236277878664	16	0.384615384615385	FALSE	10	18	2	POP1	POP1-3	2.18	18
7	YFR010W	25.4992381805548	13	0.5	TRUE	13	7	3	RAS21	RAS21-1	3.7	7
8	YFR010W	25.8347253316554	18	0.307692307692308	FALSE	8	8	3	RAS21	RAS21-2	3.8	8
9	YFR010W	25.7806826690515	17	0.346153846153846	FALSE	9	9	3	RAS21	RAS21-3	3.9	9
10	YFR010W	25.2998236171599	12	0.538461538461538	TRUE	14	10	4	RAS22	RAS22-1	4.10	10
11	YFR010W	25.2709150946353	12	0.538461538461538	TRUE	14	11	4	RAS22	RAS22-2	4.11	11
12	YFR010W	25.1418117334618	12	0.538461538461538	TRUE	14	12	4	RAS22	RAS22-3	4.12	12
13	YFR010W	24.923668229423	11	0.576923076923077	TRUE	15	22	5	SAP155	SAP155-1	5.22	22
14	YFR010W	25.0295436070939	11	0.576923076923077	TRUE	15	23	5	SAP155	SAP155-2	5.23	23
15	YFR010W	24.5125996875063	7	0.730769230769231	TRUE	19	24	5	SAP155	SAP155-3	5.24	24
16	YFR010W	25.9515771091918	18	0.307692307692308	FALSE	8	19	6	SIT4	SIT4-1	6.19	19
17	YFR010W	25.6235520956272	14	0.461538461538462	FALSE	12	20	6	SIT4	SIT4-2	6.20	20
18	YFR010W	25.6301373954016	15	0.423076923076923	FALSE	11	21	6	SIT4	SIT4-3	6.21	21
19	YFR010W	24.7271640271948	9	0.653846153846154	TRUE	17	13	7	SSY5	SSY5-1	7.13	13
20	YFR010W	25.0604750562141	11	0.576923076923077	TRUE	15	14	7	SSY5	SSY5-2	7.14	14
21	YFR010W	25.1611541734137	13	0.5	TRUE	13	15	7	SSY5	SSY5-3	7.15	15
22	YFR010W	24.8605459308818	8	0.692307692307692	TRUE	18	1	8	WT	WT-1	8.1	1
23	YFR010W	25.9611407361915	17	0.346153846153846	FALSE	9	2	8	WT	WT-2	8.2	2
24	YFR010W	26.0265653095465	17	0.346153846153846	FALSE	9	3	8	WT	WT-3	8.3	3
1	YFR011C	23.5886103448017	4	0.636363636363636	TRUE	7	4	1	IRA2	IRA2-1	1.4	4
2	YFR011C	22.3661953066375	1	0.909090909090909	TRUE	10	5	1	IRA2	IRA2-2	1.5	5
3	YFR011C	22.748822626563	2	0.818181818181818	TRUE	9	6	1	IRA2	IRA2-3	1.6	6
4	YFR011C	24.2408084923904	5	0.545454545454545	TRUE	6	16	2	POP1	POP1-1	2.16	16
5	YFR011C	23.9436041438965	4	0.636363636363636	TRUE	7	17	2	POP1	POP1-2	2.17	17
6	YFR011C	23.7193861564828	3	0.727272727272727	TRUE	8	18	2	POP1	POP1-3	2.18	18
7	YFR011C	23.4661876479998	3	0.727272727272727	TRUE	8	7	3	RAS21	RAS21-1	3.7	7
8	YFR011C	24.3809888845065	3	0.727272727272727	TRUE	8	8	3	RAS21	RAS21-2	3.8	8
9	YFR011C	24.2649063639954	5	0.545454545454545	TRUE	6	9	3	RAS21	RAS21-3	3.9	9
10	YFR011C	24.4068532935913	4	0.636363636363636	TRUE	7	10	4	RAS22	RAS22-1	4.10	10
11	YFR011C	25.4064261437584	7	0.363636363636364	FALSE	4	11	4	RAS22	RAS22-2	4.11	11
12	YFR011C	25.202186076827	6	0.454545454545455	FALSE	5	12	4	RAS22	RAS22-3	4.12	12
13	YFR011C	24.8471027072036	6	0.454545454545455	FALSE	5	22	5	SAP155	SAP155-1	5.22	22
14	YFR011C	24.6780400420913	5	0.545454545454545	TRUE	6	23	5	SAP155	SAP155-2	5.23	23
15	YFR011C	24.8657489005926	5	0.545454545454545	TRUE	6	24	5	SAP155	SAP155-3	5.24	24
16	YFR011C	25.4190766761662	8	0.272727272727273	FALSE	3	19	6	SIT4	SIT4-1	6.19	19
17	YFR011C	24.9477597584049	6	0.454545454545455	FALSE	5	20	6	SIT4	SIT4-2	6.20	20
18	YFR011C	25.5592264363764	8	0.272727272727273	FALSE	3	21	6	SIT4	SIT4-3	6.21	21
19	YFR011C	22.8204995900188	2	0.818181818181818	TRUE	9	13	7	SSY5	SSY5-1	7.13	13
20	YFR011C	22.916120478344	3	0.727272727272727	TRUE	8	14	7	SSY5	SSY5-2	7.14	14
21	YFR011C	23.2451778495657	3	0.727272727272727	TRUE	8	15	7	SSY5	SSY5-3	7.15	15
22	YFR011C	24.1592093881577	4	0.636363636363636	TRUE	7	1	8	WT	WT-1	8.1	1
23	YFR011C	24.2773017054421	5	0.545454545454545	TRUE	6	2	8	WT	WT-2	8.2	2
24	YFR011C	24.6003034774524	6	0.454545454545455	FALSE	5	3	8	WT	WT-3	8.3	3
9	YFR013W	25.9395411700927	1	0	FALSE	0	9	3	RAS21	RAS21-3	3.9	9
16	YFR013W	25.0820410492535	1	0	FALSE	0	19	6	SIT4	SIT4-1	6.19	19
20	YFR013W	26.6161649444885	1	0	FALSE	0	14	7	SSY5	SSY5-2	7.14	14
6	YFR014C	23.568157220099	2	0.666666666666667	TRUE	4	18	2	POP1	POP1-3	2.18	18
7	YFR014C	22.8270506880494	1	0.833333333333333	TRUE	5	7	3	RAS21	RAS21-1	3.7	7
