RUN	Protein	LogIntensities	NumMeasuredFeature	MissingPercentage	more50missing	NumImputedFeature	originalRUN	GROUP	GROUP_ORIGINAL	SUBJECT_ORIGINAL	SUBJECT_NESTED	SUBJECT
5	YLR061W	27.3920338227513	2	0.5	TRUE	2	17	2	POP1	POP1-2	2.17	17
6	YLR061W	27.4892949659156	3	0.25	FALSE	1	18	2	POP1	POP1-3	2.18	18
7	YLR061W	26.9895230816786	2	0.5	TRUE	2	7	3	RAS21	RAS21-1	3.7	7
8	YLR061W	27.1298286626752	2	0.5	TRUE	2	8	3	RAS21	RAS21-2	3.8	8
9	YLR061W	27.467559841368	3	0.25	FALSE	1	9	3	RAS21	RAS21-3	3.9	9
10	YLR061W	27.4579785375576	3	0.25	FALSE	1	10	4	RAS22	RAS22-1	4.10	10
11	YLR061W	25.6557452735038	1	0.75	TRUE	3	11	4	RAS22	RAS22-2	4.11	11
12	YLR061W	28.0133443712281	3	0.25	FALSE	1	12	4	RAS22	RAS22-3	4.12	12
13	YLR061W	26.3455090021473	2	0.5	TRUE	2	22	5	SAP155	SAP155-1	5.22	22
14	YLR061W	26.7500605286778	2	0.5	TRUE	2	23	5	SAP155	SAP155-2	5.23	23
15	YLR061W	26.4379672381125	2	0.5	TRUE	2	24	5	SAP155	SAP155-3	5.24	24
16	YLR061W	27.5249841751559	3	0.25	FALSE	1	19	6	SIT4	SIT4-1	6.19	19
17	YLR061W	27.9184038515999	3	0.25	FALSE	1	20	6	SIT4	SIT4-2	6.20	20
18	YLR061W	25.6790423911777	1	0.75	TRUE	3	21	6	SIT4	SIT4-3	6.21	21
19	YLR061W	27.3432845879657	3	0.25	FALSE	1	13	7	SSY5	SSY5-1	7.13	13
20	YLR061W	27.4795409709534	3	0.25	FALSE	1	14	7	SSY5	SSY5-2	7.14	14
21	YLR061W	28.237665032783	3	0.25	FALSE	1	15	7	SSY5	SSY5-3	7.15	15
22	YLR061W	28.7303378384417	3	0.25	FALSE	1	1	8	WT	WT-1	8.1	1
23	YLR061W	28.9492696361034	4	0	FALSE	0	2	8	WT	WT-2	8.2	2
24	YLR061W	28.948679620934	3	0.25	FALSE	1	3	8	WT	WT-3	8.3	3
1	YLR063W	25.4843406391807	1	0	FALSE	0	4	1	IRA2	IRA2-1	1.4	4
2	YLR063W	24.9309908400455	1	0	FALSE	0	5	1	IRA2	IRA2-2	1.5	5
4	YLR063W	23.8406198784494	1	0	FALSE	0	16	2	POP1	POP1-1	2.16	16
21	YLR063W	23.9377214802156	1	0	FALSE	0	15	7	SSY5	SSY5-3	7.15	15
24	YLR063W	22.7493029271274	1	0	FALSE	0	3	8	WT	WT-3	8.3	3
1	YLR066W	25.7167901038877	3	0.571428571428571	TRUE	4	4	1	IRA2	IRA2-1	1.4	4
2	YLR066W	24.4348411705586	1	0.857142857142857	TRUE	6	5	1	IRA2	IRA2-2	1.5	5
3	YLR066W	24.9147246287701	2	0.714285714285714	TRUE	5	6	1	IRA2	IRA2-3	1.6	6
4	YLR066W	24.3241176366467	1	0.857142857142857	TRUE	6	16	2	POP1	POP1-1	2.16	16
5	YLR066W	24.9119835057858	2	0.714285714285714	TRUE	5	17	2	POP1	POP1-2	2.17	17
6	YLR066W	24.7293004344588	2	0.714285714285714	TRUE	5	18	2	POP1	POP1-3	2.18	18
7	YLR066W	25.7578631437338	3	0.571428571428571	TRUE	4	7	3	RAS21	RAS21-1	3.7	7
8	YLR066W	25.1000370646531	2	0.714285714285714	TRUE	5	8	3	RAS21	RAS21-2	3.8	8
9	YLR066W	25.6465692827417	3	0.571428571428571	TRUE	4	9	3	RAS21	RAS21-3	3.9	9
10	YLR066W	24.9420404009695	2	0.714285714285714	TRUE	5	10	4	RAS22	RAS22-1	4.10	10
11	YLR066W	26.1172953488934	4	0.428571428571429	FALSE	3	11	4	RAS22	RAS22-2	4.11	11
12	YLR066W	25.1403842731883	2	0.714285714285714	TRUE	5	12	4	RAS22	RAS22-3	4.12	12
13	YLR066W	25.2721226797711	2	0.714285714285714	TRUE	5	22	5	SAP155	SAP155-1	5.22	22
14	YLR066W	25.2980770323364	3	0.571428571428571	TRUE	4	23	5	SAP155	SAP155-2	5.23	23
15	YLR066W	25.1216436245607	3	0.571428571428571	TRUE	4	24	5	SAP155	SAP155-3	5.24	24
16	YLR066W	25.0079341815942	3	0.571428571428571	TRUE	4	19	6	SIT4	SIT4-1	6.19	19
17	YLR066W	25.2021215383176	3	0.571428571428571	TRUE	4	20	6	SIT4	SIT4-2	6.20	20
18	YLR066W	24.693098276039	1	0.857142857142857	TRUE	6	21	6	SIT4	SIT4-3	6.21	21
19	YLR066W	24.9633581415789	2	0.714285714285714	TRUE	5	13	7	SSY5	SSY5-1	7.13	13
20	YLR066W	25.1864787569889	3	0.571428571428571	TRUE	4	14	7	SSY5	SSY5-2	7.14	14
21	YLR066W	23.4991221721497	1	0.857142857142857	TRUE	6	15	7	SSY5	SSY5-3	7.15	15
22	YLR066W	24.558194992327	1	0.857142857142857	TRUE	6	1	8	WT	WT-1	8.1	1
23	YLR066W	26.4763369154228	5	0.285714285714286	FALSE	2	2	8	WT	WT-2	8.2	2
24	YLR066W	25.8032571755024	4	0.428571428571429	FALSE	3	3	8	WT	WT-3	8.3	3
1	YLR069C	22.5638811666297	1	0.928571428571429	TRUE	13	4	1	IRA2	IRA2-1	1.4	4
2	YLR069C	22.4015671750828	1	0.928571428571429	TRUE	13	5	1	IRA2	IRA2-2	1.5	5
3	YLR069C	23.9685899666808	2	0.857142857142857	TRUE	12	6	1	IRA2	IRA2-3	1.6	6
4	YLR069C	22.5846490440292	1	0.928571428571429	TRUE	13	16	2	POP1	POP1-1	2.16	16
5	YLR069C	22.914743294922	1	0.928571428571429	TRUE	13	17	2	POP1	POP1-2	2.17	17
6	YLR069C	23.6678414420309	3	0.785714285714286	TRUE	11	18	2	POP1	POP1-3	2.18	18
7	YLR069C	23.8814149419986	3	0.785714285714286	TRUE	11	7	3	RAS21	RAS21-1	3.7	7
8	YLR069C	23.925225898356	3	0.785714285714286	TRUE	11	8	3	RAS21	RAS21-2	3.8	8
9	YLR069C	24.0775872694391	3	0.785714285714286	TRUE	11	9	3	RAS21	RAS21-3	3.9	9
10	YLR069C	23.3893417110437	2	0.857142857142857	TRUE	12	10	4	RAS22	RAS22-1	4.10	10
11	YLR069C	24.3603677093459	5	0.642857142857143	TRUE	9	11	4	RAS22	RAS22-2	4.11	11
12	YLR069C	24.2802371359124	4	0.714285714285714	TRUE	10	12	4	RAS22	RAS22-3	4.12	12
13	YLR069C	22.647951498966	1	0.928571428571429	TRUE	13	22	5	SAP155	SAP155-1	5.22	22
14	YLR069C	22.5675051232358	1	0.928571428571429	TRUE	13	23	5	SAP155	SAP155-2	5.23	23
15	YLR069C	23.2630431444346	2	0.857142857142857	TRUE	12	24	5	SAP155	SAP155-3	5.24	24
16	YLR069C	24.7834246895199	6	0.571428571428571	TRUE	8	19	6	SIT4	SIT4-1	6.19	19
17	YLR069C	25.4618873707519	9	0.357142857142857	FALSE	5	20	6	SIT4	SIT4-2	6.20	20
18	YLR069C	24.7841136936016	6	0.571428571428571	TRUE	8	21	6	SIT4	SIT4-3	6.21	21
19	YLR069C	23.3568367279431	2	0.857142857142857	TRUE	12	13	7	SSY5	SSY5-1	7.13	13
20	YLR069C	24.3965289162859	5	0.642857142857143	TRUE	9	14	7	SSY5	SSY5-2	7.14	14
21	YLR069C	23.3449288331338	2	0.857142857142857	TRUE	12	15	7	SSY5	SSY5-3	7.15	15
22	YLR069C	23.4825090326212	2	0.857142857142857	TRUE	12	1	8	WT	WT-1	8.1	1
23	YLR069C	24.8470375024448	8	0.428571428571429	FALSE	6	2	8	WT	WT-2	8.2	2
24	YLR069C	25.199248614446	8	0.428571428571429	FALSE	6	3	8	WT	WT-3	8.3	3
1	YLR074C	26.1008886598156	3	0.4	FALSE	2	4	1	IRA2	IRA2-1	1.4	4
2	YLR074C	24.5772562942458	1	0.8	TRUE	4	5	1	IRA2	IRA2-2	1.5	5
3	YLR074C	25.0844065878747	2	0.6	TRUE	3	6	1	IRA2	IRA2-3	1.6	6
4	YLR074C	24.273269168454	1	0.8	TRUE	4	16	2	POP1	POP1-1	2.16	16
5	YLR074C	24.8746977796835	2	0.6	TRUE	3	17	2	POP1	POP1-2	2.17	17
6	YLR074C	24.5594481091222	2	0.6	TRUE	3	18	2	POP1	POP1-3	2.18	18
7	YLR074C	24.4555180165689	2	0.6	TRUE	3	7	3	RAS21	RAS21-1	3.7	7
8	YLR074C	24.8043769937245	2	0.6	TRUE	3	8	3	RAS21	RAS21-2	3.8	8
9	YLR074C	25.6150753284014	3	0.4	FALSE	2	9	3	RAS21	RAS21-3	3.9	9
10	YLR074C	23.8730353110349	1	0.8	TRUE	4	10	4	RAS22	RAS22-1	4.10	10
11	YLR074C	23.7843786942957	1	0.8	TRUE	4	11	4	RAS22	RAS22-2	4.11	11
12	YLR074C	24.2152968155548	1	0.8	TRUE	4	12	4	RAS22	RAS22-3	4.12	12
13	YLR074C	24.4076708088944	2	0.6	TRUE	3	22	5	SAP155	SAP155-1	5.22	22
14	YLR074C	25.1871963878703	3	0.4	FALSE	2	23	5	SAP155	SAP155-2	5.23	23
15	YLR074C	23.7562963629998	1	0.8	TRUE	4	24	5	SAP155	SAP155-3	5.24	24
16	YLR074C	23.6291518939286	1	0.8	TRUE	4	19	6	SIT4	SIT4-1	6.19	19
17	YLR074C	24.4935980067276	1	0.8	TRUE	4	20	6	SIT4	SIT4-2	6.20	20
19	YLR074C	25.0734674324345	2	0.6	TRUE	3	13	7	SSY5	SSY5-1	7.13	13
20	YLR074C	25.9706099760073	3	0.4	FALSE	2	14	7	SSY5	SSY5-2	7.14	14
21	YLR074C	25.6459887873648	3	0.4	FALSE	2	15	7	SSY5	SSY5-3	7.15	15
22	YLR074C	25.2163120096169	2	0.6	TRUE	3	1	8	WT	WT-1	8.1	1
23	YLR074C	26.3480597116744	4	0.2	FALSE	1	2	8	WT	WT-2	8.2	2
24	YLR074C	25.9041875709056	3	0.4	FALSE	2	3	8	WT	WT-3	8.3	3
1	YLR075W	29.5479432675891	28	0.125	FALSE	4	4	1	IRA2	IRA2-1	1.4	4
2	YLR075W	28.949972432404	23	0.28125	FALSE	9	5	1	IRA2	IRA2-2	1.5	5
3	YLR075W	29.5344006663815	29	0.09375	FALSE	3	6	1	IRA2	IRA2-3	1.6	6
4	YLR075W	28.5458382000285	25	0.21875	FALSE	7	16	2	POP1	POP1-1	2.16	16
5	YLR075W	28.6595482812355	25	0.21875	FALSE	7	17	2	POP1	POP1-2	2.17	17
6	YLR075W	28.3215480084667	22	0.3125	FALSE	10	18	2	POP1	POP1-3	2.18	18
7	YLR075W	29.0244927353069	25	0.21875	FALSE	7	7	3	RAS21	RAS21-1	3.7	7
8	YLR075W	28.8457194336018	24	0.25	FALSE	8	8	3	RAS21	RAS21-2	3.8	8
9	YLR075W	29.0925854386868	28	0.125	FALSE	4	9	3	RAS21	RAS21-3	3.9	9
10	YLR075W	28.3595686941013	21	0.34375	FALSE	11	10	4	RAS22	RAS22-1	4.10	10
11	YLR075W	28.8777223272892	27	0.15625	FALSE	5	11	4	RAS22	RAS22-2	4.11	11
12	YLR075W	28.5776095751543	25	0.21875	FALSE	7	12	4	RAS22	RAS22-3	4.12	12
13	YLR075W	28.8327769305874	28	0.125	FALSE	4	22	5	SAP155	SAP155-1	5.22	22
14	YLR075W	28.832643195121	27	0.15625	FALSE	5	23	5	SAP155	SAP155-2	5.23	23
15	YLR075W	28.7344823689883	26	0.1875	FALSE	6	24	5	SAP155	SAP155-3	5.24	24
16	YLR075W	28.7889802654046	25	0.21875	FALSE	7	19	6	SIT4	SIT4-1	6.19	19
17	YLR075W	28.8531381789238	25	0.21875	FALSE	7	20	6	SIT4	SIT4-2	6.20	20
18	YLR075W	28.8248044252199	27	0.15625	FALSE	5	21	6	SIT4	SIT4-3	6.21	21
19	YLR075W	29.3406563097747	28	0.125	FALSE	4	13	7	SSY5	SSY5-1	7.13	13
20	YLR075W	29.3857525034004	28	0.125	FALSE	4	14	7	SSY5	SSY5-2	7.14	14
21	YLR075W	29.2687442636615	27	0.15625	FALSE	5	15	7	SSY5	SSY5-3	7.15	15
22	YLR075W	29.233426385327	24	0.25	FALSE	8	1	8	WT	WT-1	8.1	1
23	YLR075W	29.3973512264534	26	0.1875	FALSE	6	2	8	WT	WT-2	8.2	2
24	YLR075W	29.0712880101888	23	0.28125	FALSE	9	3	8	WT	WT-3	8.3	3
1	YLR077W	29.3580246740172	1	0.5	TRUE	1	4	1	IRA2	IRA2-1	1.4	4
13	YLR077W	28.5892180645967	1	0.5	TRUE	1	22	5	SAP155	SAP155-1	5.22	22
15	YLR077W	28.6017487323511	1	0.5	TRUE	1	24	5	SAP155	SAP155-3	5.24	24
18	YLR077W	28.8602728275541	1	0.5	TRUE	1	21	6	SIT4	SIT4-3	6.21	21
21	YLR077W	28.9822735659801	1	0.5	TRUE	1	15	7	SSY5	SSY5-3	7.15	15
22	YLR077W	29.6225087648454	1	0.5	TRUE	1	1	8	WT	WT-1	8.1	1
1	YLR078C	23.9292091376722	1	0.75	TRUE	3	4	1	IRA2	IRA2-1	1.4	4
2	YLR078C	23.9072711519923	1	0.75	TRUE	3	5	1	IRA2	IRA2-2	1.5	5
3	YLR078C	23.6509350219966	1	0.75	TRUE	3	6	1	IRA2	IRA2-3	1.6	6
4	YLR078C	24.1526673599688	1	0.75	TRUE	3	16	2	POP1	POP1-1	2.16	16
5	YLR078C	24.1034065352397	1	0.75	TRUE	3	17	2	POP1	POP1-2	2.17	17
6	YLR078C	23.9075548360494	1	0.75	TRUE	3	18	2	POP1	POP1-3	2.18	18
7	YLR078C	25.8092663694111	2	0.5	TRUE	2	7	3	RAS21	RAS21-1	3.7	7
9	YLR078C	24.6875998588484	2	0.5	TRUE	2	9	3	RAS21	RAS21-3	3.9	9
11	YLR078C	23.8982290296895	1	0.75	TRUE	3	11	4	RAS22	RAS22-2	4.11	11
13	YLR078C	25.2554425011805	2	0.5	TRUE	2	22	5	SAP155	SAP155-1	5.22	22
14	YLR078C	24.7718913516065	2	0.5	TRUE	2	23	5	SAP155	SAP155-2	5.23	23
16	YLR078C	23.8240669700465	1	0.75	TRUE	3	19	6	SIT4	SIT4-1	6.19	19
17	YLR078C	24.2047717833287	1	0.75	TRUE	3	20	6	SIT4	SIT4-2	6.20	20
18	YLR078C	23.547537570769	1	0.75	TRUE	3	21	6	SIT4	SIT4-3	6.21	21
19	YLR078C	24.7119506523571	2	0.5	TRUE	2	13	7	SSY5	SSY5-1	7.13	13
20	YLR078C	23.7234798003922	1	0.75	TRUE	3	14	7	SSY5	SSY5-2	7.14	14
21	YLR078C	23.974413360537	1	0.75	TRUE	3	15	7	SSY5	SSY5-3	7.15	15
22	YLR078C	24.42141678137	2	0.5	TRUE	2	1	8	WT	WT-1	8.1	1
24	YLR078C	25.2737081573704	2	0.5	TRUE	2	3	8	WT	WT-3	8.3	3
5	YLR079W	25.0578895781189	1	0.5	TRUE	1	17	2	POP1	POP1-2	2.17	17
12	YLR079W	25.1731805418231	1	0.5	TRUE	1	12	4	RAS22	RAS22-3	4.12	12
13	YLR079W	26.0251733157038	1	0.5	TRUE	1	22	5	SAP155	SAP155-1	5.22	22
16	YLR079W	25.1355152312149	1	0.5	TRUE	1	19	6	SIT4	SIT4-1	6.19	19
23	YLR079W	24.5311950241024	1	0.5	TRUE	1	2	8	WT	WT-2	8.2	2
24	YLR079W	25.1720816687081	1	0.5	TRUE	1	3	8	WT	WT-3	8.3	3
1	YLR083C	25.4702359637783	5	0.444444444444444	FALSE	4	4	1	IRA2	IRA2-1	1.4	4
2	YLR083C	26.0911900685986	7	0.222222222222222	FALSE	2	5	1	IRA2	IRA2-2	1.5	5
3	YLR083C	26.4692915906001	8	0.111111111111111	FALSE	1	6	1	IRA2	IRA2-3	1.6	6
4	YLR083C	25.7344018079315	7	0.222222222222222	FALSE	2	16	2	POP1	POP1-1	2.16	16
5	YLR083C	26.1591622117961	7	0.222222222222222	FALSE	2	17	2	POP1	POP1-2	2.17	17
6	YLR083C	25.7813266391029	6	0.333333333333333	FALSE	3	18	2	POP1	POP1-3	2.18	18
7	YLR083C	25.3700296442935	5	0.444444444444444	FALSE	4	7	3	RAS21	RAS21-1	3.7	7
8	YLR083C	25.3762060686555	5	0.444444444444444	FALSE	4	8	3	RAS21	RAS21-2	3.8	8
9	YLR083C	25.7183941277575	7	0.222222222222222	FALSE	2	9	3	RAS21	RAS21-3	3.9	9
10	YLR083C	25.6806868460975	6	0.333333333333333	FALSE	3	10	4	RAS22	RAS22-1	4.10	10
11	YLR083C	25.3681737659814	5	0.444444444444444	FALSE	4	11	4	RAS22	RAS22-2	4.11	11
12	YLR083C	25.7500905243555	6	0.333333333333333	FALSE	3	12	4	RAS22	RAS22-3	4.12	12
13	YLR083C	24.9307808465591	4	0.555555555555556	TRUE	5	22	5	SAP155	SAP155-1	5.22	22
14	YLR083C	25.4831205280847	6	0.333333333333333	FALSE	3	23	5	SAP155	SAP155-2	5.23	23
15	YLR083C	25.3683828740013	5	0.444444444444444	FALSE	4	24	5	SAP155	SAP155-3	5.24	24
16	YLR083C	25.4966155621022	5	0.444444444444444	FALSE	4	19	6	SIT4	SIT4-1	6.19	19
17	YLR083C	25.3383386525467	3	0.666666666666667	TRUE	6	20	6	SIT4	SIT4-2	6.20	20
18	YLR083C	26.329017868609	7	0.222222222222222	FALSE	2	21	6	SIT4	SIT4-3	6.21	21
19	YLR083C	26.2175692471659	7	0.222222222222222	FALSE	2	13	7	SSY5	SSY5-1	7.13	13
20	YLR083C	26.1254009038495	7	0.222222222222222	FALSE	2	14	7	SSY5	SSY5-2	7.14	14
21	YLR083C	26.1408656773598	7	0.222222222222222	FALSE	2	15	7	SSY5	SSY5-3	7.15	15
22	YLR083C	25.7765789004558	6	0.333333333333333	FALSE	3	1	8	WT	WT-1	8.1	1
23	YLR083C	26.5520123299441	7	0.222222222222222	FALSE	2	2	8	WT	WT-2	8.2	2
24	YLR083C	26.5027547083191	7	0.222222222222222	FALSE	2	3	8	WT	WT-3	8.3	3
2	YLR084C	24.0244201953691	1	0.75	TRUE	3	5	1	IRA2	IRA2-2	1.5	5
4	YLR084C	23.7220343264911	1	0.75	TRUE	3	16	2	POP1	POP1-1	2.16	16
6	YLR084C	23.4739353706845	1	0.75	TRUE	3	18	2	POP1	POP1-3	2.18	18
7	YLR084C	24.1470040301454	1	0.75	TRUE	3	7	3	RAS21	RAS21-1	3.7	7
9	YLR084C	24.0523909393752	1	0.75	TRUE	3	9	3	RAS21	RAS21-3	3.9	9
12	YLR084C	23.8486703219324	1	0.75	TRUE	3	12	4	RAS22	RAS22-3	4.12	12
13	YLR084C	23.6836741270316	1	0.75	TRUE	3	22	5	SAP155	SAP155-1	5.22	22
15	YLR084C	24.7032547355261	1	0.75	TRUE	3	24	5	SAP155	SAP155-3	5.24	24
17	YLR084C	23.928333979062	1	0.75	TRUE	3	20	6	SIT4	SIT4-2	6.20	20
18	YLR084C	24.0011794374717	1	0.75	TRUE	3	21	6	SIT4	SIT4-3	6.21	21
19	YLR084C	23.6471736935122	1	0.75	TRUE	3	13	7	SSY5	SSY5-1	7.13	13
23	YLR084C	25.7253151702477	3	0.25	FALSE	1	2	8	WT	WT-2	8.2	2
24	YLR084C	24.8348808355453	2	0.5	TRUE	2	3	8	WT	WT-3	8.3	3
1	YLR086W	24.0382229165331	1	0.5	TRUE	1	4	1	IRA2	IRA2-1	1.4	4
3	YLR086W	23.7761862980925	1	0.5	TRUE	1	6	1	IRA2	IRA2-3	1.6	6
6	YLR086W	24.3355948304432	1	0.5	TRUE	1	18	2	POP1	POP1-3	2.18	18
10	YLR086W	23.5206548059785	1	0.5	TRUE	1	10	4	RAS22	RAS22-1	4.10	10
11	YLR086W	24.504855040818	1	0.5	TRUE	1	11	4	RAS22	RAS22-2	4.11	11
12	YLR086W	24.5420677610691	1	0.5	TRUE	1	12	4	RAS22	RAS22-3	4.12	12
16	YLR086W	23.634525366763	1	0.5	TRUE	1	19	6	SIT4	SIT4-1	6.19	19
18	YLR086W	23.5323850078008	2	0	FALSE	0	21	6	SIT4	SIT4-3	6.21	21
20	YLR086W	23.3114538345355	1	0.5	TRUE	1	14	7	SSY5	SSY5-2	7.14	14
22	YLR086W	24.5074516683578	1	0.5	TRUE	1	1	8	WT	WT-1	8.1	1
23	YLR086W	23.816572459973	1	0.5	TRUE	1	2	8	WT	WT-2	8.2	2
24	YLR086W	23.3242960289928	1	0.5	TRUE	1	3	8	WT	WT-3	8.3	3
4	YLR088W	22.8955149956096	1	0.5	TRUE	1	16	2	POP1	POP1-1	2.16	16
8	YLR088W	27.688454890812	1	0.5	TRUE	1	8	3	RAS21	RAS21-2	3.8	8
9	YLR088W	25.9553368595055	1	0.5	TRUE	1	9	3	RAS21	RAS21-3	3.9	9
13	YLR088W	26.7632132191162	1	0.5	TRUE	1	22	5	SAP155	SAP155-1	5.22	22
14	YLR088W	26.8311572650947	1	0.5	TRUE	1	23	5	SAP155	SAP155-2	5.23	23
15	YLR088W	27.3886948345153	1	0.5	TRUE	1	24	5	SAP155	SAP155-3	5.24	24
16	YLR088W	27.5274972681361	2	0	FALSE	0	19	6	SIT4	SIT4-1	6.19	19
17	YLR088W	27.3438594830163	1	0.5	TRUE	1	20	6	SIT4	SIT4-2	6.20	20
18	YLR088W	27.1033137210917	2	0	FALSE	0	21	6	SIT4	SIT4-3	6.21	21
19	YLR088W	27.4613445702744	1	0.5	TRUE	1	13	7	SSY5	SSY5-1	7.13	13
20	YLR088W	27.0193871422285	1	0.5	TRUE	1	14	7	SSY5	SSY5-2	7.14	14
21	YLR088W	27.4258978845986	1	0.5	TRUE	1	15	7	SSY5	SSY5-3	7.15	15
22	YLR088W	26.2069719129761	1	0.5	TRUE	1	1	8	WT	WT-1	8.1	1
23	YLR088W	27.5137248438984	1	0.5	TRUE	1	2	8	WT	WT-2	8.2	2
24	YLR088W	27.5006706354505	1	0.5	TRUE	1	3	8	WT	WT-3	8.3	3
1	YLR089C	24.6508106373198	4	0.789473684210526	TRUE	15	4	1	IRA2	IRA2-1	1.4	4
2	YLR089C	24.7378466545278	5	0.736842105263158	TRUE	14	5	1	IRA2	IRA2-2	1.5	5
3	YLR089C	24.4412164943418	4	0.789473684210526	TRUE	15	6	1	IRA2	IRA2-3	1.6	6
4	YLR089C	25.1595962356835	7	0.631578947368421	TRUE	12	16	2	POP1	POP1-1	2.16	16
5	YLR089C	25.0243384584346	6	0.684210526315789	TRUE	13	17	2	POP1	POP1-2	2.17	17
6	YLR089C	25.2521453332285	9	0.526315789473684	TRUE	10	18	2	POP1	POP1-3	2.18	18
7	YLR089C	24.9558852296617	5	0.736842105263158	TRUE	14	7	3	RAS21	RAS21-1	3.7	7
8	YLR089C	24.6054022856232	5	0.736842105263158	TRUE	14	8	3	RAS21	RAS21-2	3.8	8
9	YLR089C	24.9002296480442	6	0.684210526315789	TRUE	13	9	3	RAS21	RAS21-3	3.9	9
10	YLR089C	25.2217972464514	7	0.631578947368421	TRUE	12	10	4	RAS22	RAS22-1	4.10	10
11	YLR089C	25.4854146598029	7	0.631578947368421	TRUE	12	11	4	RAS22	RAS22-2	4.11	11
12	YLR089C	25.3899517764372	8	0.578947368421053	TRUE	11	12	4	RAS22	RAS22-3	4.12	12
13	YLR089C	25.2197114716529	7	0.631578947368421	TRUE	12	22	5	SAP155	SAP155-1	5.22	22
14	YLR089C	25.2327135442616	6	0.684210526315789	TRUE	13	23	5	SAP155	SAP155-2	5.23	23
15	YLR089C	25.920197442828	11	0.421052631578947	FALSE	8	24	5	SAP155	SAP155-3	5.24	24
16	YLR089C	26.2780807110034	12	0.368421052631579	FALSE	7	19	6	SIT4	SIT4-1	6.19	19
17	YLR089C	26.1488519460947	12	0.368421052631579	FALSE	7	20	6	SIT4	SIT4-2	6.20	20
18	YLR089C	26.3962488812362	13	0.315789473684211	FALSE	6	21	6	SIT4	SIT4-3	6.21	21
19	YLR089C	25.3041595016962	8	0.578947368421053	TRUE	11	13	7	SSY5	SSY5-1	7.13	13
20	YLR089C	25.1000177342854	6	0.684210526315789	TRUE	13	14	7	SSY5	SSY5-2	7.14	14
21	YLR089C	25.0787541637017	7	0.631578947368421	TRUE	12	15	7	SSY5	SSY5-3	7.15	15
22	YLR089C	25.0317166647538	5	0.736842105263158	TRUE	14	1	8	WT	WT-1	8.1	1
23	YLR089C	25.7380150758325	11	0.421052631578947	FALSE	8	2	8	WT	WT-2	8.2	2
24	YLR089C	25.9776336288134	12	0.368421052631579	FALSE	7	3	8	WT	WT-3	8.3	3
5	YLR090W	24.3688947173953	1	0	FALSE	0	17	2	POP1	POP1-2	2.17	17
8	YLR090W	24.481738432593	1	0	FALSE	0	8	3	RAS21	RAS21-2	3.8	8
12	YLR090W	24.6626421162408	1	0	FALSE	0	12	4	RAS22	RAS22-3	4.12	12
19	YLR090W	24.8320007488105	1	0	FALSE	0	13	7	SSY5	SSY5-1	7.13	13
23	YLR090W	22.7765922656084	1	0	FALSE	0	2	8	WT	WT-2	8.2	2
5	YLR093C	24.4642019187989	1	0.5	TRUE	1	17	2	POP1	POP1-2	2.17	17
7	YLR093C	23.8675464552345	2	0	FALSE	0	7	3	RAS21	RAS21-1	3.7	7
8	YLR093C	24.1065511743923	1	0.5	TRUE	1	8	3	RAS21	RAS21-2	3.8	8
10	YLR093C	24.4628271497378	1	0.5	TRUE	1	10	4	RAS22	RAS22-1	4.10	10
11	YLR093C	24.8323562063417	2	0	FALSE	0	11	4	RAS22	RAS22-2	4.11	11
13	YLR093C	23.7816165762423	1	0.5	TRUE	1	22	5	SAP155	SAP155-1	5.22	22
14	YLR093C	23.9455675741204	1	0.5	TRUE	1	23	5	SAP155	SAP155-2	5.23	23
15	YLR093C	23.270120427119	1	0.5	TRUE	1	24	5	SAP155	SAP155-3	5.24	24
16	YLR093C	24.0345589683915	1	0.5	TRUE	1	19	6	SIT4	SIT4-1	6.19	19
17	YLR093C	24.093378192342	1	0.5	TRUE	1	20	6	SIT4	SIT4-2	6.20	20
18	YLR093C	24.2729995048396	2	0	FALSE	0	21	6	SIT4	SIT4-3	6.21	21
23	YLR093C	23.9956574871662	1	0.5	TRUE	1	2	8	WT	WT-2	8.2	2
24	YLR093C	23.8289690700361	1	0.5	TRUE	1	3	8	WT	WT-3	8.3	3
1	YLR095C	22.8484957020745	1	0.8	TRUE	4	4	1	IRA2	IRA2-1	1.4	4
2	YLR095C	23.3665056141105	2	0.6	TRUE	3	5	1	IRA2	IRA2-2	1.5	5
3	YLR095C	23.663626241927	2	0.6	TRUE	3	6	1	IRA2	IRA2-3	1.6	6
4	YLR095C	23.9961875765494	3	0.4	FALSE	2	16	2	POP1	POP1-1	2.16	16
5	YLR095C	23.3744736021761	2	0.6	TRUE	3	17	2	POP1	POP1-2	2.17	17
6	YLR095C	22.238556195388	1	0.8	TRUE	4	18	2	POP1	POP1-3	2.18	18
7	YLR095C	23.5595738153961	2	0.6	TRUE	3	7	3	RAS21	RAS21-1	3.7	7
8	YLR095C	22.7349365968941	1	0.8	TRUE	4	8	3	RAS21	RAS21-2	3.8	8
9	YLR095C	23.5369646899837	2	0.6	TRUE	3	9	3	RAS21	RAS21-3	3.9	9
10	YLR095C	23.2006331591458	2	0.6	TRUE	3	10	4	RAS22	RAS22-1	4.10	10
11	YLR095C	23.2282716953352	2	0.6	TRUE	3	11	4	RAS22	RAS22-2	4.11	11
12	YLR095C	23.2355264547375	2	0.6	TRUE	3	12	4	RAS22	RAS22-3	4.12	12
13	YLR095C	22.1489693213171	1	0.8	TRUE	4	22	5	SAP155	SAP155-1	5.22	22
