Protein	IRA2_IRA2-1	IRA2_IRA2-2	IRA2_IRA2-3	POP1_POP1-1	POP1_POP1-2	POP1_POP1-3	RAS21_RAS21-1	RAS21_RAS21-2	RAS21_RAS21-3	RAS22_RAS22-1	RAS22_RAS22-2	RAS22_RAS22-3	SAP155_SAP155-1	SAP155_SAP155-2	SAP155_SAP155-3	SIT4_SIT4-1	SIT4_SIT4-2	SIT4_SIT4-3	SSY5_SSY5-1	SSY5_SSY5-2	SSY5_SSY5-3	WT_WT-1	WT_WT-2	WT_WT-3
YDL185W	27.9816064046767	27.7865400077363	28.0491958275671	27.8755260819151	28.3329973509343	27.9957328163987	28.0678514555195	27.8216459659626	28.1270042604572	28.2052793279124	28.4383239176467	28.2212278591005	27.4022100311467	27.7732913366289	27.7489043641372	27.9128618798271	27.9129214212084	28.0317918547048	27.9558922165386	28.1423788230426	28.0403700582618	28.3406741645884	28.5297780338769	28.4155965853896
YDL188C	23.73688251476	23.6203627900057	23.9630805733515	23.5572357771682	24.7471068464355	25.1959959161107	24.529166552561	24.3668535896862	24.5098818443322	24.2576047027606	25.3815448296574	25.3727148944374	24.5312742000881	NA	23.9896430715485	24.3384631398821	25.1955039530279	25.2041207267928	25.2609702674723	24.2259756989654	24.8862492108505	24.7492135773918	24.2016588175238	25.9959654650248
YDL189W	NA	23.2767145663465	NA	23.4539972256399	23.555102556998	NA	23.2830026227904	NA	23.2765756906144	23.7591701120648	23.0438039029132	23.4403242242233	22.8784411089489	NA	NA	23.05172290483	22.9573002714707	NA	23.4981786135984	23.3765456991198	23.4010709848813	23.0773508591464	24.3531634711769	23.0840415730398
YDL190C	NA	NA	NA	23.218896791711	NA	23.6858424178859	23.2524849919351	22.960141242134	NA	24.3121201407473	NA	23.982003810524	NA	NA	NA	23.7804603944213	23.4455380967598	23.3160185387736	22.8148524893477	24.6457677114196	24.4544595378638	23.7674324787046	23.2922720322117	23.6952034174544
YDL192W	27.5321883174367	26.8757978264725	27.7854805162552	27.6265093320341	27.4007105828884	26.8305443269413	27.2485306550061	27.2877004290789	25.9635714464524	26.9202916503762	26.9655190894006	27.2038749382042	26.4318752215031	27.4519204704834	27.3839812543617	28.4910577893078	28.7782531274555	28.6192643488838	27.8216213385771	28.0086170125504	27.8486090830751	27.3505375547921	27.8816589398843	28.1032219608802
YDL193W	26.919761298487	NA	26.0924096651534	NA	NA	NA	NA	26.9691463762744	NA	26.1923609522313	NA	NA	NA	NA	NA	NA	26.8713943725255	NA	NA	NA	NA	NA	26.5069184028137	NA
YDL195W	27.2456287060358	27.1777971643026	27.3272098359709	27.3377488616865	27.3597015343562	27.5279754049152	27.2878824568246	27.1511652274385	27.2358785201603	27.4103957136121	27.7064947176346	27.4214025521927	26.9283053970088	26.8253085200102	26.8548152567992	27.7940420654835	27.4336824536387	27.7814062154058	26.8895406499812	26.6603172281746	26.6534776262588	27.6808125555469	27.9705085996154	27.8614880700687
YDL198C	23.7371024730933	22.864124895019	24.0223130891467	27.2344386164182	27.4790996827787	27.0686216502242	24.4228862088725	24.3329309061257	24.3323738470261	24.0311942101612	24.4231876586835	23.3510990971029	25.142026617166	25.2613677651198	25.5308219293485	23.936014014251	24.6919867345241	24.7376717918824	26.1130068303415	26.2177679116699	26.0700291418989	24.2157901662848	24.3168504675504	24.3696428879252
YDL201W	26.0904986067235	26.2097641690842	25.8759120715724	25.3749942076129	25.8368379248929	25.6583439680515	25.371556861472	25.1248847053714	25.1661685494819	24.3734906297198	24.9115617636588	25.2547657441888	24.2259864787133	23.5593854872934	24.8389604660106	23.8970663758979	24.1769220001762	23.8209022927038	25.9522770631223	25.7113682929103	26.089206919226	25.0984127032674	26.153259620779	25.9164236155134
YDL202W	NA	NA	23.5818223869965	NA	NA	NA	NA	24.2211489370196	NA	NA	25.2798138759226	25.314510372498	24.717413391322	24.0898477596854	25.2325399608196	24.9079442492339	25.6012932373822	26.3321248990797	24.2873961510166	NA	NA	24.0631441240298	24.263846820333	24.8306014884584
YDL203C	26.8514040596575	NA	26.9848424156513	NA	NA	NA	NA	NA	26.8299384523843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YDL204W	NA	NA	23.677422502934	NA	NA	NA	NA	NA	NA	26.9488053096244	27.0365844545838	26.8070168970053	NA	NA	NA	24.355030877416	24.4473354159195	24.4871853956387	23.9775252176522	NA	NA	23.8292668540113	NA	NA
YDL205C	25.8284001729287	25.2223315867211	25.5694411689766	26.340911809087	25.9911177992052	26.4460693108757	24.8069198508311	25.5345801907454	24.2379250950641	25.7576742377225	25.7066440228803	25.7795987530785	25.5088277613573	26.0782716613898	26.7676232708009	26.7492595494526	26.5445293904491	26.6273145487073	25.9319282125252	25.5751280793825	25.6026179228573	25.9650825823113	26.4943606662408	26.1703834725916
YDL207W	NA	NA	NA	24.0046621610305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.065025656685	NA	NA	NA
YDL208W	25.9226766419546	27.1629767147384	25.9598790824632	25.5902443220393	26.582364583147	26.0139174263069	25.999213394567	25.8332036126109	24.5984022780029	25.1063151992773	25.7633097269502	25.1004293451978	24.6813735805028	25.4154211059195	25.120431563362	25.890949103134	26.4120961694345	24.8460464577563	26.9423888408556	26.1588317233183	26.2262772067152	25.261339912875	26.6220655079242	25.8370290572491
YDL209C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.7452159115874	NA	25.8532877071445
YDL212W	NA	NA	23.8301716172691	22.5770210159068	23.1983154959838	22.6475484567207	22.1738028168889	23.3011348885364	22.5409938018555	22.6914488652315	22.2027683398237	NA	NA	22.5380778405638	NA	22.3425856450214	NA	22.3836940302214	NA	NA	NA	NA	23.797108752958	22.9108072117479
YDL213C	24.6713579206816	25.270552684827	24.7655855281407	24.6987829582673	24.8760996364522	24.0056469352952	24.8428130029857	25.3415688290499	24.7740757611413	24.6915354724717	25.0486171549972	24.8982368214992	24.0888202464098	24.3116843774369	24.7329264898751	24.2012366896812	24.2928640220498	24.1780786637322	25.1564723190973	25.1260992237584	24.7578040916132	25.336722301701	25.158723143615	25.754619657685
YDL215C	NA	NA	NA	NA	NA	25.5814975728721	23.5363052039978	24.5236608248001	23.978292259435	NA	24.4447480567924	24.6382963689261	NA	NA	NA	24.1058415108543	26.6967303317188	24.06390569316	NA	NA	NA	24.0836700893898	NA	23.740081840302
YDL219W	24.2241761680859	25.1047112614839	24.9450323677928	25.2565219531073	26.4259947935288	24.857753626993	25.401152828921	25.5709014078521	25.031886227296	NA	24.6202296460306	25.6878330399255	23.2474106461765	24.6364250438597	25.0260266737814	24.048935823141	24.7083187762076	25.2248808475494	24.8066998680236	25.0437614395189	25.1684424987173	25.1208904250531	26.3543566621087	23.7966642587356
YDL222C	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.3504651787282	NA	27.0948526239331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YDL223C	22.2833936949091	22.7301138528776	22.2304709459255	22.0550023523532	23.157200409028	22.3212678569863	22.5424693430738	22.9124187795372	22.4114334638175	27.4476811428849	27.4384091495222	27.5231598111006	22.9473774037908	23.2123623018839	23.3744246905223	22.9126417995409	22.8947880904723	22.6394020675675	22.4489942350101	NA	NA	NA	22.1362388064812	22.5856055583702
YDL224C	NA	NA	NA	NA	NA	NA	23.9240746039668	NA	NA	23.6787102853776	24.6418805058943	24.0896410895301	23.6132531244127	23.7617730100319	NA	23.8666629624978	NA	23.737178605269	23.9934811077824	22.924368582103	NA	23.4179107610862	24.0463799348723	NA
YDL225W	24.7847833148358	24.718808117577	25.0857787930823	25.6516288162645	25.5282849500992	25.4058163992514	24.800838745217	24.9355032083377	24.8575135260965	24.9721835189533	25.285023706943	25.4556176652514	25.1691827701889	24.5268884478332	24.997753459389	25.0947754156138	24.5924146180766	25.0446297127896	24.283569166593	24.6810392126238	24.7992027478446	25.1988145715051	26.1500880102812	26.1474814364617
YDL226C	24.6437538037859	25.0467959718606	25.1534536893611	25.1986427974264	25.7288264827487	25.4546897546897	25.1426776962412	25.3621197269669	25.1801637309054	25.5491176222127	25.4890433433441	25.362839531431	25.051880995374	25.2849360019295	25.1734509345177	25.4620793046154	25.1445121517876	25.1840127822402	25.0965941431593	25.1338336219347	25.2690373927743	25.3772373362214	26.045234639797	25.7911827227644
YDL229W	29.8829795385893	30.356426589713	29.9630998626821	29.1044776581961	29.5790175092858	29.5317963806711	29.324576861518	29.4282341688686	29.1516238675267	29.3633169066555	29.6110952490569	29.3438208915385	28.9569052841762	29.3086981092001	29.4611564680927	28.9227750394427	29.6958551448863	28.9762903500919	29.8390737691145	29.5425520873942	29.3525309696946	30.7236910688406	30.4525414993369	30.9043026844374
YDL230W	NA	NA	NA	NA	NA	NA	25.8566758575973	25.6849144188259	25.3013684620015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YDL235C	25.899590149379	NA	26.1327909701949	26.3725946343987	25.0821398383069	25.7532978568717	26.6013709680113	26.3391341023017	26.209585551704	24.378512502852	25.6842462152911	NA	25.2063150294959	25.672887358065	NA	26.1996850481871	25.8809969347191	25.6459753329382	25.1325915626046	26.1288796850246	25.4063626718954	25.1143447531892	26.4007583528575	25.7159172347226
YDL236W	25.6019120819421	25.3291706773019	25.4907575203953	25.1464509117024	24.4651349474528	25.4261111333154	25.6383329702315	25.2757212179375	25.5717091386637	25.1570878370177	25.6927460756074	24.9811722580274	25.5044126932921	25.3811606819127	25.313178089275	26.0840373638616	26.0130535621975	26.7985138352844	25.2433099233045	25.3698137307059	25.0712757845918	26.1779226099828	26.6379926598512	26.0561812820594
YDL237W	23.4198381046331	23.8118821467678	24.58290650143	23.7799054593626	24.5596613025003	24.4675785288668	24.0911961446372	23.6237689250949	23.904221969453	24.6138168013578	24.8007441224258	24.9708445840395	23.6145155923188	24.1282283519641	23.4106505090829	24.2804614652651	23.9255498680794	23.8360109661105	24.2935162141798	24.7646755443349	24.2013281721524	25.194175434847	25.5541950656931	25.2875072596567
YDR001C	23.5045294763788	22.8908507272483	23.1733378361164	23.7961744498818	24.1863755157058	23.9050155625385	24.1412335660023	24.6207969579675	24.3926369567468	25.3699902761621	24.505688427602	25.497913113808	24.4225922738066	24.1409829049498	23.6464539337286	25.973032227269	25.6717421877728	26.4502768528639	22.7342635431732	24.02974007264	23.509196046927	23.0688986403174	24.4201575001733	24.1391965304291
YDR002W	27.9066592620274	28.0986197594952	28.3798189519209	27.6600369214292	27.6252380283482	27.9130063027269	28.1207499617968	28.0507871005851	27.9215919272627	28.0170700518642	28.0940608435345	28.0037102072657	27.7155046540584	27.9690758167653	27.8304657126271	27.6923207780405	27.8857809004638	28.1070921711341	28.3175807385553	28.0146813713878	28.2651135546601	28.3472077192329	28.7115636240983	28.6053289607946
YDR006C	NA	NA	NA	27.5745349081449	NA	NA	NA	NA	NA	NA	26.7159063672344	27.0970545531706	27.6888957362616	27.1791066434206	NA	NA	28.0481141554011	26.8286011031215	NA	NA	NA	27.5726960623523	NA	NA
YDR007W	NA	NA	25.2555106485265	NA	NA	NA	NA	24.779301617015	24.7657911782333	26.2093238614791	24.9072630176334	24.8254778081949	NA	NA	NA	25.325937523621	25.553459292359	26.0647544768737	NA	NA	NA	25.2170699973783	25.9802925038947	26.0186142032515
YDR011W	NA	23.9153806206807	NA	23.5194265002174	24.9130950214809	24.3263049675628	25.0739767272298	NA	24.9740115244709	23.8868934372212	24.7871083080788	24.706171699171	23.6882550818463	23.6939652327301	23.3182566660089	23.9099982408039	23.4645785952126	NA	24.0505452631977	NA	25.2518566653152	NA	24.614474730521	25.0135239247018
YDR012W	28.6859661044505	28.5220265605206	28.4702138864595	26.169882302696	26.4089764837396	27.5567476951982	28.5708985602463	26.3013600705001	28.4224991671293	26.024799315414	28.2051167423642	26.050859871839	26.7737588883507	27.4564665993581	26.8933585899345	28.0959245922409	28.1959628493193	27.9884175377201	27.8975482395394	28.0984789682132	27.7990756159234	28.9855241972545	27.573013119345	27.105799738313
YDR016C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.315973843162	NA	NA	NA	NA	25.8936039547788	NA	NA	NA	25.5172241129009	NA	NA	NA	NA
YDR017C	NA	NA	NA	NA	NA	NA	24.3020437082093	23.1628300407974	NA	23.3079078542883	23.4425188442298	22.9309016017221	NA	NA	22.9987370226745	NA	NA	NA	NA	23.2663449131581	22.9706101529332	NA	22.9135316969695	23.1184494195058
YDR019C	24.0433053471334	23.443671274536	24.0444043892589	27.0488020996481	27.9278622302242	27.7194651607774	25.2443013665668	24.9778850037528	25.0853898241547	26.0819238784093	26.2361802722915	25.6306744511694	26.6717426886429	26.6209511998373	26.1581175827266	24.3706345471819	24.8499126487834	25.1262353300595	23.7973903990397	23.844106540533	23.940729875009	25.5403773305401	26.4520846190401	25.8629769480773
YDR020C	23.7409678118579	25.5821937165516	23.6540948219335	23.5498464202466	NA	NA	23.7712037819568	24.5991046460498	23.925861587846	24.6509259308301	23.8087413204338	24.4437590216369	23.2775333770436	NA	23.6023481865041	23.2978174197894	24.5730990468391	NA	24.3435328687164	NA	23.374435090543	24.2460910188587	25.495216702491	24.0052109635083
YDR021W	23.771111246483	24.2969932769505	24.5905366428887	24.6622375289004	22.2058496405804	24.4945619573632	22.2835749287602	23.2583168420502	23.0232666414011	23.2936539257031	23.3714337469125	23.3130780044318	23.2167234443059	24.6013438689117	23.6562221070795	24.3828451209871	23.3467431875466	22.1032216702535	22.2025063758191	22.8454794776425	22.4536135718329	24.3391025622231	22.8106103809145	22.0753588254968
YDR023W	27.8032621727912	27.5754052875116	27.6954212461156	27.2406586672311	27.3714449334405	27.463369052167	27.4214735574683	27.1291587915602	27.4355250897545	27.109406046276	27.1655708054381	26.875356980204	27.1806933035344	27.0574172915121	27.0159345081292	27.1084157198073	27.1426513483535	27.1957271832973	27.4575231621057	27.5846685003034	27.6284321019242	27.4088532118645	27.9212021352216	27.774579858985
YDR028C	22.4992886686104	20.8981759096188	22.1407040433643	21.6641344130977	23.0748864931381	21.4412516581189	22.5540443610099	22.4196752618952	22.5347340474718	23.26398124589	23.7310601682069	23.1651626082512	22.9091464687415	22.740527949866	22.9029801259772	23.2407693148557	23.7550152312377	23.4791319547572	21.7604555144904	22.4233516467377	22.0659558016381	21.0640492146566	23.4173464445521	23.0959625577719
YDR031W	NA	22.9444870369445	22.9869918658305	24.2125569767784	24.2429769512445	23.9032334709343	23.4132892100039	NA	NA	25.0957693334786	25.2345502655454	25.2656084533166	24.4354943938709	24.8690712385786	23.4072205524498	24.2162455326909	23.923482474191	24.1504363337034	NA	NA	22.8226867641628	22.7301059637251	24.183484141269	24.2053525023169
YDR032C	27.1637869127856	27.0084809227411	27.1942567572124	28.926347296018	28.4855117860134	28.7903538846767	28.2764952216161	28.4704459805086	28.5464911961897	29.4562569544684	29.5043204855179	29.6234929177851	28.312869215525	28.5017706487859	28.5483316401672	29.3638306871429	29.0780019240718	29.4971976476226	27.8158723898127	28.0555506153157	27.8902793407223	28.7887688259801	28.9477699596049	28.571598664072
YDR033W	25.1487636807667	24.3902088986628	24.9431698641729	24.4035404253721	25.1457964027351	25.2563967041542	25.7116051801682	25.0704379581131	25.7053947482735	24.1426114481164	23.8029314872833	23.8082408077975	24.9262662105824	25.3161052408564	25.2721721722417	25.242972911151	24.5125654555729	25.5700459766906	24.6912852467438	25.3730668698957	23.8223279900424	23.5378184418279	24.8639326366922	25.0686916573957
YDR035W	25.1733290289974	25.4240230502963	25.409250609334	27.1642849842354	27.8279745433393	26.9308322085166	25.4617312071246	25.3498427568958	25.8215725599328	25.5708512507603	25.3233931552873	25.0200375606237	26.5208718960746	26.6290335150548	26.35080039028	25.8086374050681	26.3321473706587	25.8941154498003	26.620121427045	26.3406807102363	26.1111477657057	25.2399404923066	26.3201192878805	25.5608815225736
YDR036C	23.403903880598	23.7935768518872	22.6657945753539	NA	23.6566014715044	21.0800600924217	22.8456317178299	23.8144598523904	23.5138037307044	23.7994437576214	NA	23.66304987192	NA	NA	23.5394276891053	25.6486055450388	24.8676058385568	26.0946198706225	22.5487641247268	22.4270375035999	NA	23.4474380885949	24.5451516938714	24.5166801438939
YDR037W	27.2757237877116	26.924570254839	27.3709009405459	26.7322912188799	27.1603594845599	26.7960079744271	26.9644588402639	26.770365749768	26.9865936969511	26.2205058935829	26.3824660093546	26.1166259540534	25.999278049911	26.2964079496202	26.1598429472004	26.5259237033397	26.2782912300042	26.4447161524805	26.5830484012419	26.9526793555582	26.8411930700273	26.6778984238455	27.1649485491803	27.1758719240807
YDR041W	NA	NA	NA	NA	NA	25.2820493233561	NA	NA	NA	NA	NA	NA	25.6431871485449	NA	25.5683298646239	NA	27.2283765818072	NA	NA	NA	NA	NA	24.4587756005659	NA
YDR044W	26.4661875050451	26.3198135609134	26.4885611584464	25.7838876914439	26.0025177081705	26.0240202521836	26.1602974186183	26.9246189102467	26.484121501594	26.6740494335037	26.3158212540649	26.5786503617052	26.3750739765889	26.2263167702586	26.3580306461909	27.0007436257741	26.8478784562405	26.9034976039188	25.9464215103672	26.0533280126193	26.3554832110264	25.7235301047213	26.507078008643	26.5257175621897
YDR045C	25.7002978610151	25.879616538854	NA	25.6693105008237	25.5775133505229	25.5876877938846	NA	25.3009946547648	25.3346449264083	25.4649763739518	25.9044183086632	25.3604544397593	25.5855208938244	25.5105973046249	25.1439239135222	25.5760876624441	NA	25.6509296951532	25.799556487605	25.4317970235199	25.8275283305453	26.1873032693551	26.3462349697633	26.4683378805478
YDR046C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.8417983740319	NA	NA	NA	NA	26.9550402243017	28.3883107576556	27.6078935151117
YDR047W	24.0348963933772	24.6430768425233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.015152696473	25.2080710248502	24.8420789645726	24.6452103611326	NA	NA	25.537346877673	NA	24.5028600196086	24.8369698600814
YDR049W	23.8491615123889	21.7869987762169	NA	22.0292377566173	23.9649535986447	21.7410761787852	NA	23.3347824096526	NA	NA	NA	21.8148280968118	NA	NA	21.7920957387469	NA	22.0571020495908	NA	25.6000671420556	NA	NA	NA	NA	NA
YDR050C	28.9893113681448	28.7095899220867	28.6985126463662	28.1025199041897	28.2039358557381	28.2861260636774	29.2090001163004	28.9813299808505	29.1566370823525	28.4992054570097	28.7882942054117	28.6216863362279	29.2474668656343	29.3130217067479	29.2274727859685	29.3309789560486	29.3708248144541	29.4508380260647	28.7321631075525	28.8518912171005	28.8245245798529	29.2386339918513	28.6310619188887	28.2170387987156
YDR051C	24.2127414012488	24.501494598549	24.1075870218801	24.6112221804296	24.2128173036558	24.2993024166991	24.9338164486667	24.1404720522198	23.9661786620354	24.1143364114493	24.507734683811	24.5401746290733	24.9211439833181	24.8455963928178	23.9150652097832	25.3376584051635	25.3605337449664	25.1766238949829	24.9941393740325	23.7143624342698	25.2125428034181	24.6316960224646	25.2506936449412	25.484948898175
YDR054C	23.5470416257855	24.855833695432	23.6493625618161	23.4607358158873	23.2847175202444	23.9474232381312	NA	23.061043926134	24.074402641493	NA	24.5644866987705	24.8973015491664	24.2070426493732	23.5118903987014	23.15953062873	24.2398690756819	24.9779594313178	23.8478785226694	23.7953237021921	24.407876973331	NA	23.3733115086679	25.3254680983454	24.4268862300377
YDR055W	NA	NA	23.478193217229	23.493247198784	24.674620584879	23.8592944748605	25.2191532421045	24.2965355557391	24.1905494435829	25.6825385344313	26.2134591838992	26.1058182465875	25.0182821246268	25.4534528558046	24.9837233429048	24.3033364816686	25.0563717903876	25.30323255666	NA	NA	22.1251609611681	22.8683084110544	24.6106197601884	24.3791225395824
YDR056C	NA	26.3663989781153	NA	NA	26.8523255692525	NA	NA	25.4393797041087	NA	NA	26.7772627798706	26.5263144527431	NA	NA	24.6375391337166	26.3211677033183	26.5856459738187	26.5745343610069	26.084621475642	25.4723902420597	26.0917339731763	NA	27.3140480169928	26.4234456636474
YDR057W	23.0340994828985	23.1452175318949	23.7689910226336	23.5600461927058	NA	22.9151840929798	22.7521160827312	23.5785252080671	23.7276341418023	23.5287804739245	23.848110227355	23.7413880230806	22.9064708293605	24.5268988587744	23.2192127687209	24.2111042651495	24.4738486672034	23.5830768937182	NA	NA	NA	22.7577441815965	23.7233632731278	24.4593825311476
YDR060W	24.6763491210437	25.5992186398519	24.8372219619494	23.3336057171456	23.6170496139008	23.5320838705878	23.7793464936462	23.777626928254	23.8684129555337	23.1453072744319	22.3428911520442	23.9039127041942	23.1036722193886	22.5496985747683	23.2131715506879	23.4117092066447	23.3530841179149	23.6046704035719	24.9188193731702	24.928519051645	24.8114918730346	23.9814199681349	25.0443948795672	24.299110774158
YDR061W	NA	23.3956286624456	NA	NA	NA	NA	24.0649749556001	23.7117783422274	NA	23.4055346242294	23.2483318174704	NA	NA	23.1727835486498	NA	24.7933344612324	24.3104700581582	24.0971361573463	NA	23.3289651007476	24.0021815109322	23.6543317167766	24.7825249125891	24.6971481462703
YDR062W	23.407238774464	NA	23.7087435384941	NA	23.2584336317918	22.7326321687908	23.3480022356934	NA	23.5118539951415	23.3733655244134	22.4037047597323	NA	NA	23.1267087735631	NA	22.7215872048816	23.6344554971759	23.3993650591979	24.1113530769231	24.2018573619114	23.360222421085	23.491070949474	23.630803773701	23.2193882090527
YDR063W	24.234137443602	23.9735045572042	24.175137329375	23.8685213624624	26.575487945776	25.3999447677431	24.6430845599207	25.1381251215426	25.029576949304	25.523994853695	25.7635116077377	25.979193642629	23.8923359405069	24.0380945010497	23.8792458750652	24.981586131578	25.8756668082618	25.3168743909637	23.6666506492847	NA	NA	25.2537717328754	24.3457414489072	25.0655081712004
YDR064W	30.0733427335289	30.1958792703123	30.1433827671904	29.7394078512931	30.2909478440261	29.7531519775009	30.1219319403816	29.8868040973542	30.245882813014	29.6986299334856	30.1055826616874	29.819401077719	29.623053788655	29.6480684404874	29.5872624797132	29.7904936614049	29.7590993438994	30.0073784476152	30.0689700819345	30.3429902033022	30.2289771165737	29.9113503084987	30.5502424449893	30.3425943012867
YDR067C	NA	NA	NA	NA	NA	NA	NA	NA	28.0250232702327	NA	NA	NA	NA	NA	NA	NA	NA	28.0973683530867	NA	NA	NA	28.1332723619885	NA	NA
YDR068W	NA	NA	23.6790203790095	24.5222344402003	NA	25.0772391003781	25.5678795053459	24.5559698835454	24.889084704708	24.4123856504745	24.3169151401718	24.4736315724614	24.4056004315205	24.1918192760701	24.4155130439221	NA	24.5717898050216	NA	24.3480144139828	NA	25.1227732797207	24.4891258615795	24.2779927128614	24.4881107389839
YDR070C	NA	NA	21.6821333190289	23.3511296774633	22.9231787586408	22.3519172429777	NA	NA	NA	26.4793386506523	26.5498532684886	26.1762191408528	20.554373195447	21.5233321576498	21.7149361668889	23.3689201589036	22.2311032489799	21.4891499718266	NA	NA	NA	NA	21.4701941857517	20.909037868263
YDR071C	27.0302370871789	27.0904634397033	27.3364991380217	27.420161116089	27.5697598380454	27.3341639966551	27.6188963212124	27.3068934986499	27.5554740550314	27.0849522564952	27.7124288489636	27.5363971679794	26.7955856412858	27.4774664537536	27.2760700189569	27.4855502092483	27.5131007012677	27.3307129559358	26.9813551266823	27.257345527752	26.8205576418913	27.0965976003335	27.6114592564531	27.6839226834671
YDR074W	23.1233448523278	23.1674832571139	23.7156298076319	25.4402446943489	25.6381971225421	24.9157598816364	24.9407288058591	24.7749613576139	24.6620314086004	27.2982719112067	27.5580315576802	27.5503904299744	24.9203762097367	25.1242039546664	25.0320625000133	26.2254946254177	26.3021143468796	26.8302155653983	23.622368300539	24.0928078646561	24.2821414388755	25.3343694805152	26.1679795471219	25.7884984807119
YDR081C	NA	23.8608245169841	NA	NA	24.0482635500562	NA	23.8251500643422	NA	24.072727731995	NA	23.3402776222692	NA	NA	NA	NA	24.3501791069909	23.5451733562154	NA	23.8393779476271	NA	23.5159231916256	NA	NA	24.1476554976925
YDR083W	22.6722316513264	23.286352308622	NA	22.6474117485489	NA	23.511443192628	22.3496511282245	23.5743100554473	NA	NA	22.9265302870235	22.8511162423564	NA	22.617259116209	22.6245239462281	22.064978494301	NA	23.2023377045226	24.7158465758663	NA	23.8268581682332	23.6742651986831	25.3137130201776	25.0699133074797
YDR084C	NA	25.4194669668315	NA	NA	NA	NA	25.0954376838845	24.9503156016041	NA	NA	24.6870831546373	25.0164363691957	25.0760990365006	NA	24.8737039361858	NA	25.7656224207138	25.9951854661653	25.9037550396091	26.0797394274742	25.4579034610581	NA	26.085321645613	25.725083148971
YDR086C	28.0717973827766	28.347976495362	28.0691557877187	27.709853872478	28.5135801007599	28.3107642521212	28.706426838957	28.756256085434	29.0468461433207	28.4045794164782	28.158094071751	28.3585088871043	27.9696870861206	28.325613879169	28.2719531128156	28.100762683209	28.3824417532567	28.3176848036298	28.6077220293328	29.1507535403171	28.7078256032086	28.2420596073145	28.9187523034587	28.8351921780103
YDR087C	24.3228219100934	NA	23.7939322888845	24.9962187978916	25.5543573699983	23.9206000800974	24.6959925169331	23.6790299165698	23.8007350938493	NA	23.5192831831271	NA	NA	NA	NA	24.7576897327418	23.5313662216787	25.5270345088312	NA	24.016185956541	24.0292623122087	24.6248918517674	25.8563912356637	25.443561630245
YDR088C	NA	NA	NA	23.1319148289429	NA	23.2527421769666	NA	22.8756149984552	23.1230765569721	23.4013711494931	NA	24.1734707563617	NA	22.9170708011597	NA	23.9748878792016	22.8335137302329	24.3507428968428	NA	NA	22.6315106135933	NA	NA	NA
YDR089W	NA	NA	27.6736559323921	NA	27.6511943818693	26.6346164161421	27.6106294172745	26.840207249983	NA	27.2914159002107	NA	NA	NA	NA	27.0673351402051	NA	NA	27.8179833440674	NA	NA	NA	NA	27.4806380560969	27.7511901384885
YDR091C	26.0739604354365	26.0979947807765	25.9617397504809	25.4910211684431	25.8376793663471	25.4211180496207	25.6602569193812	25.4663058683993	25.9188771646334	24.6523421453178	25.2385753264337	25.3086772962276	24.8115994364181	25.0180538248455	24.3623666687168	25.1509579816866	25.2960614887242	25.3015517722673	25.8091186599484	26.0305559176079	26.2550007648084	25.993151337032	26.2170310857693	26.2170975449719
YDR092W	26.7093734148037	27.313771150834	27.1831891526538	27.3945090933778	27.7921517843047	26.9899682937886	27.7014496137482	27.6057991809281	28.1118757743039	27.6253312961006	27.6767269853184	27.8545877681781	27.3991852298078	27.7376436565375	27.347867147115	27.9805839938976	27.6403177781835	27.9408828807385	27.1366425016344	27.7251513647494	27.3113667356184	27.0706445883426	28.1556534692347	26.6724701257288
YDR096W	NA	NA	NA	NA	22.3222484261223	22.3586759937383	NA	23.3414997271435	23.2201670164681	22.4163438403886	22.8902247094572	22.4819153684946	NA	NA	NA	NA	23.7022822552861	22.8453376241782	NA	NA	NA	NA	NA	23.2276057444583
YDR097C	24.9231835375334	24.0719084405719	23.6873633247265	NA	23.8729056910743	NA	24.6652028249434	24.3156611384524	NA	23.5287879486084	24.0036668802479	23.4392483373785	24.3779430981199	24.2161258394268	24.3954531739779	24.7503044282935	24.3405114294763	24.6761171294676	23.4847794102007	NA	24.0614907391451	23.5589463294637	25.1260139634961	25.4454632542971
YDR098C	27.8922754821291	27.4150777729535	28.2136793523495	26.7923798724775	27.0752406400701	26.86199214542	28.4440132579142	27.8872733795519	28.5304811824171	26.5826475091953	27.1392945407131	26.834281118697	26.753937388591	27.0780468021996	26.8431174671261	27.1317614197689	27.1552590172044	27.235312134338	27.7250997928056	27.6017303310185	27.6027553033038	27.3286105268211	27.5075613046135	27.4412670821152
