Protein	IRA2	POP1	RAS21	RAS22	SAP155	SIT4	SSY5	WT
YDR201W	25.0770903452903	25.3475427913182	25.2867222091601	26.6894361468532	25.0633171209544	25.8380476220241	24.9325146819614	25.8667062637794
YDR204W	25.4350911913126	24.1693726665065	24.7254651576753	24.7212862473418	NA	23.2570890631989	NA	24.6641314314751
YDR207C	NA	NA	27.9005498100724	NA	NA	NA	28.4775235359753	NA
YDR211W	25.1111955236694	23.988848202997	24.3945873588258	23.9702351678739	23.7492910661833	25.2430020760054	24.8920885784553	25.8434955635765
YDR212W	27.2594155494229	26.6616602283041	26.954205150603	25.6315509599585	25.714769778721	26.2715051496731	27.3374205808908	27.3301412489014
YDR214W	25.7699687113187	24.7323515915258	25.2645581769664	24.3893064199461	23.6672372999958	24.9321053582648	25.8067133931225	25.8552340377299
YDR216W	NA	NA	24.1159327460888	23.2425661159829	22.7910689490913	24.2961174710998	NA	23.5368148522562
YDR221W	23.9551564365314	24.2955501170526	24.6897552858388	24.0413542810902	23.2263673702228	23.8747823782486	24.3036406337956	24.9250154315667
YDR226W	26.4396765643754	26.5526497129092	26.9170185366352	26.7053496163548	26.898833968628	27.3585152324486	27.0174109907512	26.7187010452721
YDR227W	24.7461299266781	25.4557035910921	24.2153970401444	24.360304312777	24.6006528093141	24.7180224958371	25.112216471799	24.1786115846383
YDR228C	25.8600725299245	NA	NA	NA	NA	24.3814848061202	25.3086794833276	NA
YDR229W	24.1013849221694	23.9403441543819	22.8064987265075	23.552277215728	24.0125588259851	24.4748964523351	23.110167914833	23.449485381522
YDR231C	25.154672659005	25.2139592038773	NA	NA	NA	26.2924837610506	NA	25.5618884866558
YDR232W	25.1667421141265	24.5973722110688	24.7845925407515	24.6995256880669	24.9786971792291	25.9120807792277	24.9208540848996	25.2209776791316
YDR233C	25.6193025620771	25.4577182469448	25.71360085151	25.05612310363	25.2605059193749	25.3958995185378	26.3722005927355	25.9563374039967
YDR234W	25.3702217292173	25.529123020585	25.114294874906	24.3299060487966	25.207145524521	25.9932984450481	25.2456393509698	25.1984282346411
YDR235W	24.8551612135378	24.4988596218406	24.1713836820282	NA	23.6350963819066	NA	24.3248533766948	24.382005275442
YDR236C	24.6849338908295	24.6103407482335	24.8503818150695	23.9529322428582	24.1927312142175	25.0400186049527	24.1540300524006	24.7531427842043
YDR237W	26.7766976492902	26.6949334611933	26.5325386071552	27.2871573859583	27.2725824560251	27.7915142138799	26.8175102289934	27.34758714363
YDR238C	25.052363276165	24.8428493503061	25.0674234779762	24.5797737952554	24.4637598490554	25.348944405988	25.6244740435336	25.155286157987
YDR239C	24.4708911310659	NA	24.7629919976372	24.5465997368906	24.7873010755011	24.3825801532412	24.3910700027776	NA
YDR244W	NA	NA	26.3658248350121	25.4839808196088	NA	25.4941548659702	NA	25.0333122561214
YDR245W	23.7172701405684	24.3782004548376	22.0796139266024	21.5159251292191	NA	21.8597726091947	22.4351350356772	22.5456825069305
YDR246W	23.9524885312919	23.6029608534003	24.1094143400301	23.7483238816562	24.4099627624936	24.5735208725973	23.6666071511471	24.9564587922966
YDR248C	NA	NA	24.2271390735241	NA	23.949767521334	23.7973683651476	24.0318839647046	24.0301160390674
YDR251W	22.6758570330877	22.4235231065714	22.805403013941	23.2982340912285	22.6437363212224	22.4869830803901	22.1981158121884	23.5838448604166
YDR252W	26.1807318412346	26.3846118633628	26.4667877702877	NA	25.8835632873262	26.8201349132396	NA	26.4738770501436
YDR258C	22.8560787858761	24.3828179153394	23.8818468421732	24.8151160264539	24.4360344073065	25.7306308404204	23.7504488744438	23.787905139572
YDR261C	23.292937221774	23.4617019365233	24.2801775497684	23.1480026965851	23.1119517920473	23.5694334238961	24.1212579846242	23.683851329474
YDR262W	NA	26.0300860335967	NA	25.7458268038289	NA	NA	NA	25.9174765637812
YDR264C	24.3183788563945	24.7752087558559	24.8439448288377	23.9796315914459	24.1437829478899	24.1758361199742	24.8710714194078	24.6084205491441
YDR266C	23.4050663562801	23.3955476428636	22.8795023568039	23.5433387362149	22.9024177538032	23.1315668522559	22.2386084014803	24.024386900353
YDR267C	24.9362332152943	24.185976386421	24.4291565143449	NA	NA	24.7778624446433	NA	25.4385566538334
YDR268W	NA	24.7901429699554	25.172715219934	24.987461973261	23.6462176243553	24.2875580579732	NA	24.3502881734067
YDR272W	24.4136908191177	25.4179977993345	25.2650140806408	26.1516439739335	25.7701544505048	25.2457125798567	25.0097997839114	25.6902621057098
YDR280W	25.0285612786417	24.3667681152798	24.2037580635935	24.0391107055872	23.4119414174284	23.5797451397754	24.7141477613056	24.3683095896773
YDR287W	NA	NA	NA	NA	NA	24.9234846763755	NA	24.4770531472998
YDR289C	21.579507777522	22.1155973147586	23.2021648760648	22.9817699677265	22.4933738703489	23.6992839035168	22.7282554311544	23.3707029213591
YDR292C	24.7876761598488	24.1756806106553	25.093751232428	24.6534534319392	24.3104984005944	25.0404575801902	25.2240220378375	24.9655580610633
YDR293C	24.0933699853991	24.4976846618267	24.7980719547504	24.7260158750369	24.1606845962077	25.0302650671668	24.4426045804072	24.9427612983124
YDR294C	23.2000938187064	23.3778969601016	23.8881083320366	24.0234297618169	NA	24.7708535150823	24.5717784002081	24.5624282221147
YDR295C	NA	NA	24.8116229604436	24.7051110079409	NA	25.5903932286556	NA	NA
YDR296W	23.4454278835608	NA	24.1628802530729	24.2962893578068	23.9533439548176	25.0993338697381	24.0574025144452	24.8493175144797
YDR297W	22.4291170939988	21.4857734294547	22.8500868872056	22.6404982748364	22.0234696778677	22.7614077715269	23.6636856328789	22.691096320656
YDR298C	26.0041314852609	26.958687332173	25.999064796256	27.1351642594583	27.7824241810593	28.7320464931634	25.6298362196998	26.9862539845535
YDR299W	25.2951679678808	23.973698247713	24.2864752045615	23.7894683308144	23.5251321462209	24.0293287875379	24.1222800851938	24.7336778098312
YDR300C	24.7392691829732	24.5110574360415	24.7143241960481	23.5424108683345	24.9843242038206	25.9462717011301	24.8492020952124	24.9274892533876
YDR302W	NA	24.9793326581776	25.2404269372555	NA	24.7094181209098	NA	25.6179921974062	24.7420695999565
YDR303C	24.6315577988202	24.1990097873119	NA	24.2102533790987	24.5487326536987	24.8912055193004	24.5923080661044	24.9163228971476
YDR304C	25.7592598230086	26.0435437344983	26.7085204085932	26.3169853732207	26.1901695760564	26.3932573016243	25.6205213904701	26.5497243779886
YDR305C	25.541108916535	NA	25.6304739590138	NA	NA	NA	NA	24.5516176281908
YDR308C	24.285954276621	23.6150346158964	23.3083749074421	NA	22.864115336445	24.00246606576	NA	24.2843093059371
YDR310C	NA	22.9882776389096	22.7539161136719	NA	22.9786232344779	22.8737873748505	23.5721022702431	23.1039218996834
YDR311W	24.2100145480045	23.6653398337066	NA	NA	23.7688037646298	24.0263741554116	24.509884495146	24.2610763166859
YDR320C	24.2913937297766	24.600570940197	25.0326648336554	25.218067664458	25.2768992787299	24.6637429262316	24.934023861921	24.8951935656889
YDR321W	27.2532849465873	26.9881262135592	26.8824364015794	26.8346016693709	26.3103794065063	26.8801416104453	27.1717617914936	28.037494819877
YDR322C-A	26.7219551649322	27.3259013279405	25.8700659276948	27.7852700237416	28.8460381487907	28.8417066984086	26.5858245751343	27.7399418906649
YDR322W	22.6963714615407	22.6296081994901	22.9292929188586	23.8661676403538	23.4933134463417	24.8837911481725	22.9526426523548	23.9418866818405
YDR324C	23.8288536204073	22.3515865446639	23.3094852428283	21.2918334484238	21.6414643824556	22.6197923450793	24.0917663387097	23.6609193445713
YDR328C	24.8509327641291	25.4673096652216	24.8421220468759	25.8644933337365	24.4558835998112	25.4380450368737	24.9852654612485	25.1905914910176
YDR330W	23.6863434682129	24.940933596441	24.7034803321767	24.9834280713024	24.0825094081083	24.5435321743588	23.8436595796166	24.0564355902484
YDR333C	NA	24.4171702705518	24.4690439482583	23.6850704926728	25.0952302785097	24.5151203307563	24.9194288197627	24.5489339961139
YDR335W	25.0859165835524	24.6452318566164	24.8739242996181	24.5626530765681	24.4802135944882	24.4940713828121	24.5053372073365	22.8951499866873
YDR337W	23.9585357379691	23.3495336873439	22.8914269673246	24.3851298065471	23.9641660449865	25.2499499496302	23.2244441947653	24.1620084749689
YDR339C	22.5932371066961	22.3714046980173	NA	23.3393430771187	22.2554664965444	23.4510899493734	23.4681630908415	22.7412590910915
YDR341C	26.9601934109493	26.952445120409	26.7407283026911	25.7519754828896	26.0265862783053	26.3445399765686	27.2175463561671	27.004257584617
YDR342C	NA	NA	NA	27.6302663468454	NA	NA	NA	NA
YDR345C	25.8898782503463	24.6091284844173	26.1319001493541	24.0345099820083	24.4894097399363	26.0078974466225	26.2243161741146	26.3256954155543
YDR346C	26.7462070915557	25.6888588283288	26.3277912517313	25.2305218402449	25.4472406294753	26.2430452461732	26.3162815229222	26.4473379337426
YDR347W	23.1831409751015	23.7383215865412	23.6159983570388	24.6555984248578	23.664581721586	24.8573227180319	23.2738762235183	24.9210712143406
YDR348C	23.918055779727	24.5282457219964	24.667884227595	25.1921721194326	24.3097186961709	25.2680385042801	24.184971786657	25.3311893259651
YDR349C	24.3680093383801	23.3852114230495	24.9746557188431	23.5464811448758	23.8648224267205	NA	NA	23.9293801065905
YDR353W	28.6965015091367	28.855731916222	28.8815299010234	29.2389571678891	28.8632007472514	29.1923958190829	28.7538510978207	29.2236153375136
YDR354W	22.9849395628591	25.6037481142387	24.1851804998335	22.5288080189751	23.9950947876	23.3263669343539	24.5460111378548	23.5521063754618
YDR356W	24.2811997829348	23.994509239507	24.7449152024419	24.3856374538693	23.3931426427156	25.1228370429107	23.496978385163	25.4091484387315
YDR358W	23.0442012391642	24.1890339392392	23.3840859579695	24.9313676368423	24.1343974081064	24.3335081847776	23.0742946301406	24.0759020284078
YDR361C	25.8333707068456	25.2397948115569	25.3116838268572	24.4025615040439	24.8756315228342	25.1048567359515	25.4582880090353	25.4424211049346
YDR363W-A	27.2260469568082	27.8816708850171	27.091147229418	27.8088860760066	26.7459981530213	27.2851248950827	26.6975872095632	27.4202310848615
YDR365C	24.3965689527584	24.146739236297	23.5916482038546	23.721249493934	23.7826868824126	25.4562849108675	23.4746120059971	25.2851656846083
YDR368W	25.3193632397157	25.7476254521371	25.8380706511238	25.9566739506148	26.057297144837	26.2739437701374	25.2387969235146	26.0452718930178
YDR372C	24.71832622706	24.5679696459834	24.6327377427298	24.0167036983768	23.1094755772655	24.1141265525137	24.8011405338955	25.1811405430789
YDR373W	NA	25.215967224794	24.7134415114854	24.7596007695134	NA	NA	NA	25.2409362283644
YDR375C	NA	NA	25.439132197179	23.4280589347899	25.4849072910098	24.6803402556554	NA	24.9405249089978
YDR376W	23.2974652491992	23.1934595451902	22.5687081316816	23.0947399281993	23.1741385929144	24.7948579822091	23.7702733512904	24.1577148475754
YDR377W	23.589175619935	23.927433662204	22.0016034340444	24.7491312041823	24.3535636366906	26.1111667018761	23.3630246380249	24.4772411047917
YDR378C	28.0496972037628	27.9801293928836	28.1063491879839	27.9044468941764	28.315569008724	27.9545715474651	27.4730338214659	28.3332709288278
YDR379C-A	NA	25.3604987498248	NA	24.6546999833204	NA	24.3081973401717	NA	23.6996580466511
YDR380W	24.1055850305009	23.8371965591623	23.9524163672878	23.6953114949348	24.1080987063844	25.6631327074644	NA	24.1585600602907
YDR381C-A	NA	NA	25.9636426544444	26.3443125466415	25.7922351058265	25.7221084470506	NA	24.5197449666681
YDR381W	26.4869298480721	26.565764531535	26.8560006312192	26.792511108008	26.7132492978025	26.5954154171061	26.5713166087263	27.0848715801915
YDR382W	29.3951598814502	28.4374887908457	28.3618627530992	28.8462715708003	28.3382725991378	28.628114529798	28.5394046017211	29.3464047110897
YDR383C	25.121467348097	25.1873144805326	24.3343564488174	23.9017168762764	24.4027035661542	24.8029017134278	24.5687576421213	25.9418196178816
YDR384C	26.3068574712978	25.9694819512218	25.273804269473	NA	NA	27.2170998623044	26.8506520763303	26.5369020489802
YDR388W	25.7894041637158	26.0857979337743	26.2007401784282	26.3661998255892	26.2769415447766	26.1943415978347	25.9602574118597	27.0733784853698
YDR389W	NA	NA	26.321509710919	NA	NA	NA	26.1289987667539	25.9149894965684
YDR390C	24.1018527681476	24.3928322285527	24.1725025179736	24.1994705944565	24.086250948821	24.6792327796366	23.8475203429026	24.8170288222443
YDR391C	NA	24.5251877234502	NA	26.049292362633	24.324751297198	25.0504469721279	24.0720955760449	24.5995018846324
YDR392W	25.6919523529931	25.9139985309216	26.394572044926	27.0072493917639	NA	NA	24.8720568983954	25.88050194806
YDR394W	25.8704425897283	25.8510904913687	26.3603914555269	26.2707030553088	25.9123680954945	26.0343454855906	25.6791329441415	26.3833123608582
YDR395W	24.2719597173896	23.4344913713197	24.7407669228436	23.9577074429657	23.4017620291459	25.0461587157853	25.2685703425005	24.2066739026014
YDR397C	23.8745587797653	24.8252313132373	24.4948331295393	24.687205562117	24.6561535342539	24.771871655851	24.6186680173317	25.4111639126962
YDR398W	24.2174496246139	23.7864323439255	24.1220674892827	23.4327926642614	22.7011886017231	24.1100585243173	24.2790107525218	25.1313044999804
YDR399W	25.8070731979403	24.0696101136549	24.5129796772712	23.9360160303459	24.6196536731586	24.0510464909634	24.9688584322009	24.662990458144
YDR400W	26.4235981438809	NA	25.4174097909093	NA	24.4674289235736	24.8856335935774	NA	25.3363121138242
YDR404C	24.617456623384	24.5380669824537	26.1802756612583	24.4268635771857	24.816272508244	NA	25.1162794345598	25.7767718484302
YDR405W	NA	23.6224989935347	NA	23.7090646133796	24.004245733359	24.1260531583331	NA	24.1432652126419
YDR408C	24.3504890290348	24.3078456704805	25.0877465932274	24.4301846176086	24.4027640831377	24.7675036373646	25.0490552623745	25.5407673363517
YDR411C	NA	24.9984276429046	NA	NA	NA	NA	NA	26.5046195016513
YDR412W	24.6075498341363	24.7182227169077	24.8877910860142	25.0200020299286	24.0000257251191	23.9605565984475	24.2606932324185	25.4745755697821
YDR415C	26.4084783532696	27.2600747227552	25.8141359274274	26.771603272204	26.1743511538427	26.0305040087464	26.5650238963246	26.1109309259441
YDR416W	23.983399095866	25.1092514463597	22.6054443849214	24.8801064454563	24.6530003528773	25.4160224455204	23.4357682141201	25.1166157760801
YDR422C	23.8565624573628	24.5566615401858	23.8501066605188	23.7239155099965	24.6839468783207	24.2834673377277	23.9297047639929	24.4304375212936
YDR424C	23.442221592804	23.5558217911295	24.2452094480049	23.8516072965163	24.2867124114032	23.7877109034422	24.3270895788118	23.7243120061969
YDR427W	25.6777511696561	25.5158812420317	25.1637747857885	24.4575083504265	24.2743111017658	24.7034674540569	25.2948485716483	26.1707664559775
YDR428C	24.2643711244225	NA	NA	NA	NA	NA	24.341140179398	NA
YDR429C	27.1004116507747	26.517045662661	26.5447807937165	26.3365037890895	26.411410303819	26.7247302898116	26.6896677462089	27.3956518685839
YDR430C	22.3767187690502	23.2989213320223	24.0647542277598	23.8204244471903	22.0623706714309	24.9009933145486	23.0969799284206	23.8386169546557
YDR432W	27.0659826364923	26.9792536193293	27.060459262491	27.0151078924094	26.4057066072596	26.7965255142593	26.6554479535936	27.468785485101
YDR434W	24.59624580579	24.3394195278727	24.3355646992006	24.0633933530418	NA	24.1531616822599	24.0539092339461	24.5968325664424
YDR435C	25.319902142769	24.5545515675792	25.0085198993925	24.6394331713803	NA	24.8459378069295	25.1972855846155	24.7170316785637
YDR441C	25.77290748193	25.2571334418759	25.7730709126011	25.0445634727437	NA	25.7381426402984	25.6933559925296	NA
YDR448W	25.3754795085107	25.6495651998981	NA	NA	NA	NA	NA	NA
YDR449C	24.123903905728	22.7741144869761	22.7734434904436	23.3221023828467	23.2871689535573	23.6829309670972	23.6182111203225	23.2972712157786
YDR452W	22.9750858496313	24.4514356328222	24.293181734257	24.9932332709307	23.8994284809363	23.708109344871	23.5533403704644	25.4490871839458
YDR453C	22.2279001273147	22.8078554742599	22.3864796364568	26.3447561639026	22.1287067122756	24.154920543126	21.4242940403808	22.3415280963185
YDR454C	27.4628021382657	27.6886031006729	27.4073117074912	27.6192912828502	27.4386316303682	27.4425767681497	27.3841081552798	27.8959551308959
YDR457W	23.7478491847476	24.4922739297352	24.335398504281	24.1761375697182	NA	24.1317692966284	24.6440158715988	24.2001954295723
YDR458C	NA	24.2723773822482	NA	NA	NA	NA	NA	23.6699583142506
YDR460W	23.3358755268319	23.4613708002275	23.0606476293093	23.5006118896193	23.5838362078479	23.5169325725337	23.3533672977565	23.2309104812167
YDR462W	24.7006500564601	23.3185801081783	NA	24.202474945279	23.85607286027	24.4143210329628	24.0318196726197	24.358448181708
YDR465C	27.2670819576487	26.0091719106917	26.3917701675266	26.0970471298208	26.2058407701697	26.6456397040463	27.059744963764	27.1045583108188
YDR466W	28.7875949081066	28.2640685002639	29.112984516429	28.0238696582568	27.7343532602182	28.3053362863442	29.127430486265	28.7782990557773
YDR469W	26.4829729080729	26.1166929735148	26.8813581635418	25.6415068794767	26.5174406073154	25.6409702949605	25.6806200209813	26.4723813774474
YDR472W	24.8509148916369	NA	24.6852922992417	23.9393572161522	24.4935115323423	24.2309352315868	24.5204873309838	24.5787101065891
YDR473C	26.6557618985724	28.3645980189282	25.5304070937752	NA	NA	24.3118109462108	25.4440936183582	26.5280281017732
YDR477W	23.1930855881034	22.8210627028218	23.3071339620625	22.6982757970073	23.1847021447308	23.5403035484201	24.188034257616	22.9986306065846
YDR481C	23.48791646033	23.8274330176806	22.896483112873	23.1737051853718	24.5761733229423	24.3689829533203	23.6399280958007	23.2904609135822
YDR483W	25.191835133014	24.1944845560765	24.904072019005	23.2077086338183	23.8182385495112	24.7249358552794	25.0145763655025	25.5305937417562
YDR486C	25.8273607683395	25.8141684999805	25.9281515151787	26.329054445618	26.176408917562	25.4739063281544	24.5152203640141	25.9210714965112
YDR487C	25.5006920944	26.5156469590691	26.3388587226718	25.4515323333567	26.5483482986657	26.344188213439	26.1830502573169	25.7566574726695
YDR490C	25.1029485758335	24.6659001148005	25.2829458456899	24.6967767113986	25.2530133140437	25.1486509806554	25.7941747577961	25.0462379713194
YDR493W	23.6766725022955	23.7056903831704	23.6752240887085	23.9283953225576	24.2187151635346	25.4052992581854	23.6748062069023	24.3551288055452
YDR494W	24.4839814997221	24.6506159441186	24.3745811412736	24.6923185528794	25.3161292938001	26.0542937497923	24.9365345108115	24.2470043578317
YDR496C	24.6039939591976	22.9627771829849	23.9109908538688	22.5651578566586	22.680867707428	23.1181933162617	24.266112721557	24.2976931939931
YDR500C	25.0722949452573	22.8470462024125	24.5348626751749	24.9745124260296	24.2937720267703	23.8578866176964	25.9736296001461	24.8405302519445
YDR502C	27.5152929841736	27.0330239177168	26.9178336550248	27.3433283904649	27.14092650233	27.9182476325988	28.0224251090675	28.3559630856059
YDR505C	22.7783920191413	22.8500637187192	23.1342081135167	24.6123138572103	23.1982680619124	23.9625054708159	22.2165061252395	23.3036381568244
YDR507C	23.5255363132179	23.3104452954376	23.9957504002914	23.3677668348241	23.2337040538426	22.9282767654495	23.4655362015775	23.7102039396576
YDR508C	24.9266718675828	23.9094552829834	NA	NA	NA	23.7013749080332	NA	25.6223913950914
YDR510W	28.6812847826489	29.0080323336425	29.3788718711413	29.2936213314989	29.1759418969083	29.4600433230332	28.6443800469374	29.5249701074574
YDR511W	23.4690082027956	23.6467258268367	23.7082349115114	24.122368980764	23.41703271286	25.4659781184223	NA	23.6241492954272
YDR512C	NA	NA	NA	25.7196056169102	NA	25.535632941908	NA	25.0802587607706
YDR513W	25.5934326546453	26.8387383892361	26.456619332729	27.9502046191686	27.1913965559743	27.785226800627	25.9208743585885	26.6984138123705
YDR515W	23.4032369390247	24.6144461282963	23.697216435566	24.4025255461293	23.3224100089373	24.543846912141	23.993960031556	23.4025339339172
YDR516C	22.9750178294744	24.5657592927464	24.9158098832423	24.5945031704031	24.6569777661948	25.9537673511974	23.7333967670547	24.708137043289
YDR517W	24.2828316373584	24.4525822197774	24.3082337442837	24.7408871456713	23.7779534861566	24.7592727242477	24.2503291073359	25.7143605065173
YDR518W	25.3080172887651	24.8912083339872	25.3766803060257	25.2999367586972	24.0702880221394	23.5498320205703	24.951640791956	25.1879005226897
YDR519W	26.3635072418379	26.5248113937659	27.1773236739116	27.0434403163124	27.1722200075	27.5379895967066	26.3728911099504	27.4899236982446
YDR525W-A	NA	25.6993964183457	25.2571595226048	26.089370971901	NA	25.3501533315238	NA	NA
YDR527W	23.3518415452179	22.2466609012243	23.3373345974237	23.3430040256284	22.3664980070823	22.0424364867111	22.2542471902853	22.2430703312441
YDR529C	24.5181297601774	26.1230228883931	23.7453962523177	26.9577588086259	27.5074489234032	28.5350152363298	24.2813519422603	25.9835919303236
YDR530C	26.7183622722815	26.3824235443973	26.7729495599435	26.4406893842328	26.4863120753493	26.9951410643067	26.8997236857063	26.2762142535881
YDR531W	NA	24.8886357146937	24.1910918741407	NA	23.3170330068281	23.7112008848932	24.3477297665139	24.8749897684963
YDR533C	24.6938357707201	26.1882486739035	26.5618265480907	28.2622434680454	27.3401082927195	28.2756802478992	26.30561288228	25.9177279409242
YDR539W	23.41688390129	22.2193829172153	24.2563492508733	23.151959859523	23.1684544583707	24.700100530348	24.4746615176773	22.7079810553392
YEL002C	24.8322473718203	24.6588194385937	25.5214807051875	23.8952138153338	24.1397219431013	25.0444731205053	24.6222430836962	25.6232161186395
YEL003W	23.3140042095066	23.9271291900323	23.5858043029092	23.6094032977971	23.7589233883557	22.2493985692056	22.8492171941272	24.2883439482768
YEL007W	NA	25.372514675352	24.9597302131435	25.2310329138901	25.6008027611242	25.2300520647918	NA	25.9944711905187
YEL011W	21.701930159771	22.718268225318	21.8218517287521	25.7963265450056	21.7854559610167	22.8338955008408	21.2186634724499	22.4018034211265
YEL012W	NA	23.9950751926551	NA	NA	NA	24.866093971404	23.6958397694244	23.8955284986276
YEL013W	24.89124432973	24.9207557371602	25.2897100791388	24.8987237755346	24.3661548804694	25.796048292932	25.0373781383755	25.0831958326781
YEL015W	23.5154882883951	23.6648242476669	23.4002334324265	22.8115009338977	23.1699497578654	22.8947084194396	22.7834517676206	24.4495018001132
YEL017W	NA	NA	25.5628473033499	NA	NA	NA	NA	25.6165781569957
YEL018W	NA	24.2530966700941	NA	NA	23.4808929596287	NA	22.9241974200942	NA
YEL020W-A	22.2877682702669	23.3200581529515	21.9680562255145	22.8759920888187	22.8872297004625	24.6972906194653	22.9103235448272	22.7742166651043
YEL021W	26.1864379361029	23.4804310280904	30.460387714713	29.6990190359332	23.3081703083836	27.385103268623	28.8489055087155	22.8483368841952
YEL022W	26.9475967063455	26.6408533729766	27.3457810446698	26.5961904612965	26.4972580819261	27.0702982250442	26.9992660752517	26.2373979287354
YEL024W	22.4367416324536	24.5681753604657	21.8008210935702	24.3030224216876	25.0571939071114	27.0182457700328	21.970528784582	22.503972557094
YEL026W	29.5522676827112	28.8609567691487	29.5720265995415	28.7144597418489	28.7555714853726	28.9326396501891	29.2730844848287	29.5487193693459
YEL027W	27.5781714373212	NA	27.4308445083985	NA	NA	27.7512512264735	27.6158939534993	28.124639670616
YEL031W	25.4454486170896	24.6182198115282	25.7411379883978	23.8794001406091	24.1683963106628	25.0680176729915	26.0331535476456	25.5264997000023
YEL032W	24.1130746387008	23.0402200578364	23.6498618608415	23.8083563796275	22.8637642431397	23.3415879020547	23.9822637702021	24.7041586307095
YEL034W	27.7343883417685	27.2128027708446	27.4124640082586	27.2712588054325	27.6039478904764	27.7459749674997	27.2293907668006	28.3556651936296
YEL036C	23.8104766687734	23.7335392604195	23.9984265287923	23.8253096825391	23.4285707567342	24.4156595194033	24.2138875657749	24.3519863727302
YEL037C	26.4049411866111	26.6444709050131	26.2475434125635	26.5216261457692	26.278093774988	26.8217346434609	26.1350631619542	27.6877466097791
YEL038W	24.6495098849213	24.7458162669423	24.7616880185567	25.3106838032919	24.4872622221904	24.3363519643419	24.8379338930662	25.2670382907436
YEL039C	NA	24.1531567394736	NA	23.8178155361558	NA	23.705791646608	23.5316187677237	22.7241521280505
YEL040W	26.0633892104536	25.776601632611	25.1211842752992	24.3452519006725	24.6003326329108	25.913406819149	24.443537162909	25.6477706021325
YEL042W	25.4242192994536	23.7892596852455	24.594069760342	24.4635322551326	24.1744184595975	24.5892023347199	25.6004652470643	25.973865137784
YEL043W	26.209966316323	27.2620032497833	26.6842385866671	26.9585371570173	26.334631557449	NA	27.0151442089191	27.2780002883571
YEL044W	22.9197002091402	23.0878653188606	NA	23.1203264266171	23.3469654615865	24.1148410403099	NA	23.4781854731315
YEL046C	27.3758262419368	27.7717030751389	27.2761629557395	26.3316685768647	27.2059434145762	26.6212089243033	27.1198124602793	27.523320183537
YEL047C	26.3024667293573	26.2069497766166	26.3399754927074	26.8001814909719	25.8231229004976	26.5882805347889	26.2933631977732	26.6431674269007
YEL050C	27.6262280707852	NA	NA	NA	25.5166435886252	NA	25.4172851552517	26.0811489358535
YEL051W	26.1413303585203	26.5586831685465	25.6892197539384	26.5610660348731	25.761073033927	26.3170475342915	26.1832988643872	26.5292513565642
YEL052W	25.2003549756706	25.0352474942189	NA	25.872319288247	24.836406548109	25.6462377101757	24.4648316042885	23.7459527457881
YEL053C	NA	24.6912030222105	NA	NA	25.4966614805125	26.6747178687445	25.486753939382	25.009114304721
YEL055C	23.2312063903706	22.1045057296183	23.014855518419	21.2682740282771	21.9319872969364	21.8940415805552	23.8169336791746	22.5341872487777
YEL056W	24.001772447691	24.7549240712896	24.5588641823291	24.3393561781417	24.7116641213519	26.0101554646188	23.7982438830666	25.3477373227393
YEL058W	24.5789484287128	24.2183766614514	24.5703003137227	23.1973125102727	23.041104552712	25.3297526702493	24.2735206010984	25.0607946687768
YEL060C	23.968947575234	25.3537974435137	26.5284926210488	26.9248837512508	26.4900817388145	27.18438368694	25.6999028726557	25.429976750156
YEL066W	22.3052323815529	24.1586798470063	23.8734453930982	24.273157728941	22.5314946641338	24.1314503985309	24.4348149698777	23.8189845530119
YEL071W	27.421624303845	26.1979032775594	27.159798701068	24.7653300485122	25.553072082519	23.0636391878473	28.1171657084457	26.3776285778234
YER001W	NA	22.3744030912652	NA	22.5953780118492	NA	24.0536369905865	22.6524640552086	24.3059144868251
YER002W	24.8935143489078	24.3428296309078	23.9951456925181	23.3827875455831	24.2824073516138	24.4349076362957	25.4441154023174	25.1230532125796
YER003C	27.5696935330195	27.7915521766709	28.0500054510305	28.1034380806064	27.2885231752053	28.1027701441874	27.5629288023935	28.3519407992316
YER004W	24.9478888519004	25.3995373813071	25.9357060879969	26.0769378958252	25.4841342408423	25.6761318932673	25.2259693017263	25.5685845430253
YER006W	26.263449771117	25.5667308495172	26.2785035497367	25.5802608419857	25.6471487607702	26.203618585525	26.0459878319295	26.92079882441
YER007C-A	26.4924219124197	26.2038631344447	26.8163472919722	26.4786199846984	26.4599009542459	26.5287684965498	26.416990902651	26.8807592856031
YER008C	24.8576235517945	NA	25.0697919224134	25.6468362985429	25.1937581520547	25.5374335079008	24.6929275256517	24.8103405341818
YER009W	30.0410897508132	29.9604319392019	30.5955531253647	30.2640304679835	30.2005305130443	29.9559056792149	29.7375156564732	30.5119051684642
YER010C	NA	23.6271167760049	24.3509946260806	25.232365724234	24.3109931048183	24.6585476152632	23.7337117246903	24.846936501656
YER012W	26.1664089195385	25.6348563881978	26.2261781288402	26.0258476189993	25.983041510921	26.1710962223514	25.2742303470639	26.4010237826238
YER014W	NA	23.004796674659	NA	22.4390460846535	23.1011420670049	22.5298115223141	NA	24.6641276035983
YER016W	23.7360914740566	23.5261379762497	22.8031444283196	22.2608718361462	22.8243006809057	21.6585571487877	22.2121393882029	23.0797914364963
YER017C	NA	NA	NA	NA	25.8976250355364	25.448322396446	NA	25.5379343084263
YER018C	NA	NA	22.4759060150928	NA	NA	24.7085246626142	22.538680816116	23.9657268762182
