guide,fmax
pLK78,48.39587896711603
pOS08,85.93844557793724
pOS09,67.93643609665334
pOS10,28.22475690359686
pOS11,36.6276767402136
pOS12,58.93960635062023
pOS13,83.16712204007285
pOS14,6.519350722994045
